Options:
Model:                           Discrete: Independent
Tree File Name:                  Primates.trees
Data File Name:                  Primates.txt
Log File Name:                   Primates_discrete_independent.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            777135391
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      1010000
Burn in:                         10000
MCMC ML Start:                   False
Schedule File:                   Primates_discrete_independent.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     4
Base frequency (PI's):           None
Pis used in ancestral state estimation:      Yes
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Restrictions:
    alpha1                       None
    beta1                        None
    alpha2                       None
    beta2                        None
Prior Information:
    Prior Categories:            100
    Priors
        alpha1 - exp 10.00 
        beta1 - exp 10.00 
        alpha2 - exp 10.00 
        beta2 - exp 10.00 
Tree Information
     Trees:                      500
     Taxa:                       60
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	alpha1	beta1	alpha2	beta2	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	
490000	-45.927039	232	3.456735	8.658816	2.293258	4.461251	0.333208	0.216580	0.272858	0.177353	
491000	-43.060587	244	1.651933	1.208336	1.604514	1.965120	0.622156	0.312596	0.043428	0.021820	
492000	-42.969556	215	1.485851	4.826646	2.830647	4.822748	0.324737	0.238614	0.251701	0.184948	
493000	-45.308879	163	2.855094	9.511621	5.158898	4.149279	0.309151	0.163505	0.344921	0.182423	
494000	-43.386680	148	1.521862	3.619014	1.718782	3.101681	0.470395	0.250341	0.182264	0.097000	
495000	-44.799780	270	2.077795	7.802520	2.223917	0.172153	0.503139	0.000287	0.496292	0.000283	
496000	-43.521519	30	2.300071	6.283576	1.744228	4.530509	0.256386	0.301547	0.203142	0.238925	
497000	-39.667542	340	0.994575	1.971001	2.637252	0.573116	0.885177	0.007910	0.105966	0.000947	
498000	-39.368573	31	0.834681	0.911897	2.625272	1.290476	0.924079	0.055275	0.019481	0.001165	
499000	-43.499559	352	2.369604	3.520129	1.342349	0.530436	0.823546	0.004011	0.171607	0.000836	
500000	-44.612082	312	4.266060	3.095650	2.280364	4.307917	0.532259	0.306278	0.102488	0.058975	
501000	-44.382505	273	3.296969	7.736915	3.412232	1.669050	0.511002	0.037738	0.420226	0.031034	
502000	-39.072355	359	0.811606	4.118019	2.012194	0.712476	0.564502	0.008504	0.420657	0.006337	
503000	-40.163620	312	1.163589	2.962441	1.403028	1.267251	0.740353	0.114209	0.126001	0.019437	
504000	-41.059035	25	1.610602	1.107838	3.381083	1.578895	0.897488	0.076782	0.023702	0.002028	
505000	-40.148979	183	1.713814	2.646614	2.055842	3.370047	0.521239	0.327836	0.092651	0.058274	
506000	-44.837859	422	2.479490	0.849853	4.775276	2.248735	0.813985	0.167008	0.015772	0.003236	
507000	-41.790458	430	1.082154	3.869060	4.472452	0.670767	0.612956	0.007685	0.374662	0.004697	
508000	-41.698966	318	0.744130	3.699693	2.182536	2.871644	0.320981	0.191499	0.305348	0.182172	
509000	-43.676107	481	0.606745	6.025276	6.289311	1.202793	0.397145	0.016289	0.563457	0.023110	
510000	-40.347939	312	1.314138	4.190895	1.064705	2.585103	0.456116	0.278380	0.164876	0.100628	
511000	-41.836763	497	0.997786	2.072038	1.827432	2.598082	0.590167	0.283305	0.085489	0.041038	
512000	-44.736153	484	1.136310	0.044717	2.986164	1.287592	0.948759	0.051211	0.000028	0.000002	
513000	-39.604495	68	0.786919	2.788032	3.054334	1.067255	0.907032	0.006034	0.086359	0.000575	
514000	-40.036311	31	1.718345	2.603506	3.476860	2.337484	0.706081	0.140897	0.127566	0.025456	
515000	-41.828661	193	1.066075	2.341094	1.638566	2.727964	0.624431	0.268321	0.075014	0.032234	
516000	-41.615522	182	0.735772	1.625593	1.877185	0.412417	0.946569	0.003393	0.049860	0.000179	
517000	-40.192711	246	0.770502	1.358073	3.969049	2.335963	0.690847	0.220601	0.067120	0.021433	
518000	-42.422189	181	0.293575	3.760994	2.916383	1.944685	0.102579	0.030154	0.670241	0.197025	
519000	-41.406398	208	2.602701	4.947732	2.666773	3.132654	0.424730	0.203013	0.251868	0.120389	
520000	-43.087828	185	1.415998	9.355885	2.498774	3.162855	0.308458	0.140907	0.377973	0.172662	
521000	-44.156850	23	2.085220	1.513312	5.912455	2.659922	0.785896	0.172457	0.034152	0.007494	
522000	-39.698452	226	0.893279	3.702792	2.533936	1.454778	0.639239	0.034110	0.310105	0.016547	
523000	-45.516998	391	2.606750	4.317277	6.151444	4.053546	0.408058	0.249993	0.212042	0.129906	
524000	-44.123429	258	1.335002	3.680282	3.672339	5.172481	0.417675	0.276020	0.184427	0.121878	
525000	-40.626112	374	1.054313	2.156126	1.561680	0.753600	0.880354	0.012871	0.105236	0.001539	
526000	-42.215127	116	1.304425	4.548469	3.457301	3.082293	0.327398	0.179860	0.318029	0.174713	
527000	-41.374911	404	2.265656	5.180501	3.385791	2.456032	0.577508	0.103230	0.270848	0.048414	
528000	-41.306451	198	1.337436	5.914623	1.313398	3.709397	0.235241	0.225340	0.275508	0.263911	
529000	-41.319506	245	0.567505	3.462885	3.225759	0.398914	0.630140	0.003023	0.365086	0.001751	
530000	-40.761329	147	1.371357	6.133806	2.765265	2.648851	0.372373	0.143109	0.350006	0.134513	
531000	-44.299728	12	3.064643	6.267566	1.368900	2.764420	0.342765	0.224297	0.261692	0.171245	
532000	-42.298605	94	0.767906	1.695919	3.328774	3.673210	0.790590	0.171386	0.031249	0.006774	
533000	-45.883963	79	1.133138	6.359902	5.262826	0.588445	0.517099	0.012094	0.460046	0.010760	
534000	-43.690416	440	1.726576	8.434009	4.082047	4.271851	0.314451	0.192160	0.306244	0.187145	
535000	-38.542099	43	0.839285	2.162184	2.369574	0.177914	0.894657	0.000642	0.104627	0.000075	
536000	-40.746223	68	0.496167	2.426573	2.744236	0.428147	0.915279	0.000790	0.083859	0.000072	
537000	-41.331488	263	0.813474	1.922891	2.366695	1.111146	0.864903	0.025797	0.106135	0.003166	
538000	-44.736668	430	1.161581	2.912116	8.852588	3.018959	0.556439	0.211741	0.167922	0.063899	
539000	-41.942509	193	1.309384	3.664135	3.358941	0.642383	0.743017	0.007113	0.247500	0.002369	
540000	-42.671999	189	2.701075	5.657109	4.664149	2.595016	0.482038	0.125415	0.311501	0.081045	
541000	-40.760085	444	1.124724	3.035002	2.265966	0.863115	0.826678	0.010229	0.161099	0.001993	
542000	-42.255062	467	1.260419	3.559531	3.450185	1.201157	0.702942	0.027323	0.259643	0.010092	
543000	-41.855866	208	1.717631	3.214740	5.646908	4.819541	0.462979	0.276526	0.163087	0.097408	
544000	-43.929790	115	0.457936	1.766080	2.929326	0.070422	0.829895	0.000110	0.169972	0.000023	
545000	-41.379402	193	1.215416	3.122846	2.242722	1.557868	0.742251	0.066003	0.176088	0.015658	
546000	-40.990728	305	0.936020	4.696473	2.355701	1.579046	0.577207	0.027783	0.376869	0.018140	
547000	-40.215387	90	0.801976	2.349730	3.557873	1.450377	0.603322	0.103082	0.250753	0.042843	
548000	-40.105589	310	0.493743	2.362239	2.661574	1.308654	0.620981	0.058277	0.293224	0.027518	
549000	-45.157818	182	3.068453	0.851813	3.217293	4.297601	0.658925	0.326995	0.009410	0.004670	
550000	-41.552564	170	1.224635	1.983070	3.239856	1.912182	0.670457	0.158354	0.138481	0.032708	
551000	-42.377501	196	1.838580	1.527822	3.714243	2.261670	0.793232	0.147195	0.050249	0.009324	
552000	-41.469326	479	0.809119	1.731259	1.261614	2.466875	0.593795	0.325281	0.052283	0.028641	
553000	-48.136296	473	1.902075	8.576032	10.768751	4.979895	0.251051	0.208726	0.294977	0.245247	
554000	-42.722613	484	1.354584	1.624739	3.988922	3.877380	0.650881	0.292746	0.038884	0.017489	
555000	-41.004653	320	0.724537	2.706304	2.520602	2.264877	0.508676	0.126501	0.292166	0.072658	
556000	-46.368780	296	1.130074	6.292875	5.233901	5.999148	0.210540	0.181830	0.326045	0.281585	
557000	-45.241067	187	2.848280	0.358076	6.113455	5.275237	0.617819	0.377673	0.002798	0.001710	
558000	-40.374964	314	0.918487	4.803103	2.599210	0.864194	0.325345	0.014920	0.630808	0.028928	
559000	-40.300094	226	1.187165	3.427110	1.932749	2.704541	0.576487	0.165692	0.200263	0.057559	
560000	-43.238349	226	3.431978	3.939674	3.483268	1.836359	0.654215	0.062525	0.258549	0.024710	
561000	-39.486534	340	0.910685	3.139623	2.129295	1.249495	0.693719	0.038024	0.254317	0.013940	
562000	-42.358538	31	1.753620	0.702326	1.714545	0.001694	0.985933	0.000000	0.014067	0.000000	
563000	-41.718587	204	0.417997	4.934447	4.561421	0.793350	0.347066	0.009654	0.625871	0.017409	
564000	-44.256625	244	3.332730	3.308267	2.948115	2.316925	0.505488	0.186501	0.224997	0.083013	
565000	-42.143904	172	1.222866	3.545503	4.774884	2.617768	0.521860	0.150355	0.254469	0.073316	
566000	-43.302975	237	1.397026	2.169130	3.380832	2.167625	0.696615	0.155768	0.120641	0.026976	
567000	-40.814788	235	1.038031	5.055644	3.450439	1.943571	0.420544	0.064158	0.447090	0.068208	
568000	-43.762898	260	0.728420	1.680756	1.100205	0.129059	0.875320	0.000481	0.124131	0.000068	
569000	-42.295252	193	1.129538	1.879200	5.156817	4.188699	0.623042	0.312789	0.042721	0.021447	
570000	-40.688491	189	0.965498	2.947812	2.528773	3.209043	0.512714	0.218351	0.188610	0.080324	
571000	-45.621907	255	3.662737	9.120249	4.251122	2.830672	0.429577	0.103685	0.375988	0.090750	
572000	-39.908893	124	1.287927	0.912332	2.822743	1.362944	0.900764	0.084527	0.013447	0.001262	
573000	-43.658417	352	3.253884	6.951416	2.678990	1.273076	0.596188	0.018229	0.374143	0.011440	
574000	-41.352136	339	1.617578	1.788177	4.027533	2.602167	0.723195	0.196546	0.063108	0.017151	
575000	-38.866491	43	1.480086	4.143171	3.553256	0.474571	0.687085	0.004194	0.306848	0.001873	
576000	-44.304604	247	0.371137	4.579123	4.945319	3.298308	0.136801	0.075573	0.507351	0.280275	
577000	-41.350034	201	0.832510	1.991080	3.144283	5.070323	0.578473	0.321544	0.064263	0.035720	
578000	-41.292879	447	1.491340	3.946424	3.535521	2.390615	0.465852	0.138808	0.304585	0.090756	
579000	-39.754431	38	1.790913	3.050048	2.352176	1.120459	0.764666	0.030534	0.196936	0.007864	
580000	-45.031610	177	3.180866	8.719477	3.680751	0.728864	0.512682	0.011668	0.465065	0.010585	
581000	-44.545959	211	0.347510	4.922491	5.324897	3.617598	0.125637	0.056644	0.563614	0.254105	
582000	-39.855675	204	1.749445	2.746392	3.167091	0.526150	0.810155	0.008375	0.179613	0.001857	
583000	-43.249380	494	2.171148	2.110616	1.233951	2.794910	0.806347	0.154914	0.032497	0.006243	
584000	-42.098069	264	0.494119	3.498731	3.273838	0.279218	0.347938	0.000970	0.649284	0.001809	
585000	-39.895100	43	2.408269	4.485958	1.682852	0.975744	0.663677	0.021827	0.304482	0.010014	
586000	-42.034739	314	2.167778	2.342625	3.397290	2.350993	0.553445	0.198436	0.182635	0.065483	
587000	-42.899037	201	2.404329	1.172244	5.304449	2.919928	0.757052	0.210205	0.025627	0.007116	
588000	-42.946471	90	0.123590	1.783880	2.099570	4.445952	0.127373	0.115333	0.397431	0.359863	
589000	-42.818559	45	0.499867	3.549511	0.550084	3.192622	0.126340	0.353214	0.137113	0.383333	
590000	-41.621702	97	1.316618	3.010366	5.919633	1.204171	0.739429	0.050187	0.197013	0.013372	
591000	-43.283259	429	2.883735	4.117297	4.204353	2.016312	0.603804	0.095274	0.259911	0.041011	
592000	-42.224899	25	1.070601	1.977800	2.278834	5.830636	0.421861	0.471134	0.050550	0.056454	
593000	-42.781274	307	0.323589	4.315233	4.833706	5.915243	0.175881	0.119012	0.420542	0.284565	
594000	-45.426620	393	0.568700	6.616922	1.628775	4.242456	0.108549	0.155842	0.302014	0.433595	
595000	-43.101476	112	1.091216	2.425809	3.153769	5.597458	0.286946	0.378621	0.144184	0.190248	
596000	-41.648331	201	2.237118	6.659873	3.900801	2.752801	0.476122	0.110160	0.335983	0.077736	
597000	-42.987179	249	1.167432	2.771701	2.230388	0.083740	0.737630	0.000168	0.262141	0.000060	
598000	-41.688312	203	0.702464	2.305156	1.717850	0.369890	0.828439	0.002796	0.168197	0.000568	
599000	-42.440553	232	1.546334	5.290982	4.702419	3.029293	0.464675	0.144703	0.297865	0.092757	
600000	-39.317425	97	1.018737	2.845861	2.675501	0.501877	0.792290	0.005619	0.200668	0.001423	
601000	-42.074613	74	0.455502	2.523945	4.735145	2.075835	0.539695	0.083133	0.326828	0.050344	
602000	-42.554879	417	0.911361	2.634671	4.337168	4.721180	0.483872	0.279041	0.150371	0.086716	
603000	-38.901579	359	0.938872	3.779101	2.153027	1.482828	0.600926	0.054090	0.316497	0.028488	
604000	-45.681446	49	2.679895	1.553946	1.144574	0.988057	0.819811	0.082917	0.088338	0.008935	
605000	-42.523732	231	0.383091	3.748025	4.766671	2.536143	0.177134	0.045218	0.619505	0.158143	
606000	-39.820770	359	1.348647	4.426573	1.463846	0.477176	0.636019	0.004327	0.357225	0.002430	
607000	-41.047126	124	0.953447	0.544706	4.724322	2.406951	0.786266	0.209159	0.003614	0.000961	
608000	-42.100654	201	0.241263	6.706757	1.523189	0.277218	0.156657	0.000314	0.841345	0.001685	
609000	-38.898162	43	0.854235	4.195622	3.353164	2.183855	0.533637	0.080264	0.335619	0.050480	
610000	-42.018646	152	0.888278	2.946033	2.353579	2.988563	0.570537	0.186987	0.182623	0.059853	
611000	-40.171899	201	0.531654	4.989774	2.296607	0.185471	0.449349	0.000416	0.549726	0.000509	
612000	-40.418206	97	2.143343	1.721511	3.325281	1.276111	0.880550	0.050615	0.065094	0.003742	
613000	-40.781416	58	1.462383	7.194008	2.124123	2.233370	0.486215	0.073142	0.383024	0.057619	
614000	-42.846840	49	1.107213	4.235099	5.412586	5.988871	0.310875	0.239026	0.254454	0.195645	
615000	-43.187803	441	1.064960	4.055387	4.239166	3.604115	0.299753	0.162556	0.348629	0.189062	
616000	-41.814291	27	1.731137	4.335505	1.581475	0.785109	0.681612	0.017972	0.292698	0.007718	
617000	-41.345311	314	0.463220	2.999615	0.948525	1.596086	0.210544	0.110340	0.445593	0.233523	
618000	-42.948762	169	0.896624	4.441089	2.898996	0.729992	0.582415	0.004510	0.409901	0.003174	
619000	-41.894149	124	0.584688	4.732030	4.914551	1.721287	0.328671	0.046130	0.548249	0.076949	
620000	-43.070518	274	1.818236	4.156177	3.233781	3.836766	0.395053	0.223043	0.244092	0.137812	
621000	-40.960039	58	1.126919	6.552889	4.352959	2.485604	0.473984	0.080057	0.381519	0.064440	
622000	-42.634081	257	0.492198	5.870326	4.593588	2.720097	0.254935	0.078707	0.509163	0.157195	
623000	-39.615656	43	0.621436	5.427633	3.074287	0.342235	0.410066	0.001216	0.586977	0.001740	
624000	-40.064006	201	0.813284	2.651391	4.710051	1.411581	0.761353	0.055014	0.171258	0.012375	
625000	-41.276738	138	1.500666	1.555635	3.754778	3.647461	0.613150	0.313921	0.048234	0.024695	
626000	-42.896700	374	0.585762	1.326240	1.013329	1.987926	0.717962	0.239279	0.032071	0.010688	
627000	-41.965453	208	2.726712	5.172118	2.064746	3.673340	0.356537	0.261262	0.220571	0.161630	
628000	-42.913264	310	3.204112	2.598200	1.826007	2.725570	0.573029	0.257906	0.116590	0.052474	
629000	-41.998312	305	2.515377	4.264387	2.070575	1.409991	0.722897	0.027819	0.240047	0.009237	
630000	-42.859839	380	1.824626	1.394180	2.989068	4.248426	0.519105	0.418919	0.034297	0.027678	
631000	-43.954393	34	2.183323	3.478913	4.526994	2.369534	0.530945	0.163305	0.233830	0.071920	
632000	-45.201314	427	4.256198	4.350472	3.353349	3.872572	0.469296	0.225153	0.206486	0.099065	
633000	-40.440410	204	0.372860	3.082950	3.053170	1.441777	0.527513	0.043987	0.395520	0.032980	
634000	-41.165950	47	0.507648	2.522828	3.806687	3.581838	0.383566	0.213215	0.259159	0.144060	
635000	-41.573945	417	0.933923	2.890390	1.908633	3.452706	0.431620	0.292267	0.164633	0.111479	
636000	-40.669791	312	2.067125	1.911390	4.597430	2.167012	0.823545	0.120311	0.048988	0.007157	
637000	-43.254410	38	2.426216	10.394652	2.153384	1.535414	0.454811	0.040301	0.463791	0.041096	
638000	-40.997909	201	1.930931	0.631884	2.270459	2.006850	0.870535	0.120323	0.008032	0.001110	
639000	-42.111570	474	2.296939	1.572668	2.469609	1.975330	0.830550	0.119821	0.043371	0.006257	
640000	-40.789488	257	1.405809	2.730488	2.585147	3.043820	0.576730	0.231193	0.137112	0.054964	
641000	-43.816610	253	1.445551	1.787000	1.720867	3.757038	0.368421	0.471267	0.070338	0.089974	
642000	-42.522501	314	1.521631	6.352479	1.983853	4.761641	0.184024	0.217866	0.273873	0.324238	
643000	-44.695888	152	1.771642	7.275613	1.387081	1.673010	0.412869	0.066076	0.449170	0.071885	
644000	-40.120391	97	1.132253	1.865323	4.643538	1.343321	0.858212	0.061830	0.074585	0.005373	
645000	-41.717058	43	2.984189	5.514714	3.300673	0.080437	0.619553	0.000099	0.380288	0.000061	
646000	-44.480722	99	1.676643	4.247830	4.871828	5.875071	0.300741	0.267901	0.228135	0.203223	
647000	-42.360461	318	1.389421	1.024545	2.661963	1.987472	0.770189	0.203734	0.020622	0.005455	
648000	-42.315055	436	0.618129	2.188182	3.111631	2.472704	0.586918	0.179479	0.178896	0.054706	
649000	-40.392497	38	1.353474	2.175456	3.691694	2.812676	0.705140	0.175093	0.095944	0.023824	
650000	-47.112016	385	5.019306	6.752872	5.056267	2.843902	0.444687	0.142975	0.312019	0.100320	
651000	-46.779746	260	0.615578	7.942470	1.764080	5.416663	0.115141	0.118530	0.377607	0.388722	
652000	-43.389649	450	2.585387	4.112641	1.479347	2.551651	0.391386	0.290768	0.182364	0.135482	
653000	-38.360270	43	1.299326	3.007186	2.013526	1.419022	0.759095	0.053610	0.174940	0.012355	
654000	-43.868416	485	1.890025	5.009233	2.542548	6.042531	0.323794	0.278347	0.213943	0.183915	
655000	-42.286051	171	0.777476	0.510762	3.420660	0.250179	0.993889	0.001394	0.004711	0.000007	
656000	-39.180111	43	2.441041	2.968518	2.979503	1.160166	0.797844	0.031163	0.164565	0.006428	
657000	-42.175310	497	1.874404	1.719408	4.102141	3.736388	0.645166	0.284664	0.048688	0.021482	
658000	-41.862166	147	1.885771	1.227782	2.270972	4.679920	0.470835	0.495396	0.016455	0.017314	
659000	-42.231732	208	1.149996	1.620765	6.110132	5.726629	0.534166	0.371337	0.055744	0.038752	
660000	-39.853769	312	0.985042	0.440280	4.158114	2.439710	0.843869	0.153602	0.002140	0.000390	
661000	-43.339969	326	0.655217	2.012463	2.949078	4.992437	0.439866	0.411591	0.076738	0.071806	
662000	-42.649698	109	1.700943	4.260852	1.784456	3.611641	0.435341	0.250998	0.198953	0.114708	
663000	-39.186471	201	1.439073	4.397014	2.512229	1.306351	0.645923	0.035115	0.302516	0.016446	
664000	-43.715084	414	0.936013	5.773410	4.206958	5.617353	0.506406	0.180880	0.230414	0.082300	
665000	-43.469775	442	1.360550	6.869806	2.759731	1.481023	0.375266	0.048130	0.511058	0.065546	
666000	-42.069285	478	0.144701	3.636496	2.520325	1.644626	0.076681	0.008854	0.819802	0.094663	
667000	-41.978238	292	1.459523	2.117653	3.057735	2.265370	0.613697	0.204802	0.136086	0.045414	
668000	-43.159167	64	1.140774	1.983319	0.551207	2.410975	0.291369	0.598172	0.036181	0.074278	
669000	-43.712450	278	0.420799	6.771138	1.599127	1.259030	0.180784	0.014457	0.745168	0.059591	
670000	-44.147526	106	2.059240	3.282781	2.011470	2.074674	0.546864	0.144921	0.243648	0.064567	
671000	-41.479522	185	2.167264	3.481543	2.166210	3.586421	0.444909	0.261863	0.184586	0.108643	
672000	-43.396560	88	1.188373	3.923269	2.474048	0.617410	0.533671	0.012843	0.442829	0.010657	
673000	-40.558603	97	0.393727	3.012683	1.839135	0.743182	0.625728	0.010595	0.357621	0.006055	
674000	-40.981455	204	0.914404	0.878296	4.044546	2.162878	0.822391	0.155150	0.018894	0.003564	
675000	-46.152215	200	1.248421	6.515065	0.475787	1.784539	0.245942	0.235932	0.264445	0.253682	
676000	-41.470463	86	0.430722	2.696452	3.348457	0.493380	0.535326	0.004861	0.455675	0.004138	
677000	-42.322548	413	1.618530	5.346369	5.172546	2.434086	0.484911	0.116939	0.320790	0.077360	
678000	-38.924382	43	0.999042	1.165763	4.689734	2.572149	0.803359	0.172509	0.019866	0.004266	
679000	-43.335760	74	2.642533	6.226711	4.597681	3.987141	0.379733	0.174574	0.305326	0.140367	
680000	-39.539426	43	1.143676	2.303421	4.587738	3.862043	0.623593	0.265690	0.077638	0.033079	
681000	-45.013791	156	3.639517	4.013626	1.050623	2.811193	0.336443	0.396912	0.122329	0.144315	
682000	-41.021193	307	1.983385	2.594952	3.459073	3.428014	0.594119	0.232316	0.124775	0.048790	
683000	-42.731152	185	0.071298	3.570239	2.608831	0.495539	0.019564	0.000155	0.972582	0.007699	
684000	-42.326766	68	1.237826	1.267641	5.423800	0.263657	0.991064	0.000387	0.008545	0.000003	
685000	-41.077664	394	2.276241	2.239382	3.662899	2.520568	0.777756	0.138081	0.071474	0.012689	
686000	-39.057483	68	0.786781	1.808559	3.309976	1.854980	0.949201	0.025833	0.024305	0.000661	
687000	-42.582930	43	1.700121	6.163963	0.948235	3.640700	0.229281	0.322142	0.186518	0.262060	
688000	-43.654823	452	2.889892	3.030727	4.954449	2.839165	0.591346	0.181458	0.173850	0.053347	
689000	-43.971044	157	1.329184	6.996521	3.767162	0.954632	0.421555	0.023030	0.526643	0.028772	
690000	-42.918259	208	2.037083	4.407960	3.751218	6.597250	0.351518	0.292280	0.194489	0.161714	
691000	-42.046658	309	0.431539	5.616997	2.824484	2.658125	0.180035	0.055080	0.585695	0.179189	
692000	-44.213546	175	0.405173	3.665160	6.575890	4.085444	0.232066	0.121442	0.424399	0.222092	
693000	-42.908840	474	1.445237	2.124818	0.961046	3.642755	0.387451	0.521912	0.038618	0.052020	
694000	-44.250760	372	0.926928	1.502403	2.931643	3.851062	0.653195	0.286934	0.041598	0.018273	
695000	-42.285163	46	0.563598	5.836693	3.323769	4.086586	0.225930	0.127722	0.412918	0.233430	
696000	-41.935906	264	0.001010	4.041111	1.647898	0.417779	0.000001	0.000000	0.993577	0.006422	
697000	-43.489066	57	1.004451	1.146502	2.884131	1.838518	0.871500	0.100475	0.025128	0.002897	
698000	-40.304493	201	2.485654	2.999812	2.133963	1.000102	0.794118	0.024989	0.175374	0.005519	
699000	-43.336058	484	1.836094	1.850981	4.966910	3.071252	0.708999	0.219176	0.054864	0.016960	
700000	-44.469003	119	1.648969	8.764555	2.623130	1.159740	0.462922	0.025783	0.484320	0.026975	
701000	-43.018209	429	0.550771	3.234781	1.724809	4.158663	0.308648	0.351055	0.159211	0.181086	
702000	-40.273695	97	1.000048	4.022419	4.671967	2.185925	0.534773	0.103011	0.303712	0.058503	
703000	-41.467560	147	2.146385	4.969621	4.103069	1.538691	0.574135	0.059317	0.332224	0.034324	
704000	-42.973256	197	1.267092	0.859254	1.722388	0.634691	0.958995	0.018310	0.022270	0.000425	
705000	-42.355886	17	1.529460	2.520731	3.943808	4.072547	0.596161	0.250858	0.107673	0.045308	
706000	-41.712143	189	1.638190	1.425256	5.531262	3.135524	0.695353	0.252211	0.038479	0.013957	
707000	-42.430570	22	0.919505	2.824110	5.433103	3.635028	0.587157	0.251338	0.113094	0.048411	
708000	-47.067915	220	0.527352	5.594360	0.437099	4.617738	0.016474	0.236825	0.048565	0.698136	
709000	-43.050467	429	0.785258	2.012978	5.346927	0.032476	0.895270	0.000034	0.104692	0.000004	
710000	-41.685262	385	1.636461	1.214574	4.481356	1.231222	0.898993	0.061879	0.036609	0.002520	
711000	-41.346937	204	2.491298	5.436761	3.921359	0.682231	0.603823	0.011500	0.377487	0.007190	
712000	-42.141919	218	0.457035	3.382455	3.171036	1.120533	0.392170	0.023158	0.552072	0.032600	
713000	-41.809955	245	1.212229	6.396278	3.438206	0.482446	0.516706	0.003812	0.475970	0.003512	
714000	-42.402596	320	1.763534	1.616139	3.008411	0.548200	0.914513	0.007447	0.077410	0.000630	
715000	-40.315427	230	0.936722	5.948732	2.677054	0.684234	0.497679	0.006626	0.489181	0.006513	
716000	-43.274405	490	2.396407	5.605562	2.822705	2.895476	0.333119	0.216791	0.272651	0.177439	
717000	-41.929749	43	2.926595	5.974803	5.195795	1.029778	0.574807	0.020540	0.390692	0.013961	
718000	-41.536971	183	0.400704	5.315012	4.665070	3.674940	0.159845	0.070617	0.533739	0.235799	
719000	-43.384582	81	0.699702	8.152064	2.617530	1.079834	0.271276	0.001989	0.721446	0.005289	
720000	-40.947865	86	0.576372	2.042346	3.113643	3.166678	0.549255	0.230572	0.155074	0.065099	
721000	-40.646673	379	0.709654	2.856099	0.700285	3.362309	0.090575	0.471392	0.070600	0.367434	
722000	-42.710861	363	1.032907	3.771768	3.547812	1.470174	0.582949	0.037638	0.356402	0.023011	
723000	-44.911504	172	0.944469	7.515408	5.834596	4.580897	0.254824	0.154927	0.367075	0.223174	
724000	-43.718390	382	1.263278	6.603489	4.114459	5.398882	0.215055	0.192571	0.312524	0.279850	
725000	-40.915247	64	0.726590	1.228886	2.789920	3.355489	0.653611	0.301617	0.030635	0.014137	
726000	-41.633832	22	1.379943	2.954914	4.228254	1.788215	0.733034	0.108711	0.137816	0.020439	
727000	-39.656433	124	0.997782	2.126506	1.838621	2.387439	0.613382	0.266742	0.083545	0.036331	
728000	-41.565789	26	1.636982	1.354361	3.819603	4.160509	0.649724	0.311305	0.026348	0.012624	
729000	-43.448993	126	2.389605	5.650851	1.884799	2.821272	0.366039	0.208599	0.270951	0.154410	
730000	-41.317159	137	0.662681	4.080418	3.609128	0.469842	0.535105	0.004835	0.455940	0.004120	
731000	-43.227590	411	0.879350	4.294458	0.486510	4.610105	0.046207	0.323774	0.078683	0.551335	
732000	-42.717308	124	2.711838	5.842945	2.790327	3.578834	0.363719	0.209437	0.270871	0.155973	
733000	-41.650561	147	0.303012	0.848718	2.096003	1.071228	0.929603	0.053905	0.015588	0.000904	
734000	-40.675810	31	1.559878	5.288068	3.702114	2.802278	0.495008	0.136806	0.288463	0.079723	
735000	-46.423211	414	1.310119	1.542792	11.704315	8.037480	0.583145	0.399944	0.010031	0.006880	
736000	-43.053900	162	1.451692	1.343467	5.527745	2.131987	0.748313	0.185558	0.052990	0.013140	
737000	-41.496532	354	1.466149	1.127438	2.266339	0.647926	0.932407	0.017836	0.048823	0.000934	
738000	-44.138180	379	3.628920	7.346783	0.457148	4.021771	0.035212	0.456348	0.036421	0.472019	
739000	-42.350016	229	3.069327	2.867424	2.295681	2.251023	0.775386	0.078728	0.132439	0.013447	
740000	-43.828107	332	0.434928	2.978438	5.501042	4.413695	0.221549	0.151079	0.373010	0.254362	
741000	-41.798906	17	1.161872	4.965342	1.271630	2.184813	0.362344	0.154778	0.338349	0.144529	
742000	-43.077596	376	0.576069	3.517735	2.164655	2.691447	0.456662	0.100107	0.363538	0.079693	
743000	-45.152000	153	2.638001	0.422388	3.752427	0.274943	0.995341	0.001554	0.003100	0.000005	
744000	-40.229158	58	0.866944	1.406311	3.467445	0.273834	0.956576	0.001736	0.041613	0.000076	
745000	-44.468379	24	2.422914	2.115731	2.628378	0.979995	0.815692	0.058108	0.117808	0.008392	
746000	-46.780474	483	1.546536	1.636547	9.939365	8.606297	0.489541	0.449821	0.031601	0.029037	
747000	-41.718506	48	0.814764	5.591475	4.199109	1.051647	0.494143	0.009450	0.487092	0.009315	
