Options:
Model:                           Discrete: Independent
Tree File Name:                  Primates.trees
Data File Name:                  Primates.txt
Log File Name:                   Primates_discrete_independent.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            3674852225
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      1010000
Burn in:                         10000
MCMC ML Start:                   False
Schedule File:                   Primates_discrete_independent.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     4
Base frequency (PI's):           None
Pis used in ancestral state estimation:      Yes
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Restrictions:
    alpha1                       None
    beta1                        None
    alpha2                       None
    beta2                        None
Prior Information:
    Prior Categories:            100
    Priors
        alpha1 - exp 10.00 
        beta1 - exp 10.00 
        alpha2 - exp 10.00 
        beta2 - exp 10.00 
Tree Information
     Trees:                      500
     Taxa:                       60
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	alpha1	beta1	alpha2	beta2	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	
461000	-38.333669	43	1.097390	3.297064	3.166359	1.870698	0.689782	0.075422	0.211654	0.023143	
462000	-39.607876	359	1.826577	1.616504	3.495974	1.147992	0.916982	0.035586	0.045661	0.001772	
463000	-42.235628	26	0.752326	0.661615	2.900254	0.163782	0.990331	0.000719	0.008944	0.000006	
464000	-40.860674	246	1.504565	3.184583	1.708628	1.195161	0.600965	0.102724	0.253056	0.043255	
465000	-43.951882	37	0.036918	2.816364	2.457802	2.566423	0.001740	0.000732	0.702148	0.295380	
466000	-40.780828	163	1.214121	1.146463	3.010645	2.487502	0.784236	0.180805	0.028409	0.006550	
467000	-43.708944	153	0.526043	6.637795	1.316007	2.307504	0.150262	0.095945	0.460045	0.293747	
468000	-41.466260	417	1.082487	2.329526	4.048995	2.149470	0.717824	0.115361	0.143718	0.023097	
469000	-43.609755	89	1.738794	2.395442	5.708782	3.700195	0.530313	0.314644	0.097308	0.057735	
470000	-41.648515	162	0.699478	2.627986	4.084797	3.490404	0.434406	0.212244	0.237373	0.115977	
471000	-44.907911	427	0.659262	1.978299	0.295250	2.211446	0.161532	0.702301	0.025462	0.110704	
472000	-46.354709	390	3.443403	9.438419	1.787917	1.780305	0.344685	0.147893	0.355072	0.152349	
473000	-44.082566	305	0.875428	4.326815	2.207210	5.579407	0.396719	0.233098	0.233177	0.137006	
474000	-41.109833	444	0.703455	3.239575	3.813997	2.086414	0.696386	0.065087	0.218138	0.020388	
475000	-44.187512	275	0.632904	3.104776	1.117017	2.127783	0.347362	0.219605	0.265305	0.167728	
476000	-41.998756	47	0.467894	4.294735	0.931653	3.518164	0.109266	0.205664	0.237687	0.447383	
477000	-40.514798	29	0.949372	3.666419	3.247262	1.480164	0.667799	0.050122	0.262386	0.019693	
478000	-44.572488	290	0.845133	0.567015	1.267113	2.990610	0.369016	0.619903	0.004135	0.006946	
479000	-43.285597	406	1.133631	2.658498	2.227304	0.350796	0.747458	0.003080	0.248439	0.001024	
480000	-41.591429	421	0.847737	1.437378	3.835702	2.944391	0.701551	0.234839	0.047657	0.015953	
481000	-41.639452	230	1.285499	7.709304	2.642730	0.393681	0.489900	0.002067	0.505899	0.002134	
482000	-41.791698	117	1.700027	3.190233	3.137990	0.357842	0.646769	0.007097	0.342377	0.003757	
483000	-40.669725	161	1.663167	1.645259	3.243795	3.494850	0.595464	0.309876	0.062260	0.032400	
484000	-42.225261	249	0.667696	3.333465	0.861099	2.602362	0.203669	0.316724	0.187707	0.291901	
485000	-42.636057	203	2.778976	7.826295	2.304861	0.946962	0.515003	0.012879	0.460598	0.011519	
486000	-44.300522	129	2.083889	6.678462	4.248092	3.419160	0.423384	0.145426	0.320949	0.110241	
487000	-40.775943	456	1.063809	3.506140	2.719556	2.927095	0.372964	0.210567	0.266186	0.150283	
488000	-44.973455	481	3.293780	9.181918	3.638398	5.514839	0.352663	0.197010	0.288924	0.161403	
489000	-40.917808	282	2.246177	2.237675	2.174717	0.563069	0.899186	0.008267	0.091704	0.000843	
490000	-42.993840	226	3.224266	5.417475	2.901431	3.068874	0.471512	0.142768	0.296073	0.089647	
491000	-43.569775	306	1.628167	2.071289	4.258092	2.278574	0.743325	0.147586	0.091018	0.018071	
492000	-41.049454	379	0.741763	2.411158	3.265585	1.247435	0.627954	0.065460	0.277643	0.028943	
493000	-43.360730	120	2.454782	6.035588	3.346737	2.411177	0.534737	0.099655	0.308175	0.057432	
494000	-40.068273	124	0.996233	0.710536	1.462190	2.669027	0.596026	0.395666	0.004993	0.003315	
495000	-42.728472	80	0.899231	1.276341	3.876012	2.869242	0.699858	0.244688	0.041089	0.014366	
496000	-42.124430	327	1.513833	0.861635	2.828371	3.327182	0.578911	0.385450	0.021395	0.014245	
497000	-41.500321	90	2.344268	5.503158	1.695336	2.153715	0.370524	0.193581	0.286311	0.149584	
498000	-41.943490	471	1.886418	5.069163	2.798684	2.130379	0.550780	0.065892	0.342369	0.040959	
499000	-43.208465	83	2.271223	1.817944	4.044960	1.714165	0.808670	0.102088	0.079239	0.010003	
500000	-42.640210	30	0.190973	5.519278	1.685017	3.522976	0.035608	0.034212	0.474386	0.455794	
501000	-44.584383	38	1.333612	11.137914	2.967884	3.333679	0.320735	0.113222	0.418359	0.147684	
502000	-44.183702	404	1.634576	2.876437	8.336380	4.665659	0.536074	0.317302	0.092106	0.054518	
503000	-43.413349	23	1.069115	2.948981	3.347644	0.434455	0.695696	0.003058	0.299928	0.001318	
504000	-42.694451	450	1.036501	6.550913	3.430228	0.928767	0.380948	0.012740	0.586691	0.019621	
505000	-41.544911	229	2.352399	1.958114	1.979189	1.457255	0.898362	0.034276	0.064886	0.002476	
506000	-42.176826	136	1.658381	2.256341	4.616924	1.803552	0.793578	0.075024	0.120049	0.011349	
507000	-44.221859	125	0.261500	4.759732	3.260006	5.028359	0.108431	0.079069	0.469868	0.342632	
508000	-43.573359	308	1.395345	0.979623	4.241515	4.499620	0.574238	0.397608	0.016636	0.011519	
509000	-43.916554	411	2.008649	0.239187	2.959600	4.576246	0.505327	0.493086	0.000803	0.000784	
510000	-46.326393	145	1.251773	4.571085	0.757097	0.973311	0.393342	0.108385	0.390635	0.107639	
511000	-40.231432	230	1.542201	1.453091	3.799746	0.991795	0.924393	0.029024	0.045164	0.001418	
512000	-39.932342	310	0.803813	3.997421	3.295484	1.783024	0.457758	0.068574	0.411956	0.061712	
513000	-43.075342	424	1.284482	1.016498	5.137669	0.863926	0.947073	0.028490	0.023723	0.000714	
514000	-42.348814	154	1.712891	5.072774	2.796215	2.820185	0.316515	0.184163	0.315658	0.183664	
515000	-43.440496	88	1.630768	1.174744	1.778387	4.896073	0.341843	0.614440	0.015627	0.028089	
516000	-38.023795	43	0.962159	2.451189	2.063972	0.695553	0.854964	0.011467	0.131802	0.001768	
517000	-45.160152	292	0.164002	8.307504	1.853398	3.295878	0.016594	0.015283	0.503967	0.464157	
518000	-41.791178	482	1.840258	3.485951	3.708150	1.774885	0.738925	0.056281	0.190300	0.014494	
519000	-42.025811	338	0.634808	0.664846	1.976587	2.366684	0.617803	0.356847	0.016069	0.009282	
520000	-43.851810	283	1.170169	2.997459	3.786098	1.565580	0.635708	0.079710	0.252874	0.031707	
521000	-41.439843	413	0.368531	2.100344	3.484567	2.902561	0.612499	0.183778	0.156705	0.047019	
522000	-39.321453	43	0.529518	3.007029	4.342498	0.780557	0.697574	0.012854	0.284333	0.005239	
523000	-41.708194	245	1.858352	1.263264	5.068947	3.999326	0.633149	0.324169	0.028229	0.014453	
524000	-44.099548	437	1.222339	3.791479	6.399552	5.134929	0.302322	0.249071	0.245966	0.202641	
525000	-44.464544	405	2.337510	5.112592	3.066121	0.582250	0.587815	0.005053	0.403662	0.003470	
526000	-41.448923	229	1.622396	6.375395	1.673779	3.001452	0.487237	0.095606	0.348730	0.068428	
527000	-41.296937	189	1.840147	3.491285	4.237921	1.950024	0.637312	0.097793	0.229655	0.035240	
528000	-40.201537	481	0.696990	2.711927	1.947437	2.762499	0.651331	0.163181	0.148327	0.037161	
529000	-42.734114	230	2.163276	5.428781	2.218079	0.036402	0.632619	0.000021	0.367348	0.000012	
530000	-40.579655	29	1.105926	1.268894	3.975003	0.546247	0.959460	0.007543	0.032739	0.000257	
531000	-42.490486	352	0.297200	1.630345	4.970143	0.752884	0.901367	0.008193	0.089625	0.000815	
532000	-40.483012	359	2.163189	1.038740	3.676450	1.819579	0.885146	0.096206	0.016820	0.001828	
533000	-44.601808	364	1.171112	4.786249	6.141876	4.277411	0.324307	0.184993	0.312463	0.178237	
534000	-43.206616	43	2.158138	6.434922	5.551497	0.120124	0.559041	0.000281	0.440456	0.000222	
535000	-41.876117	84	1.025251	3.870841	3.932725	0.792620	0.651673	0.006878	0.337883	0.003566	
536000	-43.347408	204	0.255114	2.592979	0.840948	0.386532	0.558288	0.003661	0.435196	0.002854	
537000	-43.871289	125	2.217913	0.593254	3.651205	4.516979	0.605148	0.384257	0.006480	0.004114	
538000	-42.215843	31	1.749278	7.033733	4.426290	3.591596	0.395368	0.166272	0.308585	0.129775	
539000	-41.896870	236	0.597337	1.696909	1.985936	1.423421	0.838583	0.076797	0.077521	0.007099	
540000	-39.772447	69	1.056043	1.662103	2.880692	2.949308	0.572365	0.284294	0.095771	0.047570	
541000	-41.804674	319	1.617941	4.467176	3.732266	0.274321	0.662229	0.000849	0.336491	0.000431	
542000	-40.914208	171	1.031252	1.090553	2.285749	1.728281	0.876819	0.099458	0.021307	0.002417	
543000	-39.376654	58	1.454787	2.434142	3.460112	1.745106	0.816771	0.066281	0.108170	0.008778	
544000	-40.737401	404	2.210226	2.409876	2.739997	1.975747	0.793848	0.095949	0.098319	0.011883	
545000	-42.901155	48	0.998775	0.608578	6.861733	1.986859	0.907507	0.088070	0.004032	0.000391	
546000	-41.986754	267	1.531234	1.474695	3.176999	4.306293	0.576856	0.368882	0.033097	0.021165	
547000	-42.878814	211	0.951441	5.962947	1.618539	2.322703	0.304862	0.100919	0.446436	0.147784	
548000	-41.664845	478	0.865175	4.256933	1.770811	2.797511	0.372782	0.180353	0.301162	0.145703	
549000	-40.443027	147	1.075413	1.895931	3.850561	0.679609	0.903968	0.014939	0.079774	0.001318	
550000	-45.568870	191	3.220994	5.597863	5.643840	5.752457	0.334015	0.269194	0.219715	0.177076	
551000	-42.271396	404	2.683110	0.825335	2.093579	1.142900	0.947010	0.038017	0.014395	0.000578	
552000	-41.204423	394	1.049413	3.821165	5.044372	2.576495	0.626142	0.114706	0.219028	0.040125	
553000	-41.817795	385	0.511891	5.023807	1.863014	2.300325	0.252649	0.112584	0.439098	0.195669	
554000	-43.684404	188	0.699013	4.081197	2.157380	1.103223	0.296363	0.045613	0.570256	0.087768	
555000	-41.726234	355	1.878015	3.446096	2.240315	3.146534	0.329673	0.311059	0.184852	0.174415	
556000	-43.087217	330	2.448028	3.879946	2.175661	3.077956	0.478876	0.230712	0.195988	0.094423	
557000	-40.441405	282	0.654213	1.406835	1.973156	0.264463	0.956637	0.001830	0.041453	0.000079	
558000	-42.113774	42	1.145179	1.782145	2.694186	3.874598	0.555709	0.325656	0.074800	0.043834	
559000	-42.477734	101	1.001671	1.075106	3.739643	1.460255	0.880115	0.084707	0.032089	0.003088	
560000	-41.491337	299	1.361961	2.805609	2.341666	1.681723	0.805277	0.054006	0.131873	0.008844	
561000	-42.871451	475	1.673837	5.555369	2.844505	2.873603	0.447666	0.142494	0.310884	0.098956	
562000	-43.323099	433	2.788682	2.911745	3.667857	1.389688	0.709993	0.066360	0.204531	0.019117	
563000	-42.385390	395	1.744737	2.405867	2.022908	1.335084	0.683859	0.114334	0.172900	0.028907	
564000	-45.071325	412	1.384827	7.157394	5.041972	5.160813	0.275702	0.183939	0.324118	0.216241	
565000	-44.439309	481	3.237633	10.457516	3.749827	0.500450	0.529585	0.002524	0.465671	0.002220	
566000	-40.371535	183	1.559593	4.519395	3.757975	1.143979	0.613342	0.027784	0.343322	0.015552	
567000	-41.937296	458	3.033638	3.015444	4.799126	1.103070	0.825825	0.025642	0.144060	0.004473	
568000	-41.492911	370	1.153496	2.276745	2.327417	2.697073	0.628742	0.245999	0.090033	0.035226	
569000	-42.528590	55	1.969190	1.785515	1.858192	1.840226	0.896302	0.064626	0.036444	0.002628	
570000	-41.887984	310	0.092440	5.136839	3.866172	2.929003	0.014872	0.004681	0.745742	0.234706	
571000	-39.512737	359	1.719843	0.793818	2.742737	0.880639	0.968408	0.021274	0.010097	0.000222	
572000	-41.904042	440	1.029821	2.950227	3.202041	5.922156	0.423681	0.350266	0.123748	0.102305	
573000	-43.319354	305	0.769162	3.460045	3.389807	5.218739	0.486296	0.228799	0.193748	0.091157	
574000	-41.298389	371	2.575168	3.668229	3.636387	2.111048	0.655205	0.096455	0.216472	0.031868	
575000	-45.355320	59	0.671487	2.484480	3.051776	7.817975	0.329607	0.344397	0.159422	0.166575	
576000	-42.737464	12	0.210937	3.555889	4.683442	3.599803	0.119653	0.055265	0.564398	0.260684	
577000	-42.588411	188	0.500535	4.717309	1.538571	2.449581	0.109473	0.097833	0.418603	0.374092	
578000	-40.829287	68	1.953708	2.917793	4.855257	4.742693	0.758340	0.174447	0.054643	0.012570	
579000	-42.634100	444	0.838244	0.843730	3.054918	5.286628	0.655614	0.335239	0.006052	0.003095	
580000	-40.829841	201	1.438190	4.562487	5.008981	1.461463	0.618709	0.049396	0.307357	0.024539	
581000	-40.769875	38	1.181619	6.273983	3.656584	1.539555	0.443943	0.032813	0.487231	0.036013	
582000	-44.890374	270	0.664026	0.269820	6.173156	2.503518	0.809330	0.189133	0.001246	0.000291	
583000	-40.957050	161	0.787962	2.940715	2.152284	1.253239	0.617392	0.075238	0.273981	0.033388	
584000	-43.029385	7	2.070660	6.535530	5.093650	2.333123	0.389971	0.116087	0.380634	0.113308	
585000	-42.278243	81	0.972493	5.382521	3.495529	0.008750	0.493640	0.000000	0.506359	0.000000	
586000	-43.440175	34	1.685300	1.017532	2.060642	3.506999	0.501100	0.470293	0.014757	0.013850	
587000	-43.143833	121	0.383056	3.580869	4.277730	1.544199	0.139902	0.024192	0.712673	0.123233	
588000	-40.591027	159	0.765850	2.122529	2.322235	1.210071	0.867424	0.030296	0.098829	0.003452	
589000	-41.261337	147	2.334380	3.394999	3.245752	0.702012	0.760830	0.013030	0.222332	0.003808	
590000	-41.524793	29	1.414452	3.672069	1.538611	1.964512	0.568984	0.186351	0.184303	0.060362	
591000	-41.402657	431	2.253338	1.740892	2.689618	2.055480	0.739297	0.181939	0.063209	0.015555	
592000	-41.662504	479	1.866021	0.957394	4.495048	3.824689	0.708048	0.274608	0.012497	0.004847	
593000	-41.048202	379	0.630726	4.797168	0.682428	4.426557	0.028332	0.211289	0.089905	0.670474	
594000	-41.232973	320	1.244562	2.468078	2.759446	0.617983	0.769195	0.008058	0.220438	0.002309	
595000	-42.599379	6	1.998546	2.206552	2.107490	2.600850	0.599053	0.272465	0.088315	0.040168	
596000	-40.684578	245	0.876839	2.788010	4.090675	1.248169	0.736729	0.046632	0.203743	0.012896	
597000	-44.315593	264	1.004865	1.428590	7.179780	3.875900	0.557078	0.374607	0.040847	0.027468	
598000	-45.637551	35	0.812742	1.419030	9.400568	4.149248	0.457139	0.381157	0.088181	0.073524	
599000	-42.225375	147	0.196074	4.864008	2.422772	0.084721	0.094678	0.000018	0.905132	0.000172	
600000	-43.164387	152	2.671934	5.118099	2.547992	1.155372	0.630648	0.016474	0.343896	0.008983	
601000	-42.346754	146	1.031629	2.463712	6.249772	3.804337	0.490689	0.292677	0.135696	0.080938	
602000	-39.724064	359	1.588166	4.481321	1.511794	1.037471	0.624945	0.032448	0.325696	0.016911	
603000	-42.402946	270	0.649508	6.612956	3.845013	2.556958	0.256457	0.056284	0.563572	0.123687	
604000	-42.028621	250	0.583973	3.338958	2.125467	3.460442	0.300571	0.210616	0.287415	0.201398	
605000	-42.027190	206	1.815153	2.099350	2.880763	1.110401	0.789439	0.059663	0.140295	0.010603	
606000	-38.399929	43	0.679684	1.899474	2.989209	2.244249	0.789311	0.128192	0.070971	0.011526	
607000	-44.705759	140	0.759801	2.571788	8.205259	6.008233	0.390308	0.311974	0.165463	0.132255	
608000	-41.380611	458	1.667490	9.236574	3.835289	0.738379	0.513512	0.006282	0.474404	0.005803	
609000	-41.108020	38	2.108947	6.890217	2.331666	1.935886	0.473118	0.066723	0.403284	0.056875	
610000	-41.442048	198	2.368172	3.054417	2.334259	3.534704	0.558024	0.252812	0.130184	0.058980	
611000	-41.830356	444	2.211927	3.550614	3.668525	1.730403	0.765576	0.047581	0.175911	0.010933	
612000	-40.253235	124	0.630995	0.340929	2.554440	2.177967	0.784437	0.213916	0.001295	0.000353	
613000	-44.189481	46	0.204692	1.635434	3.176197	5.053268	0.500104	0.359260	0.081843	0.058794	
614000	-45.381645	410	2.934622	1.611982	4.143076	3.194251	0.590534	0.311683	0.064002	0.033780	
615000	-43.013649	263	1.936509	6.319435	3.122895	6.032743	0.303243	0.238101	0.256924	0.201732	
616000	-45.478953	417	1.211812	9.868298	1.109475	1.241921	0.327242	0.062959	0.511409	0.098391	
617000	-43.086761	9	0.538572	6.534698	2.141858	3.949750	0.049477	0.062217	0.393492	0.494813	
618000	-39.249332	359	0.678534	2.649201	3.146552	0.427935	0.780297	0.003316	0.215472	0.000916	
619000	-41.012406	7	1.523468	0.589103	2.913821	2.046657	0.785172	0.202865	0.009507	0.002456	
620000	-44.366933	226	4.409920	9.014437	2.199978	1.634072	0.483774	0.035922	0.447105	0.033199	
621000	-38.710096	43	0.677133	0.430405	3.769864	1.558848	0.927911	0.069126	0.002758	0.000205	
622000	-42.673851	187	0.744222	4.698291	0.844203	3.928218	0.285540	0.292414	0.208513	0.213533	
623000	-40.204430	43	1.532342	0.507060	5.224371	3.342774	0.737249	0.258195	0.003375	0.001182	
624000	-40.673608	340	0.823300	4.673074	1.469457	2.544867	0.383038	0.155541	0.328164	0.133258	
625000	-42.467432	338	0.907845	4.602301	2.214172	3.808388	0.239884	0.206615	0.297372	0.256129	
626000	-41.193817	245	0.552734	2.573038	2.893403	3.948724	0.472410	0.292403	0.145270	0.089917	
627000	-41.770871	249	0.310665	3.043756	2.641224	1.728555	0.251468	0.057954	0.561234	0.129343	
628000	-41.222359	86	0.326013	3.010912	3.086948	1.426489	0.330351	0.034160	0.575935	0.059554	
629000	-40.737537	58	1.062992	1.747651	1.138311	0.685378	0.924002	0.012269	0.062894	0.000835	
630000	-41.115843	489	1.279625	3.063643	3.628158	0.476773	0.839744	0.002510	0.157275	0.000470	
631000	-42.485693	68	1.283254	0.114827	2.612399	5.753245	0.739270	0.260675	0.000040	0.000014	
632000	-39.639017	312	1.688049	2.330391	1.743388	2.283779	0.703034	0.213314	0.064179	0.019473	
633000	-41.886800	246	0.637032	3.950621	1.373137	0.727619	0.430405	0.031169	0.502066	0.036359	
634000	-42.689637	474	2.123898	6.790730	4.495528	1.845869	0.498135	0.054949	0.402515	0.044401	
635000	-42.691642	45	0.798263	1.899684	5.664171	1.284225	0.791099	0.076805	0.120407	0.011690	
636000	-40.438767	458	0.650750	3.862521	2.103774	2.827587	0.562517	0.132466	0.246880	0.058137	
637000	-40.520065	43	1.172229	0.025239	2.484954	0.150079	0.999479	0.000510	0.000011	0.000000	
638000	-41.388423	43	3.064357	4.205297	4.947988	1.860287	0.636521	0.073998	0.259333	0.030148	
639000	-43.603515	230	1.714899	3.154207	7.056674	5.289694	0.492785	0.311660	0.119792	0.075762	
640000	-43.016039	156	0.615652	0.986752	2.563802	5.480713	0.499289	0.465565	0.018187	0.016959	
641000	-41.756980	146	1.377375	1.785665	2.190305	4.711702	0.418447	0.481934	0.046298	0.053322	
642000	-42.491813	389	1.527340	0.646845	1.821871	1.187044	0.886276	0.102529	0.010035	0.001161	
643000	-41.287523	31	1.180076	6.721936	1.643719	0.324514	0.550976	0.001789	0.445787	0.001448	
644000	-43.224549	432	0.260160	2.722423	2.972985	0.253614	0.210903	0.000378	0.787310	0.001409	
645000	-41.124901	447	1.052450	1.494569	3.903683	2.272745	0.709649	0.188469	0.080502	0.021380	
646000	-41.570692	97	0.507864	6.362266	2.902572	3.770959	0.201893	0.101453	0.463661	0.232993	
647000	-40.052014	97	1.946120	4.309319	2.401508	0.767524	0.654736	0.011600	0.327856	0.005809	
648000	-41.037614	475	0.947698	1.478790	2.825650	1.874764	0.798533	0.123687	0.067348	0.010432	
649000	-43.405277	411	1.298318	1.520853	2.899313	0.315245	0.863061	0.007291	0.128562	0.001086	
650000	-42.212408	458	0.942448	7.015429	5.310144	4.145518	0.365382	0.142903	0.353470	0.138245	
651000	-43.443681	82	2.458575	2.944991	3.572218	1.832853	0.652646	0.113570	0.199133	0.034652	
652000	-43.338432	295	1.563635	0.151985	3.479490	0.696044	0.990314	0.009360	0.000323	0.000003	
653000	-42.999469	32	0.329289	2.017051	4.666641	2.279744	0.479135	0.142477	0.291659	0.086729	
654000	-43.764402	174	2.935640	5.862583	3.506782	2.708864	0.409219	0.161445	0.307874	0.121462	
655000	-43.439061	17	1.130602	4.371518	6.198000	5.196575	0.367499	0.198532	0.281757	0.152212	
656000	-43.232673	129	1.048503	3.461591	5.018096	3.894619	0.531254	0.231725	0.165036	0.071986	
657000	-41.212888	185	0.583401	2.057058	3.524369	1.689904	0.693754	0.093154	0.187866	0.025226	
658000	-47.715029	49	0.462662	8.116597	8.357249	2.708602	0.179774	0.078237	0.516995	0.224994	
659000	-40.506910	29	1.506510	1.765562	2.592865	0.877959	0.916144	0.020221	0.062260	0.001374	
660000	-40.656523	359	0.331648	2.020786	2.774523	3.435162	0.547938	0.241654	0.146013	0.064395	
661000	-40.816880	310	0.978557	1.307639	1.476453	0.625969	0.906648	0.028578	0.062795	0.001979	
662000	-44.362062	407	1.490626	2.759751	2.654825	4.917817	0.406144	0.373563	0.114749	0.105544	
663000	-39.808076	440	1.211184	0.785228	2.597752	2.725266	0.735125	0.247833	0.012746	0.004297	
664000	-40.076329	359	0.674374	1.772797	4.590022	2.146276	0.798920	0.121734	0.068854	0.010492	
665000	-37.912424	43	1.221674	2.020950	3.200608	0.660826	0.907592	0.010710	0.080745	0.000953	
666000	-42.539842	187	3.308558	4.002969	2.049813	2.268820	0.577726	0.140783	0.226336	0.055155	
667000	-41.042003	245	1.098884	4.624224	2.412275	1.558693	0.542250	0.071499	0.341254	0.044997	
668000	-45.054906	135	1.971365	2.384155	5.540189	4.969296	0.389083	0.353087	0.135167	0.122662	
669000	-40.036704	481	0.816468	1.623948	3.089140	1.502492	0.903234	0.046053	0.048253	0.002460	
670000	-42.902719	261	2.928394	4.129074	2.301226	1.684278	0.690171	0.049639	0.242732	0.017458	
671000	-40.066539	31	0.879131	3.790165	4.120757	1.764747	0.640142	0.081359	0.247094	0.031405	
672000	-40.981316	414	1.103018	1.528904	2.434317	2.912811	0.872215	0.111086	0.014813	0.001887	
673000	-42.803848	370	2.043003	1.301818	2.608228	1.497780	0.889344	0.076747	0.031216	0.002694	
674000	-42.889210	144	0.843990	0.325719	3.749860	4.181852	0.614167	0.382840	0.001844	0.001149	
675000	-45.932215	90	1.398073	9.931379	1.640565	0.367632	0.448434	0.008098	0.533827	0.009641	
676000	-42.567756	453	0.965216	4.972128	3.026993	3.128709	0.245485	0.149004	0.376801	0.228710	
677000	-43.960212	451	3.297357	4.254987	0.900557	3.157418	0.284376	0.445484	0.105255	0.164885	
678000	-41.671523	198	0.782563	6.938052	1.969473	3.997934	0.174449	0.115571	0.427057	0.282923	
679000	-43.008447	419	1.330180	3.211442	1.395700	1.903316	0.249346	0.245592	0.254446	0.250615	
680000	-41.741753	138	0.978506	4.331173	2.571654	0.764695	0.448553	0.010187	0.529240	0.012020	
681000	-42.261020	458	0.095151	3.179272	2.441417	1.057929	0.176984	0.004183	0.799928	0.018905	
682000	-41.408548	12	0.592692	1.749046	3.485078	3.492680	0.600538	0.274538	0.085731	0.039192	
683000	-44.313781	456	2.354323	5.900613	6.696700	4.297145	0.319796	0.227752	0.264255	0.188197	
684000	-42.106448	119	0.587287	4.184410	2.805707	1.957335	0.424233	0.074492	0.426402	0.074873	
685000	-42.490167	301	0.622885	1.807195	3.623145	2.462942	0.803825	0.112993	0.072930	0.010252	
686000	-42.978376	371	2.004664	8.656862	2.412797	2.756694	0.411007	0.110716	0.376781	0.101496	
687000	-40.958049	68	0.496773	1.119031	4.968461	5.047847	0.789226	0.203286	0.005954	0.001534	
688000	-47.131229	4	4.608847	6.137530	4.992423	4.679950	0.322477	0.229142	0.262124	0.186257	
689000	-40.439873	226	0.743316	1.139985	1.886336	1.758625	0.888556	0.087095	0.022176	0.002174	
690000	-41.469867	203	1.046230	4.570101	4.291589	1.148816	0.555901	0.024534	0.401830	0.017734	
691000	-41.975213	172	1.453523	3.937690	3.802978	2.797120	0.494854	0.158467	0.262590	0.084089	
692000	-41.487504	43	0.085637	3.941117	1.911324	0.095000	0.034024	0.000006	0.965788	0.000182	
693000	-43.948486	181	1.854466	6.292262	3.339609	4.387707	0.249362	0.222234	0.279400	0.249004	
694000	-41.780497	137	1.447117	0.944324	4.851670	1.486771	0.875388	0.097304	0.024576	0.002732	
695000	-42.226792	299	1.002842	1.403118	4.466369	2.305921	0.844255	0.119470	0.031777	0.004497	
696000	-43.481763	197	2.379312	1.778065	3.220709	2.938746	0.705977	0.209103	0.065515	0.019405	
697000	-45.412536	45	4.849646	7.642923	1.824221	2.602476	0.326934	0.220735	0.270021	0.182309	
698000	-39.437174	404	1.415488	1.338992	2.395468	0.883213	0.945997	0.020552	0.032739	0.000711	
699000	-42.014177	120	0.729015	2.471117	4.930361	1.905710	0.788272	0.089538	0.109726	0.012464	
700000	-41.281184	452	1.482811	4.374541	2.290922	2.550344	0.443523	0.158004	0.293806	0.104668	
701000	-45.780245	17	3.054454	0.764483	3.392830	2.580429	0.817849	0.172216	0.008207	0.001728	
702000	-43.566556	25	2.748599	8.571781	3.223131	3.051967	0.350684	0.126405	0.384366	0.138546	
703000	-43.145868	169	0.984241	3.655145	2.416512	3.633655	0.529432	0.173843	0.223377	0.073348	
704000	-38.402900	43	0.884241	1.701883	4.207696	1.601649	0.871459	0.070367	0.053828	0.004346	
705000	-43.731910	91	1.324883	3.287825	1.196312	2.701145	0.401906	0.314665	0.158968	0.124461	
706000	-42.085372	46	1.459918	0.930089	4.416472	3.765215	0.658967	0.319324	0.014623	0.007086	
707000	-44.745483	252	1.982936	0.787096	1.159040	2.032345	0.462732	0.513337	0.011345	0.012586	
708000	-42.122080	25	0.738566	4.741279	4.755871	1.066417	0.396640	0.014245	0.568690	0.020424	
709000	-42.938440	339	1.911599	3.811794	1.502225	1.324301	0.623505	0.081283	0.261165	0.034047	
710000	-42.757616	191	1.154990	1.196757	2.891382	0.249246	0.967255	0.001333	0.031368	0.000043	
711000	-46.207619	70	1.038505	2.853163	0.654590	3.729271	0.133120	0.476909	0.085099	0.304871	
712000	-41.473750	431	2.162957	2.420106	2.049684	1.285495	0.771181	0.085497	0.129018	0.014304	
713000	-39.718785	201	0.550206	2.654729	3.984888	1.213456	0.728249	0.036344	0.224217	0.011190	
714000	-42.466484	371	1.227448	7.767545	4.372334	0.678532	0.464778	0.009090	0.516039	0.010093	
715000	-42.853585	414	0.619801	6.576136	3.011390	0.525224	0.556456	0.001098	0.441574	0.000872	
716000	-45.791022	253	3.892887	3.616401	3.429972	3.062930	0.430737	0.223828	0.227314	0.118121	
717000	-41.978990	132	0.417701	2.728453	4.677098	2.829565	0.492857	0.182059	0.237393	0.087691	
718000	-41.330233	226	1.688347	5.211277	1.034910	0.944223	0.581958	0.016422	0.390598	0.011022	
