Default schedule
Rate	71.43
CV	28.57
Rate Tried	% Accepted	CV Tried	% Accepted	Rates - Dev	Rates - Tried	Rates - Accepted	Sample Ave Acceptance	Total Ave Acceptance	
723	0.287690	277	0.465704	0.814570	1000	0.337000	0.337000	0.319910	
72	0.236111	28	0.535714	0.814570	100	0.320000	0.320000	0.319910	
147	0.244898	53	0.528302	0.814570	200	0.320000	0.320000	0.319910	
218	0.252294	82	0.548780	0.814570	300	0.333333	0.333333	0.319937	
292	0.267123	108	0.518519	0.814570	400	0.335000	0.335000	0.319951	
363	0.258953	137	0.518248	0.814570	500	0.330000	0.330000	0.319944	
443	0.284424	157	0.496815	0.814570	600	0.340000	0.340000	0.319991	
513	0.288499	187	0.486631	0.814570	700	0.341429	0.341429	0.320011	
584	0.292808	216	0.476852	0.814570	800	0.342500	0.342500	0.320031	
656	0.295732	244	0.471311	0.814570	900	0.343333	0.343333	0.320052	
723	0.308437	277	0.454874	0.814570	1000	0.349000	0.349000	0.320105	
73	0.273973	27	0.518519	0.814570	100	0.340000	0.340000	0.320119	
142	0.295775	58	0.534483	0.814570	200	0.365000	0.365000	0.320165	
204	0.269608	96	0.541667	0.814570	300	0.356667	0.356667	0.320179	
269	0.260223	131	0.519084	0.814570	400	0.345000	0.345000	0.320172	
342	0.230994	158	0.481013	0.814570	500	0.310000	0.310000	0.320071	
410	0.236585	190	0.500000	0.814570	600	0.320000	0.320000	0.320105	
482	0.251037	218	0.495413	0.814570	700	0.327143	0.327143	0.320138	
546	0.249084	254	0.480315	0.814570	800	0.322500	0.322500	0.320118	
610	0.244262	290	0.493103	0.814570	900	0.324444	0.324444	0.320131	
684	0.252924	316	0.487342	0.814570	1000	0.327000	0.327000	0.320151	
66	0.242424	34	0.558824	0.814570	100	0.350000	0.350000	0.320171	
127	0.212598	73	0.493151	0.814570	200	0.315000	0.315000	0.320144	
194	0.216495	106	0.509434	0.814570	300	0.320000	0.320000	0.320151	
272	0.216912	128	0.484375	0.814570	400	0.302500	0.302500	0.320104	
336	0.247024	164	0.439024	0.814570	500	0.310000	0.310000	0.320117	
408	0.237745	192	0.437500	0.814570	600	0.301667	0.301667	0.320078	
478	0.255230	222	0.432432	0.814570	700	0.311429	0.311429	0.320111	
543	0.261510	257	0.416342	0.814570	800	0.311250	0.311250	0.320104	
610	0.265574	290	0.413793	0.814570	900	0.313333	0.313333	0.320111	
687	0.263464	313	0.399361	0.814570	1000	0.306000	0.306000	0.320057	
73	0.246575	27	0.407407	0.814570	100	0.290000	0.290000	0.320038	
150	0.273333	50	0.460000	0.814570	200	0.320000	0.320000	0.320057	
216	0.314815	84	0.464286	0.814570	300	0.356667	0.356667	0.320130	
275	0.345455	125	0.416000	0.814570	400	0.367500	0.367500	0.320183	
354	0.367232	146	0.410959	0.814570	500	0.380000	0.380000	0.320255	
427	0.360656	173	0.404624	0.814570	600	0.373333	0.373333	0.320268	
497	0.366197	203	0.408867	0.814570	700	0.378571	0.378571	0.320327	
563	0.346359	237	0.451477	0.814570	800	0.377500	0.377500	0.320360	
631	0.318542	269	0.457249	0.814570	900	0.360000	0.360000	0.320294	
695	0.319424	305	0.462295	0.814570	1000	0.363000	0.363000	0.320340	
68	0.323529	32	0.656250	0.814570	100	0.430000	0.430000	0.320412	
138	0.304348	62	0.548387	0.814570	200	0.380000	0.380000	0.320418	
216	0.273148	84	0.547619	0.814570	300	0.350000	0.350000	0.320398	
289	0.290657	111	0.504505	0.814570	400	0.350000	0.350000	0.320418	
359	0.295265	141	0.489362	0.814570	500	0.350000	0.350000	0.320437	
434	0.304147	166	0.493976	0.814570	600	0.356667	0.356667	0.320483	
499	0.296593	201	0.507463	0.814570	700	0.357143	0.357143	0.320509	
574	0.285714	226	0.495575	0.814570	800	0.345000	0.345000	0.320469	
639	0.278560	261	0.494253	0.814570	900	0.341111	0.341111	0.320462	
716	0.273743	284	0.485915	0.814570	1000	0.334000	0.334000	0.320429	
65	0.384615	35	0.371429	0.814570	100	0.380000	0.380000	0.320468	
142	0.309859	58	0.362069	0.814570	200	0.325000	0.325000	0.320435	
206	0.364078	94	0.393617	0.814570	300	0.373333	0.373333	0.320533	
275	0.327273	125	0.392000	0.814570	400	0.347500	0.347500	0.320500	
345	0.301449	155	0.419355	0.814570	500	0.338000	0.338000	0.320487	
425	0.294118	175	0.428571	0.814570	600	0.333333	0.333333	0.320480	
497	0.299799	203	0.448276	0.814570	700	0.342857	0.342857	0.320531	
566	0.325088	234	0.474359	0.814570	800	0.368750	0.368750	0.320681	
645	0.336434	255	0.466667	0.814570	900	0.373333	0.373333	0.320739	
720	0.338889	280	0.460714	0.814570	1000	0.373000	0.373000	0.320771	
69	0.333333	31	0.354839	0.814570	100	0.340000	0.340000	0.320783	
143	0.363636	57	0.491228	0.814570	200	0.400000	0.400000	0.320873	
216	0.328704	84	0.523810	0.814570	300	0.383333	0.383333	0.320892	
284	0.323944	116	0.500000	0.814570	400	0.375000	0.375000	0.320911	
344	0.331395	156	0.435897	0.814570	500	0.364000	0.364000	0.320911	
408	0.330882	192	0.427083	0.814570	600	0.361667	0.361667	0.320929	
486	0.304527	214	0.439252	0.814570	700	0.345714	0.345714	0.320884	
555	0.297297	245	0.444898	0.814570	800	0.342500	0.342500	0.320883	
622	0.302251	278	0.471223	0.814570	900	0.354444	0.354444	0.320966	
696	0.295977	304	0.480263	0.814570	1000	0.352000	0.352000	0.320972	
66	0.196970	34	0.470588	0.814570	100	0.290000	0.290000	0.320952	
137	0.262774	63	0.507937	0.814570	200	0.340000	0.340000	0.320997	
208	0.250000	92	0.500000	0.814570	300	0.326667	0.326667	0.320983	
280	0.232143	120	0.458333	0.814570	400	0.300000	0.300000	0.320918	
351	0.233618	149	0.483221	0.814570	500	0.308000	0.308000	0.320930	
416	0.247596	184	0.500000	0.814570	600	0.325000	0.325000	0.320988	
499	0.252505	201	0.492537	0.814570	700	0.321429	0.321429	0.320974	
572	0.265734	228	0.495614	0.814570	800	0.331250	0.331250	0.321025	
642	0.267913	258	0.476744	0.814570	900	0.327778	0.327778	0.321011	
718	0.247911	282	0.478723	0.814570	1000	0.313000	0.313000	0.320921	
66	0.333333	34	0.294118	0.814570	100	0.320000	0.320000	0.320920	
125	0.328000	75	0.293333	0.814570	200	0.315000	0.315000	0.320913	
197	0.370558	103	0.359223	0.814570	300	0.366667	0.366667	0.321009	
268	0.358209	132	0.348485	0.814570	400	0.355000	0.355000	0.321008	
340	0.332353	160	0.387500	0.814570	500	0.350000	0.350000	0.321014	
404	0.321782	196	0.418367	0.814570	600	0.353333	0.353333	0.321045	
483	0.306418	217	0.423963	0.814570	700	0.342857	0.342857	0.321019	
554	0.310469	246	0.443089	0.814570	800	0.351250	0.351250	0.321076	
622	0.297428	278	0.456835	0.814570	900	0.346667	0.346667	0.321069	
685	0.312409	315	0.453968	0.814570	1000	0.357000	0.357000	0.321151	
63	0.206349	37	0.378378	0.814570	100	0.270000	0.270000	0.321118	
136	0.242647	64	0.484375	0.814570	200	0.320000	0.320000	0.321149	
202	0.262376	98	0.500000	0.814570	300	0.340000	0.340000	0.321187	
277	0.267148	123	0.495935	0.814570	400	0.337500	0.337500	0.321192	
352	0.258523	148	0.479730	0.814570	500	0.324000	0.324000	0.321160	
427	0.262295	173	0.497110	0.814570	600	0.330000	0.330000	0.321185	
503	0.276342	197	0.502538	0.814570	700	0.340000	0.340000	0.321234	
580	0.284483	220	0.477273	0.814570	800	0.337500	0.337500	0.321234	
651	0.281106	249	0.493976	0.814570	900	0.340000	0.340000	0.321258	
725	0.278621	275	0.501818	0.814570	1000	0.340000	0.340000	0.321270	
74	0.324324	26	0.423077	0.814570	100	0.350000	0.350000	0.321288	
157	0.292994	43	0.395349	0.814570	200	0.315000	0.315000	0.321262	
230	0.278261	70	0.500000	0.814570	300	0.330000	0.330000	0.321287	
300	0.283333	100	0.450000	0.814570	400	0.325000	0.325000	0.321280	
370	0.308108	130	0.453846	0.814570	500	0.346000	0.346000	0.321348	
443	0.309255	157	0.433121	0.814570	600	0.341667	0.341667	0.321347	
514	0.307393	186	0.435484	0.814570	700	0.341429	0.341429	0.321359	
585	0.288889	215	0.432558	0.814570	800	0.327500	0.327500	0.321302	
662	0.287009	238	0.441176	0.814570	900	0.327778	0.327778	0.321307	
732	0.274590	268	0.451493	0.814570	1000	0.322000	0.322000	0.321275	
75	0.173333	25	0.320000	0.814570	100	0.210000	0.210000	0.321205	
142	0.218310	58	0.396552	0.814570	200	0.270000	0.270000	0.321210	
214	0.285047	86	0.453488	0.814570	300	0.333333	0.333333	0.321297	
285	0.263158	115	0.478261	0.814570	400	0.325000	0.325000	0.321284	
358	0.268156	142	0.492958	0.814570	500	0.332000	0.332000	0.321308	
433	0.254042	167	0.479042	0.814570	600	0.316667	0.316667	0.321257	
496	0.243952	204	0.500000	0.814570	700	0.318571	0.318571	0.321263	
563	0.236234	237	0.485232	0.814570	800	0.310000	0.310000	0.321218	
630	0.253968	270	0.492593	0.814570	900	0.325556	0.325556	0.321299	
694	0.255043	306	0.480392	0.814570	1000	0.324000	0.324000	0.321292	
70	0.357143	30	0.333333	0.814570	100	0.350000	0.350000	0.321310	
137	0.335766	63	0.412698	0.814570	200	0.360000	0.360000	0.321340	
212	0.353774	88	0.454545	0.814570	300	0.383333	0.383333	0.321408	
289	0.359862	111	0.468468	0.814570	400	0.390000	0.390000	0.321463	
356	0.339888	144	0.423611	0.814570	500	0.364000	0.364000	0.321425	
431	0.350348	169	0.408284	0.814570	600	0.366667	0.366667	0.321461	
503	0.339960	197	0.406091	0.814570	700	0.358571	0.358571	0.321454	
578	0.332180	222	0.409910	0.814570	800	0.353750	0.353750	0.321453	
646	0.329721	254	0.397638	0.814570	900	0.348889	0.348889	0.321446	
720	0.316667	280	0.414286	0.814570	1000	0.344000	0.344000	0.321433	
72	0.236111	28	0.500000	0.814570	100	0.310000	0.310000	0.321426	
143	0.321678	57	0.491228	0.814570	200	0.370000	0.370000	0.321493	
216	0.310185	84	0.404762	0.814570	300	0.336667	0.336667	0.321461	
284	0.338028	116	0.405172	0.814570	400	0.357500	0.357500	0.321522	
353	0.334278	147	0.428571	0.814570	500	0.362000	0.362000	0.321558	
424	0.327830	176	0.437500	0.814570	600	0.360000	0.360000	0.321576	
497	0.295775	203	0.448276	0.814570	700	0.340000	0.340000	0.321513	
563	0.280639	237	0.447257	0.814570	800	0.330000	0.330000	0.321475	
647	0.272025	253	0.442688	0.814570	900	0.320000	0.320000	0.321425	
714	0.270308	286	0.458042	0.814570	1000	0.324000	0.324000	0.321449	
68	0.250000	32	0.687500	0.814570	100	0.390000	0.390000	0.321491	
143	0.272727	57	0.596491	0.814570	200	0.365000	0.365000	0.321502	
213	0.253521	87	0.586207	0.814570	300	0.350000	0.350000	0.321501	
286	0.251748	114	0.535088	0.814570	400	0.332500	0.332500	0.321476	
352	0.258523	148	0.513514	0.814570	500	0.334000	0.334000	0.321487	
417	0.263789	183	0.519126	0.814570	600	0.341667	0.341667	0.321523	
476	0.281513	224	0.513393	0.814570	700	0.355714	0.355714	0.321596	
548	0.304745	252	0.503968	0.814570	800	0.367500	0.367500	0.321675	
619	0.316640	281	0.487544	0.814570	900	0.370000	0.370000	0.321717	
688	0.327035	312	0.487179	0.814570	1000	0.377000	0.377000	0.321789	
71	0.309859	29	0.310345	0.814570	100	0.310000	0.310000	0.321782	
140	0.357143	60	0.400000	0.814570	200	0.370000	0.370000	0.321849	
203	0.359606	97	0.381443	0.814570	300	0.366667	0.366667	0.321872	
281	0.345196	119	0.386555	0.814570	400	0.357500	0.357500	0.321877	
346	0.361272	154	0.415584	0.814570	500	0.378000	0.378000	0.321961	
414	0.345411	186	0.392473	0.814570	600	0.360000	0.360000	0.321930	
484	0.347107	216	0.398148	0.814570	700	0.362857	0.362857	0.321965	
558	0.340502	242	0.396694	0.814570	800	0.357500	0.357500	0.321964	
626	0.351438	274	0.408759	0.814570	900	0.368889	0.368889	0.322048	
701	0.342368	299	0.421405	0.814570	1000	0.366000	0.366000	0.322059	
70	0.228571	30	0.500000	0.814570	100	0.310000	0.310000	0.322052	
141	0.241135	59	0.474576	0.814570	200	0.310000	0.310000	0.322044	
206	0.271845	94	0.500000	0.814570	300	0.343333	0.343333	0.322098	
275	0.272727	125	0.480000	0.814570	400	0.337500	0.337500	0.322097	
344	0.281977	156	0.461538	0.814570	500	0.338000	0.338000	0.322107	
415	0.272289	185	0.454054	0.814570	600	0.328333	0.328333	0.322082	
492	0.262195	208	0.451923	0.814570	700	0.318571	0.318571	0.322044	
562	0.259786	238	0.457983	0.814570	800	0.318750	0.318750	0.322043	
638	0.257053	262	0.465649	0.814570	900	0.317778	0.317778	0.322036	
704	0.264205	296	0.469595	0.814570	1000	0.325000	0.325000	0.322077	
74	0.189189	26	0.461538	0.814570	100	0.260000	0.260000	0.322039	
143	0.188811	57	0.438596	0.814570	200	0.260000	0.260000	0.322002	
214	0.200935	86	0.383721	0.814570	300	0.253333	0.253333	0.321952	
279	0.229391	121	0.388430	0.814570	400	0.277500	0.277500	0.321969	
350	0.248571	150	0.420000	0.814570	500	0.300000	0.300000	0.322010	
415	0.250602	185	0.432432	0.814570	600	0.306667	0.306667	0.322021	
490	0.257143	210	0.438095	0.814570	700	0.311429	0.311429	0.322032	
563	0.275311	237	0.426160	0.814570	800	0.320000	0.320000	0.322067	
630	0.265079	270	0.422222	0.814570	900	0.312222	0.312222	0.322023	
704	0.269886	296	0.422297	0.814570	1000	0.315000	0.315000	0.322034	
74	0.270270	26	0.615385	0.814570	100	0.360000	0.360000	0.322057	
146	0.205479	54	0.555556	0.814570	200	0.300000	0.300000	0.322008	
219	0.237443	81	0.444444	0.814570	300	0.293333	0.293333	0.321982	
286	0.230769	114	0.482456	0.814570	400	0.302500	0.302500	0.321987	
352	0.218750	148	0.445946	0.814570	500	0.286000	0.286000	0.321926	
418	0.232057	182	0.445055	0.814570	600	0.296667	0.296667	0.321943	
490	0.238776	210	0.447619	0.814570	700	0.301429	0.301429	0.321948	
556	0.250000	244	0.442623	0.814570	800	0.308750	0.308750	0.321970	
628	0.261146	272	0.444853	0.814570	900	0.316667	0.316667	0.322005	
707	0.253182	293	0.447099	0.814570	1000	0.310000	0.310000	0.321962	
64	0.250000	36	0.416667	0.814570	100	0.310000	0.310000	0.321955	
138	0.289855	62	0.338710	0.814570	200	0.305000	0.305000	0.321942	
211	0.327014	89	0.348315	0.814570	300	0.333333	0.333333	0.321983	
278	0.302158	122	0.401639	0.814570	400	0.332500	0.332500	0.321987	
355	0.292958	145	0.413793	0.814570	500	0.328000	0.328000	0.321980	
421	0.296912	179	0.424581	0.814570	600	0.335000	0.335000	0.322009	
496	0.302419	204	0.441176	0.814570	700	0.342857	0.342857	0.322049	
570	0.291228	230	0.456522	0.814570	800	0.338750	0.338750	0.322042	
640	0.281250	260	0.461538	0.814570	900	0.333333	0.333333	0.322023	
713	0.272090	287	0.470383	0.814570	1000	0.329000	0.329000	0.322004	
78	0.358974	22	0.454545	0.814570	100	0.380000	0.380000	0.322039	
150	0.326667	50	0.520000	0.814570	200	0.375000	0.375000	0.322067	
221	0.307692	79	0.544304	0.814570	300	0.370000	0.370000	0.322090	
288	0.302083	112	0.473214	0.814570	400	0.350000	0.350000	0.322071	
353	0.337110	147	0.421769	0.814570	500	0.362000	0.362000	0.322123	
434	0.343318	166	0.391566	0.814570	600	0.356667	0.356667	0.322127	
502	0.344622	198	0.424242	0.814570	700	0.367143	0.367143	0.322191	
568	0.339789	232	0.418103	0.814570	800	0.362500	0.362500	0.322196	
634	0.335962	266	0.436090	0.814570	900	0.365556	0.365556	0.322236	
699	0.324750	301	0.441860	0.814570	1000	0.360000	0.360000	0.322229	
76	0.276316	24	0.458333	0.814570	100	0.320000	0.320000	0.322228	
146	0.260274	54	0.500000	0.814570	200	0.325000	0.325000	0.322232	
218	0.247706	82	0.573171	0.814570	300	0.336667	0.336667	0.322254	
286	0.258741	114	0.561404	0.814570	400	0.345000	0.345000	0.322283	
355	0.250704	145	0.572414	0.814570	500	0.344000	0.344000	0.322293	
420	0.250000	180	0.555556	0.814570	600	0.341667	0.341667	0.322298	
492	0.245935	208	0.519231	0.814570	700	0.327143	0.327143	0.322249	
568	0.253521	232	0.500000	0.814570	800	0.325000	0.325000	0.322242	
646	0.249226	254	0.496063	0.814570	900	0.318889	0.318889	0.322211	
721	0.255201	279	0.501792	0.814570	1000	0.324000	0.324000	0.322239	
73	0.369863	27	0.333333	0.814570	100	0.360000	0.360000	0.322261	
145	0.372414	55	0.454545	0.814570	200	0.395000	0.395000	0.322325	
215	0.339535	85	0.400000	0.814570	300	0.356667	0.356667	0.322300	
290	0.313793	110	0.427273	0.814570	400	0.345000	0.345000	0.322293	
363	0.300275	137	0.423358	0.814570	500	0.334000	0.334000	0.322274	
432	0.303241	168	0.446429	0.814570	600	0.343333	0.343333	0.322313	
503	0.308151	197	0.441624	0.814570	700	0.345714	0.345714	0.322336	
579	0.300518	221	0.429864	0.814570	800	0.336250	0.336250	0.322305	
652	0.283742	248	0.423387	0.814570	900	0.322222	0.322222	0.322239	
725	0.285517	275	0.425455	0.814570	1000	0.324000	0.324000	0.322250	
73	0.191781	27	0.481481	0.814570	100	0.270000	0.270000	0.322219	
136	0.132353	64	0.500000	0.814570	200	0.250000	0.250000	0.322165	
203	0.162562	97	0.546392	0.814570	300	0.286667	0.286667	0.322187	
270	0.188889	130	0.484615	0.814570	400	0.285000	0.285000	0.322163	
334	0.218563	166	0.445783	0.814570	500	0.294000	0.294000	0.322167	
399	0.243108	201	0.427861	0.814570	600	0.305000	0.305000	0.322189	
461	0.247289	239	0.422594	0.814570	700	0.307143	0.307143	0.322188	
530	0.252830	270	0.414815	0.814570	800	0.307500	0.307500	0.322181	
607	0.250412	293	0.416382	0.814570	900	0.304444	0.304444	0.322156	
685	0.243796	315	0.419048	0.814570	1000	0.299000	0.299000	0.322114	
75	0.253333	25	0.520000	0.814570	100	0.320000	0.320000	0.322113	
152	0.296053	48	0.479167	0.814570	200	0.340000	0.340000	0.322135	
218	0.330275	82	0.426829	0.814570	300	0.356667	0.356667	0.322175	
283	0.289753	117	0.444444	0.814570	400	0.335000	0.335000	0.322144	
351	0.273504	149	0.489933	0.814570	500	0.338000	0.338000	0.322160	
420	0.269048	180	0.505556	0.814570	600	0.340000	0.340000	0.322177	
490	0.251020	210	0.509524	0.814570	700	0.328571	0.328571	0.322141	
568	0.239437	232	0.504310	0.814570	800	0.316250	0.316250	0.322087	
640	0.232813	260	0.523077	0.814570	900	0.316667	0.316667	0.322086	
713	0.227209	287	0.519164	0.814570	1000	0.311000	0.311000	0.322050	
70	0.300000	30	0.533333	0.814570	100	0.370000	0.370000	0.322078	
145	0.213793	55	0.545455	0.814570	200	0.305000	0.305000	0.322030	
215	0.227907	85	0.505882	0.814570	300	0.306667	0.306667	0.322024	
287	0.209059	113	0.469027	0.814570	400	0.282500	0.282500	0.321959	
359	0.245125	141	0.446809	0.814570	500	0.302000	0.302000	0.321992	
425	0.247059	175	0.440000	0.814570	600	0.303333	0.303333	0.321985	
493	0.247465	207	0.425121	0.814570	700	0.300000	0.300000	0.321961	
566	0.257951	234	0.444444	0.814570	800	0.312500	0.312500	0.322006	
638	0.253918	262	0.454198	0.814570	900	0.312222	0.312222	0.321999	
704	0.250000	296	0.459459	0.814570	1000	0.312000	0.312000	0.321992	
69	0.275362	31	0.451613	0.814570	100	0.330000	0.330000	0.321997	
139	0.280576	61	0.524590	0.814570	200	0.355000	0.355000	0.322030	
219	0.287671	81	0.493827	0.814570	300	0.343333	0.343333	0.322029	
284	0.274648	116	0.525862	0.814570	400	0.347500	0.347500	0.322051	
357	0.274510	143	0.524476	0.814570	500	0.346000	0.346000	0.322061	
432	0.254630	168	0.517857	0.814570	600	0.328333	0.328333	0.322014	
500	0.256000	200	0.530000	0.814570	700	0.334286	0.334286	0.322042	
583	0.253859	217	0.520737	0.814570	800	0.326250	0.326250	0.322012	
653	0.240429	247	0.530364	0.814570	900	0.320000	0.320000	0.321982	
732	0.255464	268	0.522388	0.814570	1000	0.327000	0.327000	0.322021	
74	0.310811	26	0.538462	0.814570	100	0.370000	0.370000	0.322048	
146	0.308219	54	0.555556	0.814570	200	0.375000	0.375000	0.322081	
209	0.267943	91	0.450549	0.814570	300	0.323333	0.323333	0.322023	
278	0.287770	122	0.459016	0.814570	400	0.340000	0.340000	0.322062	
355	0.276056	145	0.462069	0.814570	500	0.330000	0.330000	0.322044	
425	0.268235	175	0.457143	0.814570	600	0.323333	0.323333	0.322026	
499	0.248497	201	0.467662	0.814570	700	0.311429	0.311429	0.321979	
564	0.248227	236	0.474576	0.814570	800	0.315000	0.315000	0.321989	
637	0.257457	263	0.486692	0.814570	900	0.324444	0.324444	0.322033	
711	0.260197	289	0.484429	0.814570	1000	0.325000	0.325000	0.322038	
72	0.263889	28	0.607143	0.814570	100	0.360000	0.360000	0.322059	
141	0.212766	59	0.525424	0.814570	200	0.305000	0.305000	0.322019	
219	0.205479	81	0.543210	0.814570	300	0.296667	0.296667	0.321995	
289	0.245675	111	0.549550	0.814570	400	0.330000	0.330000	0.322056	
363	0.236915	137	0.525547	0.814570	500	0.316000	0.316000	0.322021	
439	0.227790	161	0.515528	0.814570	600	0.305000	0.305000	0.321980	
516	0.218992	184	0.505435	0.814570	700	0.294286	0.294286	0.321928	
597	0.237856	203	0.477833	0.814570	800	0.298750	0.298750	0.321933	
662	0.252266	238	0.487395	0.814570	900	0.314444	0.314444	0.321999	
739	0.248985	261	0.482759	0.814570	1000	0.310000	0.310000	0.321970	
72	0.208333	28	0.642857	0.814570	100	0.330000	0.330000	0.321974	
138	0.289855	62	0.645161	0.814570	200	0.400000	0.400000	0.322058	
208	0.298077	92	0.608696	0.814570	300	0.393333	0.393333	0.322091	
276	0.293478	124	0.588710	0.814570	400	0.385000	0.385000	0.322112	
348	0.275862	152	0.559211	0.814570	500	0.362000	0.362000	0.322083	
424	0.268868	176	0.539773	0.814570	600	0.348333	0.348333	0.322059	
498	0.275100	202	0.544554	0.814570	700	0.352857	0.352857	0.322092	
560	0.292857	240	0.529167	0.814570	800	0.363750	0.363750	0.322158	
635	0.285039	265	0.532075	0.814570	900	0.357778	0.357778	0.322151	
713	0.279102	287	0.533101	0.814570	1000	0.352000	0.352000	0.322139	
70	0.214286	30	0.500000	0.814570	100	0.300000	0.300000	0.322126	
140	0.214286	60	0.500000	0.814570	200	0.300000	0.300000	0.322114	
207	0.246377	93	0.451613	0.814570	300	0.310000	0.310000	0.322118	
275	0.250909	125	0.480000	0.814570	400	0.322500	0.322500	0.322139	
345	0.275362	155	0.490323	0.814570	500	0.342000	0.342000	0.322194	
411	0.272506	189	0.502646	0.814570	600	0.345000	0.345000	0.322215	
476	0.271008	224	0.473214	0.814570	700	0.335714	0.335714	0.322192	
544	0.270221	256	0.484375	0.814570	800	0.338750	0.338750	0.322213	
622	0.268489	278	0.485612	0.814570	900	0.335556	0.335556	0.322206	
685	0.277372	315	0.469841	0.814570	1000	0.338000	0.338000	0.322227	
72	0.333333	28	0.392857	0.814570	100	0.350000	0.350000	0.322243	
136	0.367647	64	0.453125	0.814570	200	0.395000	0.395000	0.322308	
208	0.346154	92	0.467391	0.814570	300	0.383333	0.383333	0.322329	
280	0.317857	120	0.508333	0.814570	400	0.375000	0.375000	0.322345	
355	0.309859	145	0.565517	0.814570	500	0.384000	0.384000	0.322399	
428	0.303738	172	0.569767	0.814570	600	0.380000	0.380000	0.322420	
497	0.301811	203	0.576355	0.814570	700	0.381429	0.381429	0.322458	
569	0.298770	231	0.584416	0.814570	800	0.381250	0.381250	0.322490	
637	0.274725	263	0.581749	0.814570	900	0.364444	0.364444	0.322438	
709	0.277856	291	0.563574	0.814570	1000	0.361000	0.361000	0.322443	
84	0.238095	16	0.312500	0.814570	100	0.250000	0.250000	0.322402	
163	0.288344	37	0.405405	0.814570	200	0.310000	0.310000	0.322429	
230	0.265217	70	0.557143	0.814570	300	0.333333	0.333333	0.322461	
298	0.255034	102	0.519608	0.814570	400	0.322500	0.322500	0.322443	
367	0.234332	133	0.533835	0.814570	500	0.314000	0.314000	0.322419	
437	0.260870	163	0.539877	0.814570	600	0.336667	0.336667	0.322490	
509	0.273084	191	0.523560	0.814570	700	0.341429	0.341429	0.322516	
584	0.282534	216	0.527778	0.814570	800	0.348750	0.348750	0.322559	
647	0.279753	253	0.525692	0.814570	900	0.348889	0.348889	0.322574	
719	0.283727	281	0.508897	0.814570	1000	0.347000	0.347000	0.322578	
78	0.205128	22	0.590909	0.814570	100	0.290000	0.290000	0.322560	
146	0.198630	54	0.518519	0.814570	200	0.285000	0.285000	0.322537	
213	0.225352	87	0.528736	0.814570	300	0.313333	0.313333	0.322563	
280	0.235714	120	0.533333	0.814570	400	0.325000	0.325000	0.322584	
355	0.233803	145	0.524138	0.814570	500	0.318000	0.318000	0.322566	
425	0.223529	175	0.525714	0.814570	600	0.311667	0.311667	0.322542	
499	0.228457	201	0.507463	0.814570	700	0.308571	0.308571	0.322524	
573	0.233857	227	0.497797	0.814570	800	0.308750	0.308750	0.322517	
653	0.229709	247	0.485830	0.814570	900	0.300000	0.300000	0.322467	
723	0.230982	277	0.465704	0.814570	1000	0.296000	0.296000	0.322432	
67	0.417910	33	0.545455	0.814570	100	0.460000	0.460000	0.322508	
142	0.330986	58	0.551724	0.814570	200	0.395000	0.395000	0.322512	
209	0.315789	91	0.494505	0.814570	300	0.370000	0.370000	0.322511	
281	0.338078	119	0.470588	0.814570	400	0.377500	0.377500	0.322553	
355	0.309859	145	0.475862	0.814570	500	0.358000	0.358000	0.322530	
425	0.310588	175	0.491429	0.814570	600	0.363333	0.363333	0.322567	
497	0.303823	203	0.497537	0.814570	700	0.360000	0.360000	0.322576	
566	0.295053	234	0.495726	0.814570	800	0.353750	0.353750	0.322569	
640	0.278125	260	0.492308	0.814570	900	0.340000	0.340000	0.322519	
717	0.266388	283	0.491166	0.814570	1000	0.330000	0.330000	0.322474	
74	0.337838	26	0.500000	0.814570	100	0.380000	0.380000	0.322505	
149	0.302013	51	0.490196	0.814570	200	0.350000	0.350000	0.322504	
216	0.314815	84	0.523810	0.814570	300	0.373333	0.373333	0.322557	
292	0.318493	108	0.509259	0.814570	400	0.370000	0.370000	0.322577	
372	0.311828	128	0.507812	0.814570	500	0.362000	0.362000	0.322581	
447	0.308725	153	0.490196	0.814570	600	0.355000	0.355000	0.322580	
519	0.314066	181	0.469613	0.814570	700	0.354286	0.354286	0.322595	
589	0.324278	211	0.464455	0.814570	800	0.361250	0.361250	0.322642	
650	0.327692	250	0.472000	0.814570	900	0.367778	0.367778	0.322695	
722	0.324100	278	0.471223	0.814570	1000	0.365000	0.365000	0.322705	
66	0.272727	34	0.441176	0.814570	100	0.330000	0.330000	0.322709	
141	0.248227	59	0.406780	0.814570	200	0.295000	0.295000	0.322675	
214	0.252336	86	0.418605	0.814570	300	0.300000	0.300000	0.322668	
281	0.245552	119	0.411765	0.814570	400	0.295000	0.295000	0.322645	
349	0.252149	151	0.423841	0.814570	500	0.304000	0.304000	0.322654	
419	0.257757	181	0.419890	0.814570	600	0.306667	0.306667	0.322653	
496	0.258065	204	0.426471	0.814570	700	0.307143	0.307143	0.322646	
567	0.268078	233	0.433476	0.814570	800	0.316250	0.316250	0.322677	
638	0.274295	262	0.438931	0.814570	900	0.322222	0.322222	0.322702	
709	0.282087	291	0.436426	0.814570	1000	0.327000	0.327000	0.322728	
75	0.333333	25	0.320000	0.814570	100	0.330000	0.330000	0.322732	
142	0.359155	58	0.431034	0.814570	200	0.380000	0.380000	0.322790	
216	0.351852	84	0.416667	0.814570	300	0.370000	0.370000	0.322805	
