Default schedule
Rate	71.43
CV	28.57
Rate Tried	% Accepted	CV Tried	% Accepted	Rates - Dev	Rates - Tried	Rates - Accepted	Sample Ave Acceptance	Total Ave Acceptance	
149	0.208054	51	0.450980	0.814570	200	0.270000	0.270000	0.311772	
218	0.201835	82	0.439024	0.814570	300	0.266667	0.266667	0.311701	
294	0.217687	106	0.452830	0.814570	400	0.280000	0.280000	0.311712	
366	0.234973	134	0.477612	0.814570	500	0.300000	0.300000	0.311805	
437	0.240275	163	0.490798	0.814570	600	0.308333	0.308333	0.311857	
508	0.236220	192	0.505208	0.814570	700	0.310000	0.310000	0.311868	
588	0.243197	212	0.504717	0.814570	800	0.312500	0.312500	0.311893	
662	0.249245	238	0.504202	0.814570	900	0.316667	0.316667	0.311944	
728	0.251374	272	0.500000	0.814570	1000	0.319000	0.319000	0.311982	
73	0.205479	27	0.481481	0.814570	100	0.280000	0.280000	0.311939	
143	0.202797	57	0.543860	0.814570	200	0.300000	0.300000	0.311950	
211	0.241706	89	0.516854	0.814570	300	0.323333	0.323333	0.312028	
278	0.255396	122	0.508197	0.814570	400	0.332500	0.332500	0.312093	
348	0.255747	152	0.500000	0.814570	500	0.330000	0.330000	0.312103	
423	0.264775	177	0.491525	0.814570	600	0.331667	0.331667	0.312141	
493	0.263692	207	0.487923	0.814570	700	0.330000	0.330000	0.312151	
557	0.258528	243	0.510288	0.814570	800	0.335000	0.335000	0.312228	
636	0.264151	264	0.518939	0.814570	900	0.338889	0.338889	0.312306	
701	0.269615	299	0.521739	0.814570	1000	0.345000	0.345000	0.312423	
74	0.324324	26	0.384615	0.814570	100	0.340000	0.340000	0.312459	
134	0.298507	66	0.454545	0.814570	200	0.350000	0.350000	0.312522	
203	0.305419	97	0.463918	0.814570	300	0.356667	0.356667	0.312599	
275	0.258182	125	0.456000	0.814570	400	0.320000	0.320000	0.312463	
341	0.284457	159	0.433962	0.814570	500	0.332000	0.332000	0.312552	
416	0.300481	184	0.445652	0.814570	600	0.345000	0.345000	0.312681	
487	0.308008	213	0.422535	0.814570	700	0.342857	0.342857	0.312704	
559	0.313059	241	0.427386	0.814570	800	0.347500	0.347500	0.312793	
639	0.302034	261	0.440613	0.814570	900	0.342222	0.342222	0.312776	
716	0.293296	284	0.450704	0.814570	1000	0.338000	0.338000	0.312759	
75	0.333333	25	0.520000	0.814570	100	0.380000	0.380000	0.312847	
146	0.369863	54	0.574074	0.814570	200	0.425000	0.425000	0.313054	
212	0.367925	88	0.579545	0.814570	300	0.430000	0.430000	0.313220	
283	0.385159	117	0.581197	0.814570	400	0.442500	0.442500	0.313438	
355	0.360563	145	0.544828	0.814570	500	0.414000	0.414000	0.313421	
430	0.351163	170	0.535294	0.814570	600	0.403333	0.403333	0.313468	
497	0.336016	203	0.507389	0.814570	700	0.385714	0.385714	0.313425	
573	0.340314	227	0.493392	0.814570	800	0.383750	0.383750	0.313499	
644	0.344720	256	0.476562	0.814570	900	0.382222	0.382222	0.313572	
717	0.341702	283	0.477032	0.814570	1000	0.380000	0.380000	0.313632	
78	0.371795	22	0.409091	0.814570	100	0.380000	0.380000	0.313718	
157	0.356688	43	0.465116	0.814570	200	0.380000	0.380000	0.313804	
222	0.355856	78	0.448718	0.814570	300	0.380000	0.380000	0.313890	
291	0.360825	109	0.394495	0.814570	400	0.370000	0.370000	0.313924	
360	0.341667	140	0.421429	0.814570	500	0.364000	0.364000	0.313957	
437	0.311213	163	0.453988	0.814570	600	0.350000	0.350000	0.313913	
504	0.297619	196	0.454082	0.814570	700	0.341429	0.341429	0.313883	
584	0.287671	216	0.435185	0.814570	800	0.327500	0.327500	0.313775	
649	0.283513	251	0.442231	0.814570	900	0.327778	0.327778	0.313796	
722	0.274238	278	0.431655	0.814570	1000	0.318000	0.318000	0.313688	
68	0.397059	32	0.343750	0.814570	100	0.380000	0.380000	0.313773	
136	0.330882	64	0.390625	0.814570	200	0.350000	0.350000	0.313781	
207	0.299517	93	0.430108	0.814570	300	0.340000	0.340000	0.313789	
284	0.264085	116	0.431034	0.814570	400	0.312500	0.312500	0.313682	
362	0.262431	138	0.434783	0.814570	500	0.310000	0.310000	0.313665	
433	0.251732	167	0.437126	0.814570	600	0.303333	0.303333	0.313609	
498	0.255020	202	0.430693	0.814570	700	0.305714	0.305714	0.313617	
576	0.265625	224	0.406250	0.814570	800	0.305000	0.305000	0.313600	
649	0.280431	251	0.406375	0.814570	900	0.315556	0.315556	0.313710	
714	0.288515	286	0.412587	0.814570	1000	0.324000	0.324000	0.313819	
72	0.319444	28	0.464286	0.814570	100	0.360000	0.360000	0.313877	
142	0.309859	58	0.396552	0.814570	200	0.335000	0.335000	0.313872	
211	0.284360	89	0.393258	0.814570	300	0.316667	0.316667	0.313830	
280	0.285714	120	0.433333	0.814570	400	0.330000	0.330000	0.313900	
351	0.293447	149	0.449664	0.814570	500	0.340000	0.340000	0.313983	
414	0.294686	186	0.462366	0.814570	600	0.346667	0.346667	0.314066	
481	0.297297	219	0.474886	0.814570	700	0.352857	0.352857	0.314162	
555	0.284685	245	0.489796	0.814570	800	0.347500	0.347500	0.314156	
627	0.288676	273	0.501832	0.814570	900	0.353333	0.353333	0.314264	
691	0.296671	309	0.488673	0.814570	1000	0.356000	0.356000	0.314346	
71	0.408451	29	0.413793	0.814570	100	0.410000	0.410000	0.314465	
140	0.378571	60	0.366667	0.814570	200	0.375000	0.375000	0.314497	
214	0.397196	86	0.406977	0.814570	300	0.400000	0.400000	0.314666	
283	0.342756	117	0.401709	0.814570	400	0.360000	0.360000	0.314573	
369	0.322493	131	0.396947	0.814570	500	0.342000	0.342000	0.314518	
434	0.324885	166	0.409639	0.814570	600	0.348333	0.348333	0.314599	
499	0.318637	201	0.417910	0.814570	700	0.347143	0.347143	0.314631	
574	0.315331	226	0.402655	0.814570	800	0.340000	0.340000	0.314600	
645	0.333333	255	0.423529	0.814570	900	0.358889	0.358889	0.314842	
714	0.327731	286	0.440559	0.814570	1000	0.360000	0.360000	0.314910	
78	0.282051	22	0.409091	0.814570	100	0.310000	0.310000	0.314904	
154	0.240260	46	0.434783	0.814570	200	0.285000	0.285000	0.314836	
232	0.245690	68	0.411765	0.814570	300	0.283333	0.283333	0.314793	
304	0.240132	96	0.416667	0.814570	400	0.282500	0.282500	0.314750	
368	0.239130	132	0.409091	0.814570	500	0.284000	0.284000	0.314720	
445	0.262921	155	0.425806	0.814570	600	0.305000	0.305000	0.314837	
517	0.257253	183	0.453552	0.814570	700	0.308571	0.308571	0.314855	
595	0.248739	205	0.439024	0.814570	800	0.297500	0.297500	0.314739	
661	0.264750	239	0.439331	0.814570	900	0.311111	0.311111	0.314868	
743	0.261104	257	0.435798	0.814570	1000	0.306000	0.306000	0.314801	
78	0.256410	22	0.363636	0.814570	100	0.280000	0.280000	0.314759	
149	0.255034	51	0.411765	0.814570	200	0.295000	0.295000	0.314753	
219	0.283105	81	0.444444	0.814570	300	0.326667	0.326667	0.314844	
284	0.274648	116	0.474138	0.814570	400	0.332500	0.332500	0.314887	
356	0.255618	144	0.479167	0.814570	500	0.320000	0.320000	0.314833	
425	0.256471	175	0.491429	0.814570	600	0.325000	0.325000	0.314875	
499	0.240481	201	0.467662	0.814570	700	0.305714	0.305714	0.314724	
581	0.261618	219	0.461187	0.814570	800	0.316250	0.316250	0.314815	
651	0.268817	249	0.469880	0.814570	900	0.324444	0.324444	0.314906	
723	0.282158	277	0.458484	0.814570	1000	0.331000	0.331000	0.314996	
73	0.273973	27	0.370370	0.814570	100	0.300000	0.300000	0.314978	
141	0.234043	59	0.457627	0.814570	200	0.300000	0.300000	0.314960	
212	0.216981	88	0.454545	0.814570	300	0.286667	0.286667	0.314894	
289	0.214533	111	0.450450	0.814570	400	0.280000	0.280000	0.314828	
352	0.218750	148	0.486486	0.814570	500	0.298000	0.298000	0.314894	
422	0.227488	178	0.483146	0.814570	600	0.303333	0.303333	0.314913	
497	0.235412	203	0.472906	0.814570	700	0.304286	0.304286	0.314907	
569	0.246046	231	0.437229	0.814570	800	0.301250	0.301250	0.314865	
640	0.242188	260	0.438462	0.814570	900	0.298889	0.298889	0.314823	
718	0.240947	282	0.436170	0.814570	1000	0.296000	0.296000	0.314770	
74	0.337838	26	0.500000	0.814570	100	0.380000	0.380000	0.314848	
145	0.337931	55	0.454545	0.814570	200	0.370000	0.370000	0.314901	
217	0.336406	83	0.373494	0.814570	300	0.346667	0.346667	0.314884	
280	0.342857	120	0.333333	0.814570	400	0.340000	0.340000	0.314890	
359	0.331476	141	0.361702	0.814570	500	0.340000	0.340000	0.314919	
430	0.341860	170	0.376471	0.814570	600	0.351667	0.351667	0.315032	
498	0.337349	202	0.361386	0.814570	700	0.344286	0.344286	0.315014	
565	0.325664	235	0.382979	0.814570	800	0.342500	0.342500	0.315032	
644	0.324534	256	0.378906	0.814570	900	0.340000	0.340000	0.315038	
710	0.319718	290	0.379310	0.814570	1000	0.337000	0.337000	0.315032	
70	0.271429	30	0.533333	0.814570	100	0.350000	0.350000	0.315073	
136	0.294118	64	0.562500	0.814570	200	0.380000	0.380000	0.315184	
211	0.345972	89	0.595506	0.814570	300	0.420000	0.420000	0.315401	
282	0.312057	118	0.508475	0.814570	400	0.370000	0.370000	0.315289	
351	0.307692	149	0.510067	0.814570	500	0.368000	0.368000	0.315341	
429	0.289044	171	0.538012	0.814570	600	0.360000	0.360000	0.315347	
503	0.292247	197	0.512690	0.814570	700	0.354286	0.354286	0.315352	
579	0.276339	221	0.506787	0.814570	800	0.340000	0.340000	0.315264	
645	0.274419	255	0.494118	0.814570	900	0.336667	0.336667	0.315258	
713	0.283310	287	0.487805	0.814570	1000	0.342000	0.342000	0.315345	
76	0.223684	24	0.541667	0.814570	100	0.300000	0.300000	0.315327	
151	0.231788	49	0.571429	0.814570	200	0.315000	0.315000	0.315344	
222	0.234234	78	0.576923	0.814570	300	0.323333	0.323333	0.315373	
296	0.266892	104	0.576923	0.814570	400	0.347500	0.347500	0.315494	
365	0.263014	135	0.555556	0.814570	500	0.342000	0.342000	0.315499	
435	0.248276	165	0.569697	0.814570	600	0.336667	0.336667	0.315493	
506	0.252964	194	0.572165	0.814570	700	0.341429	0.341429	0.315556	
575	0.250435	225	0.546667	0.814570	800	0.333750	0.333750	0.315515	
650	0.247692	250	0.540000	0.814570	900	0.328889	0.328889	0.315485	
721	0.256588	279	0.523297	0.814570	1000	0.331000	0.331000	0.315525	
71	0.112676	29	0.344828	0.814570	100	0.180000	0.180000	0.315370	
132	0.219697	68	0.455882	0.814570	200	0.300000	0.300000	0.315490	
210	0.233333	90	0.477778	0.814570	300	0.306667	0.306667	0.315495	
286	0.237762	114	0.482456	0.814570	400	0.307500	0.307500	0.315488	
352	0.224432	148	0.506757	0.814570	500	0.308000	0.308000	0.315482	
414	0.214976	186	0.510753	0.814570	600	0.306667	0.306667	0.315464	
486	0.213992	214	0.528037	0.814570	700	0.310000	0.310000	0.315481	
557	0.217235	243	0.510288	0.814570	800	0.306250	0.306250	0.315441	
620	0.222581	280	0.500000	0.814570	900	0.308889	0.308889	0.315457	
687	0.215429	313	0.498403	0.814570	1000	0.304000	0.304000	0.315394	
76	0.263158	24	0.375000	0.814570	100	0.290000	0.290000	0.315365	
144	0.243056	56	0.428571	0.814570	200	0.295000	0.295000	0.315348	
222	0.283784	78	0.474359	0.814570	300	0.333333	0.333333	0.315455	
286	0.269231	114	0.500000	0.814570	400	0.335000	0.335000	0.315483	
360	0.250000	140	0.521429	0.814570	500	0.326000	0.326000	0.315454	
427	0.257611	173	0.520231	0.814570	600	0.333333	0.333333	0.315516	
495	0.240404	205	0.517073	0.814570	700	0.321429	0.321429	0.315442	
566	0.243816	234	0.491453	0.814570	800	0.316250	0.316250	0.315402	
640	0.237500	260	0.484615	0.814570	900	0.308889	0.308889	0.315328	
717	0.249651	283	0.484099	0.814570	1000	0.316000	0.316000	0.315401	
70	0.371429	30	0.433333	0.814570	100	0.390000	0.390000	0.315485	
145	0.303448	55	0.472727	0.814570	200	0.350000	0.350000	0.315479	
220	0.281818	80	0.475000	0.814570	300	0.333333	0.333333	0.315461	
286	0.286713	114	0.464912	0.814570	400	0.337500	0.337500	0.315500	
358	0.273743	142	0.492958	0.814570	500	0.336000	0.336000	0.315516	
428	0.264019	172	0.488372	0.814570	600	0.328333	0.328333	0.315488	
501	0.283433	199	0.467337	0.814570	700	0.335714	0.335714	0.315559	
568	0.276408	232	0.456897	0.814570	800	0.328750	0.328750	0.315520	
640	0.268750	260	0.457692	0.814570	900	0.323333	0.323333	0.315480	
705	0.266667	295	0.471186	0.814570	1000	0.327000	0.327000	0.315530	
63	0.253968	37	0.513514	0.814570	100	0.350000	0.350000	0.315568	
134	0.298507	66	0.439394	0.814570	200	0.345000	0.345000	0.315595	
207	0.280193	93	0.451613	0.814570	300	0.333333	0.333333	0.315589	
275	0.265455	125	0.456000	0.814570	400	0.325000	0.325000	0.315572	
342	0.274854	158	0.481013	0.814570	500	0.340000	0.340000	0.315665	
414	0.297101	186	0.489247	0.814570	600	0.356667	0.356667	0.315802	
489	0.310838	211	0.478673	0.814570	700	0.361429	0.361429	0.315884	
568	0.313380	232	0.482759	0.814570	800	0.362500	0.362500	0.315944	
640	0.315625	260	0.476923	0.814570	900	0.362222	0.362222	0.315992	
706	0.314448	294	0.465986	0.814570	1000	0.359000	0.359000	0.316008	
74	0.270270	26	0.576923	0.814570	100	0.350000	0.350000	0.316045	
148	0.250000	52	0.480769	0.814570	200	0.310000	0.310000	0.315994	
216	0.263889	84	0.464286	0.814570	300	0.320000	0.320000	0.316021	
280	0.264286	120	0.475000	0.814570	400	0.327500	0.327500	0.316058	
349	0.266476	151	0.490066	0.814570	500	0.334000	0.334000	0.316106	
424	0.266509	176	0.500000	0.814570	600	0.335000	0.335000	0.316132	
498	0.263052	202	0.504950	0.814570	700	0.332857	0.332857	0.316136	
573	0.256545	227	0.497797	0.814570	800	0.325000	0.325000	0.316086	
646	0.243034	254	0.496063	0.814570	900	0.314444	0.314444	0.315992	
717	0.246862	283	0.480565	0.814570	1000	0.313000	0.313000	0.315975	
73	0.397260	27	0.518519	0.814570	100	0.430000	0.430000	0.316099	
149	0.348993	51	0.490196	0.814570	200	0.385000	0.385000	0.316125	
222	0.382883	78	0.448718	0.814570	300	0.400000	0.400000	0.316248	
287	0.372822	113	0.460177	0.814570	400	0.397500	0.397500	0.316328	
360	0.369444	140	0.435714	0.814570	500	0.388000	0.388000	0.316364	
431	0.364269	169	0.408284	0.814570	600	0.376667	0.376667	0.316368	
501	0.359281	199	0.396985	0.814570	700	0.370000	0.370000	0.316383	
569	0.351494	231	0.372294	0.814570	800	0.357500	0.357500	0.316333	
635	0.362205	265	0.396226	0.814570	900	0.372222	0.372222	0.316520	
710	0.363380	290	0.400000	0.814570	1000	0.374000	0.374000	0.316599	
75	0.320000	25	0.600000	0.814570	100	0.390000	0.390000	0.316678	
143	0.349650	57	0.526316	0.814570	200	0.400000	0.400000	0.316778	
219	0.342466	81	0.506173	0.814570	300	0.386667	0.386667	0.316824	
297	0.343434	103	0.485437	0.814570	400	0.380000	0.380000	0.316870	
369	0.336043	131	0.480916	0.814570	500	0.374000	0.374000	0.316906	
440	0.309091	160	0.456250	0.814570	600	0.348333	0.348333	0.316802	
507	0.301775	193	0.445596	0.814570	700	0.341429	0.341429	0.316784	
577	0.301560	223	0.457399	0.814570	800	0.345000	0.345000	0.316841	
646	0.306502	254	0.468504	0.814570	900	0.352222	0.352222	0.316940	
719	0.296245	281	0.451957	0.814570	1000	0.340000	0.340000	0.316848	
79	0.151899	21	0.666667	0.814570	100	0.260000	0.260000	0.316787	
147	0.190476	53	0.528302	0.814570	200	0.280000	0.280000	0.316769	
222	0.225225	78	0.512821	0.814570	300	0.300000	0.300000	0.316794	
293	0.221843	107	0.532710	0.814570	400	0.305000	0.305000	0.316797	
369	0.238482	131	0.488550	0.814570	500	0.304000	0.304000	0.316780	
449	0.220490	151	0.490066	0.814570	600	0.288333	0.288333	0.316667	
525	0.213333	175	0.485714	0.814570	700	0.281429	0.281429	0.316586	
607	0.220758	193	0.481865	0.814570	800	0.283750	0.283750	0.316568	
680	0.225000	220	0.463636	0.814570	900	0.283333	0.283333	0.316530	
752	0.218085	248	0.463710	0.814570	1000	0.279000	0.279000	0.316449	
70	0.171429	30	0.500000	0.814570	100	0.270000	0.270000	0.316400	
143	0.244755	57	0.543860	0.814570	200	0.330000	0.330000	0.316478	
219	0.269406	81	0.518519	0.814570	300	0.336667	0.336667	0.316513	
287	0.222997	113	0.539823	0.814570	400	0.312500	0.312500	0.316433	
360	0.225000	140	0.542857	0.814570	500	0.314000	0.314000	0.316436	
427	0.231850	173	0.549133	0.814570	600	0.323333	0.323333	0.316493	
490	0.236735	210	0.542857	0.814570	700	0.328571	0.328571	0.316538	
562	0.231317	238	0.554622	0.814570	800	0.327500	0.327500	0.316542	
637	0.255887	263	0.547529	0.814570	900	0.341111	0.341111	0.316681	
705	0.256738	295	0.545763	0.814570	1000	0.342000	0.342000	0.316715	
74	0.202703	26	0.423077	0.814570	100	0.260000	0.260000	0.316656	
150	0.173333	50	0.460000	0.814570	200	0.245000	0.245000	0.316566	
219	0.200913	81	0.432099	0.814570	300	0.263333	0.263333	0.316549	
284	0.214789	116	0.500000	0.814570	400	0.297500	0.297500	0.316636	
362	0.215470	138	0.521739	0.814570	500	0.300000	0.300000	0.316629	
440	0.234091	160	0.500000	0.814570	600	0.305000	0.305000	0.316643	
514	0.243191	186	0.483871	0.814570	700	0.307143	0.307143	0.316646	
591	0.238579	209	0.497608	0.814570	800	0.306250	0.306250	0.316629	
659	0.248862	241	0.481328	0.814570	900	0.311111	0.311111	0.316663	
727	0.248968	273	0.490842	0.814570	1000	0.315000	0.315000	0.316698	
70	0.214286	30	0.400000	0.814570	100	0.270000	0.270000	0.316650	
143	0.286713	57	0.456140	0.814570	200	0.335000	0.335000	0.316735	
210	0.266667	90	0.455556	0.814570	300	0.323333	0.323333	0.316718	
284	0.288732	116	0.465517	0.814570	400	0.340000	0.340000	0.316793	
354	0.290960	146	0.486301	0.814570	500	0.348000	0.348000	0.316858	
433	0.279446	167	0.479042	0.814570	600	0.335000	0.335000	0.316810	
499	0.272545	201	0.482587	0.814570	700	0.332857	0.332857	0.316814	
575	0.262609	225	0.488889	0.814570	800	0.326250	0.326250	0.316776	
647	0.253478	253	0.494071	0.814570	900	0.321111	0.321111	0.316738	
719	0.247566	281	0.498221	0.814570	1000	0.318000	0.318000	0.316711	
68	0.279412	32	0.312500	0.814570	100	0.290000	0.290000	0.316684	
140	0.207143	60	0.416667	0.814570	200	0.270000	0.270000	0.316616	
215	0.265116	85	0.447059	0.814570	300	0.316667	0.316667	0.316711	
290	0.251724	110	0.472727	0.814570	400	0.312500	0.312500	0.316694	
362	0.245856	138	0.456522	0.814570	500	0.304000	0.304000	0.316647	
432	0.240741	168	0.440476	0.814570	600	0.296667	0.296667	0.316589	
502	0.233068	198	0.454545	0.814570	700	0.295714	0.295714	0.316562	
572	0.230769	228	0.451754	0.814570	800	0.293750	0.293750	0.316525	
642	0.244548	258	0.461240	0.814570	900	0.306667	0.306667	0.316620	
719	0.246175	281	0.469751	0.814570	1000	0.309000	0.309000	0.316633	
84	0.321429	16	0.562500	0.814570	100	0.360000	0.360000	0.316677	
151	0.324503	49	0.551020	0.814570	200	0.380000	0.380000	0.316761	
224	0.263393	76	0.473684	0.814570	300	0.316667	0.316667	0.316633	
292	0.270548	108	0.490741	0.814570	400	0.330000	0.330000	0.316687	
361	0.263158	139	0.467626	0.814570	500	0.320000	0.320000	0.316650	
429	0.261072	171	0.456140	0.814570	600	0.316667	0.316667	0.316633	
503	0.268390	197	0.467005	0.814570	700	0.324286	0.324286	0.316687	
576	0.265625	224	0.455357	0.814570	800	0.318750	0.318750	0.316650	
650	0.272308	250	0.456000	0.814570	900	0.323333	0.323333	0.316694	
720	0.281944	280	0.464286	0.814570	1000	0.333000	0.333000	0.316797	
70	0.285714	30	0.566667	0.814570	100	0.370000	0.370000	0.316850	
133	0.270677	67	0.537313	0.814570	200	0.360000	0.360000	0.316883	
213	0.211268	87	0.597701	0.814570	300	0.323333	0.323333	0.316816	
290	0.237931	110	0.563636	0.814570	400	0.327500	0.327500	0.316839	
360	0.233333	140	0.592857	0.814570	500	0.334000	0.334000	0.316882	
423	0.238771	177	0.576271	0.814570	600	0.338333	0.338333	0.316925	
490	0.234694	210	0.552381	0.814570	700	0.330000	0.330000	0.316889	
557	0.236984	243	0.526749	0.814570	800	0.325000	0.325000	0.316862	
625	0.232000	275	0.516364	0.814570	900	0.318889	0.318889	0.316815	
700	0.227143	300	0.506667	0.814570	1000	0.311000	0.311000	0.316739	
75	0.386667	25	0.480000	0.814570	100	0.410000	0.410000	0.316832	
149	0.302013	51	0.529412	0.814570	200	0.360000	0.360000	0.316825	
221	0.276018	79	0.544304	0.814570	300	0.346667	0.346667	0.316828	
296	0.287162	104	0.500000	0.814570	400	0.342500	0.342500	0.316841	
368	0.282609	132	0.469697	0.814570	500	0.332000	0.332000	0.316815	
439	0.280182	161	0.515528	0.814570	600	0.343333	0.343333	0.316896	
510	0.258824	190	0.489474	0.814570	700	0.321429	0.321429	0.316772	
587	0.248722	213	0.474178	0.814570	800	0.308750	0.308750	0.316677	
662	0.247734	238	0.483193	0.814570	900	0.310000	0.310000	0.316680	
731	0.250342	269	0.457249	0.814570	1000	0.306000	0.306000	0.316634	
74	0.216216	26	0.653846	0.814570	100	0.330000	0.330000	0.316647	
153	0.241830	47	0.595745	0.814570	200	0.325000	0.325000	0.316651	
224	0.267857	76	0.552632	0.814570	300	0.340000	0.340000	0.316703	
298	0.258389	102	0.539216	0.814570	400	0.330000	0.330000	0.316686	
368	0.244565	132	0.537879	0.814570	500	0.322000	0.322000	0.316660	
442	0.237557	158	0.506329	0.814570	600	0.308333	0.308333	0.316586	
513	0.231969	187	0.475936	0.814570	700	0.297143	0.297143	0.316501	
573	0.226876	227	0.475771	0.814570	800	0.297500	0.297500	0.316485	
642	0.241433	258	0.468992	0.814570	900	0.306667	0.306667	0.316547	
716	0.258380	284	0.461268	0.814570	1000	0.316000	0.316000	0.316628	
79	0.253165	21	0.714286	0.814570	100	0.350000	0.350000	0.316660	
147	0.217687	53	0.622642	0.814570	200	0.325000	0.325000	0.316644	
218	0.211009	82	0.695122	0.814570	300	0.343333	0.343333	0.316706	
284	0.211268	116	0.655172	0.814570	400	0.340000	0.340000	0.316718	
365	0.227397	135	0.629630	0.814570	500	0.336000	0.336000	0.316722	
438	0.221461	162	0.617284	0.814570	600	0.328333	0.328333	0.316696	
517	0.234043	183	0.590164	0.814570	700	0.327143	0.327143	0.316699	
585	0.239316	215	0.572093	0.814570	800	0.328750	0.328750	0.316721	
653	0.261868	247	0.558704	0.814570	900	0.343333	0.343333	0.316859	
722	0.268698	278	0.521583	0.814570	1000	0.339000	0.339000	0.316843	
76	0.355263	24	0.458333	0.814570	100	0.380000	0.380000	0.316904	
147	0.326531	53	0.452830	0.814570	200	0.360000	0.360000	0.316926	
219	0.260274	81	0.432099	0.814570	300	0.306667	0.306667	0.316814	
291	0.257732	109	0.467890	0.814570	400	0.315000	0.315000	0.316836	
360	0.255556	140	0.464286	0.814570	500	0.314000	0.314000	0.316830	
427	0.250585	173	0.445087	0.814570	600	0.306667	0.306667	0.316785	
507	0.276134	193	0.466321	0.814570	700	0.328571	0.328571	0.316922	
579	0.267703	221	0.457014	0.814570	800	0.320000	0.320000	0.316867	
650	0.273846	250	0.468000	0.814570	900	0.327778	0.327778	0.316937	
733	0.275580	267	0.471910	0.814570	1000	0.328000	0.328000	0.316949	
65	0.169231	35	0.542857	0.814570	100	0.300000	0.300000	0.316933	
132	0.310606	68	0.529412	0.814570	200	0.385000	0.385000	0.317079	
202	0.341584	98	0.500000	0.814570	300	0.393333	0.393333	0.317167	
278	0.312950	122	0.475410	0.814570	400	0.362500	0.362500	0.317122	
350	0.308571	150	0.446667	0.814570	500	0.350000	0.350000	0.317106	
423	0.326241	177	0.412429	0.814570	600	0.351667	0.351667	0.317147	
492	0.327236	208	0.437500	0.814570	700	0.360000	0.360000	0.317234	
565	0.320354	235	0.442553	0.814570	800	0.356250	0.356250	0.317247	
640	0.314063	260	0.446154	0.814570	900	0.352222	0.352222	0.317249	
717	0.319386	283	0.434629	0.814570	1000	0.352000	0.352000	0.317280	
68	0.250000	32	0.343750	0.814570	100	0.280000	0.280000	0.317245	
139	0.258993	61	0.377049	0.814570	200	0.295000	0.295000	0.317238	
206	0.271845	94	0.329787	0.814570	300	0.290000	0.290000	0.317203	
276	0.278986	124	0.370968	0.814570	400	0.307500	0.307500	0.317243	
344	0.273256	156	0.391026	0.814570	500	0.310000	0.310000	0.317246	
417	0.256595	183	0.404372	0.814570	600	0.301667	0.301667	0.317192	
501	0.257485	199	0.412060	0.814570	700	0.301429	0.301429	0.317176	
566	0.250883	234	0.427350	0.814570	800	0.302500	0.302500	0.317169	
636	0.253145	264	0.424242	0.814570	900	0.303333	0.303333	0.317163	
709	0.256700	291	0.436426	0.814570	1000	0.309000	0.309000	0.317203	
68	0.294118	32	0.625000	0.814570	100	0.400000	0.400000	0.317280	
148	0.243243	52	0.653846	0.814570	200	0.350000	0.350000	0.317264	
213	0.262911	87	0.494253	0.814570	300	0.330000	0.330000	0.317238	
284	0.257042	116	0.508621	0.814570	400	0.330000	0.330000	0.317250	
367	0.247956	133	0.503759	0.814570	500	0.316000	0.316000	0.317197	
435	0.271264	165	0.472727	0.814570	600	0.326667	0.326667	0.317255	
503	0.270378	197	0.467005	0.814570	700	0.325714	0.325714	0.317258	
570	0.280702	230	0.456522	0.814570	800	0.331250	0.331250	0.317307	
635	0.274016	265	0.475472	0.814570	900	0.333333	0.333333	0.317337	
712	0.265449	288	0.482639	0.814570	1000	0.328000	0.328000	0.317303	
73	0.232877	27	0.444444	0.814570	100	0.290000	0.290000	0.317277	
145	0.268966	55	0.436364	0.814570	200	0.315000	0.315000	0.317298	
215	0.255814	85	0.470588	0.814570	300	0.316667	0.316667	0.317301	
289	0.266436	111	0.459459	0.814570	400	0.320000	0.320000	0.317313	
363	0.253444	137	0.467153	0.814570	500	0.312000	0.312000	0.317278	
437	0.263158	163	0.490798	0.814570	600	0.325000	0.325000	0.317345	
507	0.264300	193	0.481865	0.814570	700	0.324286	0.324286	0.317348	
577	0.268631	223	0.502242	0.814570	800	0.333750	0.333750	0.317424	
647	0.270479	253	0.513834	0.814570	900	0.338889	0.338889	0.317481	
710	0.264789	290	0.524138	0.814570	1000	0.340000	0.340000	0.317511	
82	0.268293	18	0.666667	0.814570	100	0.340000	0.340000	0.317531	
154	0.259740	46	0.608696	0.814570	200	0.340000	0.340000	0.317552	
225	0.248889	75	0.560000	0.814570	300	0.326667	0.326667	0.317536	
295	0.261017	105	0.561905	0.814570	400	0.340000	0.340000	0.317593	
370	0.248649	130	0.553846	0.814570	500	0.328000	0.328000	0.317559	
439	0.248292	161	0.527950	0.814570	600	0.323333	0.323333	0.317543	
508	0.253937	192	0.505208	0.814570	700	0.322857	0.322857	0.317545	
587	0.245315	213	0.521127	0.814570	800	0.318750	0.318750	0.317520	
657	0.245053	243	0.506173	0.814570	900	0.315556	0.315556	0.317495	
727	0.248968	273	0.520147	0.814570	1000	0.323000	0.323000	0.317561	
73	0.328767	27	0.407407	0.814570	100	0.350000	0.350000	0.317590	
147	0.319728	53	0.433962	0.814570	200	0.350000	0.350000	0.317620	
223	0.318386	77	0.389610	0.814570	300	0.336667	0.336667	0.317613	
304	0.328947	96	0.447917	0.814570	400	0.357500	0.357500	0.317705	
374	0.336898	126	0.444444	0.814570	500	0.364000	0.364000	0.317771	
