Options:
Model:                           MultiState
Tree File Name:                  Bird.trees
Data File Name:                  BirdTerritory.txt
Log File Name:                   BirdTerritory_covarionOFF_run2.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            2760883259
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   100
Iterations:                      200500
Burn in:                         500
MCMC ML Start:                   False
Schedule File:                   BirdTerritory_covarionOFF_run2.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     2
Base frequency (PI's):           None
Pis used in ancestral state estimation:      Yes
Character Symbols:               0,1
Using a covarion model:          False
Normalise Q Matrix:              False
Scale Tree:                      0.001000
Restrictions:
    q01                          None
    q10                          None
Prior Information:
    Prior Categories:            100
    Priors
        q01 - uniform 0.00 100.00 
        q10 - uniform 0.00 100.00 
Tree Information
     Trees:                      1
     Taxa:                       5669
     Sites:                      1
     States:                     2
Iteration	Lh	Tree No	q01	q10	Root P(0)	Root P(1)	
120300	-1935.741087	1	6.821908	19.387626	0.119975	0.880025	
120400	-1935.198751	1	7.309300	17.178657	0.184787	0.815213	
120500	-1935.039744	1	7.838821	17.152847	0.238461	0.761539	
120600	-1935.345462	1	7.358570	20.424423	0.140077	0.859923	
120700	-1934.492717	1	7.921097	18.809467	0.198618	0.801382	
120800	-1934.391945	1	7.729955	18.898654	0.181929	0.818071	
120900	-1935.498810	1	8.049579	16.862067	0.277148	0.722852	
121000	-1935.069474	1	8.308516	18.436930	0.244047	0.755953	
121100	-1934.831066	1	8.008384	17.658989	0.238522	0.761478	
121200	-1935.637811	1	6.840937	18.156221	0.133443	0.866557	
121300	-1934.907569	1	7.130271	18.186462	0.151284	0.848716	
121400	-1934.772244	1	7.754822	19.842652	0.169411	0.830589	
121500	-1935.149574	1	7.625889	16.986221	0.221209	0.778791	
121600	-1934.847052	1	7.974763	17.567144	0.238144	0.761856	
121700	-1934.451647	1	7.831557	18.267828	0.203316	0.796684	
121800	-1935.890754	1	6.836278	19.792891	0.117651	0.882349	
121900	-1934.424791	1	7.562568	18.212119	0.182152	0.817848	
122000	-1935.333446	1	7.479022	16.867960	0.209917	0.790083	
122100	-1934.440667	1	7.840416	18.888729	0.190558	0.809442	
122200	-1935.031773	1	7.826077	17.154083	0.236977	0.763023	
122300	-1934.577754	1	7.343119	19.077255	0.152745	0.847255	
122400	-1934.973739	1	8.262952	18.492536	0.237693	0.762307	
122500	-1934.834935	1	7.813993	17.397436	0.226859	0.773141	
122600	-1934.604466	1	7.862658	17.849951	0.217405	0.782595	
122700	-1934.656108	1	7.512296	17.680593	0.189864	0.810136	
122800	-1934.604988	1	7.784654	17.756412	0.212606	0.787394	
122900	-1934.927238	1	8.109568	19.532362	0.199406	0.800594	
123000	-1935.385939	1	8.402674	17.951092	0.272015	0.727985	
123100	-1934.768410	1	8.115384	19.062279	0.209341	0.790659	
123200	-1940.104613	1	9.370199	20.990322	0.275206	0.724794	
123300	-1934.870701	1	7.982378	17.541158	0.239914	0.760086	
123400	-1934.725919	1	8.121506	18.671773	0.219166	0.780834	
123500	-1936.474234	1	6.584633	18.871923	0.112015	0.887985	
123600	-1934.787603	1	7.710687	19.885817	0.166026	0.833974	
123700	-1935.330958	1	6.922878	18.899230	0.129819	0.870181	
123800	-1934.853098	1	7.659949	17.322571	0.213494	0.786506	
123900	-1935.255515	1	7.652616	16.878303	0.228067	0.771933	
124000	-1935.396381	1	7.467747	20.569423	0.144861	0.855139	
124100	-1935.026725	1	7.517621	17.158938	0.204525	0.795475	
124200	-1934.774341	1	7.221107	18.101942	0.158809	0.841191	
124300	-1934.840803	1	7.242805	17.848230	0.164823	0.835177	
124400	-1934.442990	1	7.628599	18.095661	0.190002	0.809998	
124500	-1935.206830	1	7.952484	20.254115	0.177137	0.822863	
124600	-1934.368794	1	7.596173	18.726343	0.175058	0.824942	
124700	-1934.851649	1	8.179408	18.972818	0.216913	0.783087	
124800	-1935.296041	1	8.369845	17.995089	0.266424	0.733576	
124900	-1935.630841	1	8.512286	18.030645	0.281762	0.718238	
125000	-1934.452044	1	7.880959	18.538064	0.201215	0.798785	
125100	-1936.837369	1	8.885340	19.298261	0.276228	0.723772	
125200	-1936.248389	1	8.325451	16.575269	0.333057	0.666943	
125300	-1935.709225	1	8.216188	16.893647	0.298131	0.701869	
125400	-1934.643052	1	8.054547	18.405079	0.220014	0.779986	
125500	-1937.238218	1	7.169807	21.780159	0.122638	0.877362	
125600	-1934.809992	1	8.105395	19.259223	0.204351	0.795649	
125700	-1937.019439	1	7.014015	21.420875	0.116975	0.883025	
125800	-1936.781374	1	7.117327	21.396485	0.121903	0.878097	
125900	-1936.257355	1	8.748373	18.847691	0.277042	0.722958	
126000	-1934.701263	1	7.793815	17.587514	0.218575	0.781425	
126100	-1934.595888	1	7.953506	19.174893	0.193927	0.806073	
126200	-1936.018686	1	7.219983	16.549513	0.194349	0.805651	
126300	-1934.516020	1	7.492321	19.276925	0.159686	0.840314	
126400	-1935.347912	1	7.938974	16.898567	0.261126	0.738874	
126500	-1936.225383	1	8.164628	20.998169	0.182021	0.817979	
126600	-1934.583412	1	7.451457	17.906416	0.179688	0.820312	
126700	-1935.008684	1	7.122412	19.407599	0.135981	0.864019	
126800	-1934.446069	1	7.439641	18.805217	0.162781	0.837219	
126900	-1934.538227	1	7.481123	17.969207	0.180729	0.819271	
127000	-1935.089293	1	7.016804	18.514866	0.139599	0.860401	
127100	-1938.068335	1	8.163948	15.246192	0.409075	0.590925	
127200	-1937.572417	1	6.700666	21.176620	0.103896	0.896104	
127300	-1935.769375	1	7.529185	20.946835	0.145284	0.854716	
127400	-1934.922674	1	7.558435	17.260089	0.205433	0.794567	
127500	-1934.446956	1	7.821074	18.993751	0.187092	0.812908	
127600	-1935.032504	1	7.691209	20.222234	0.160980	0.839020	
127700	-1934.409252	1	7.671453	18.219312	0.190802	0.809198	
127800	-1934.909942	1	8.091635	19.550463	0.197691	0.802309	
127900	-1936.212185	1	8.304521	20.758424	0.194262	0.805738	
128000	-1935.770207	1	8.569654	19.136425	0.249020	0.750980	
128100	-1935.395960	1	7.629447	20.622649	0.153453	0.846547	
128200	-1934.415857	1	7.488263	18.818100	0.165911	0.834089	
128300	-1934.505487	1	7.792595	17.998626	0.206658	0.793342	
128400	-1934.871251	1	7.430496	17.428243	0.189028	0.810972	
128500	-1934.710379	1	7.584766	17.541744	0.199875	0.800125	
128600	-1934.811563	1	7.491785	17.450708	0.193876	0.806124	
128700	-1934.800187	1	7.596889	19.908517	0.158639	0.841361	
128800	-1935.435416	1	7.699843	16.713690	0.240045	0.759955	
128900	-1936.109516	1	8.636102	17.692854	0.313141	0.686859	
129000	-1936.266207	1	6.642105	19.039953	0.113563	0.886437	
129100	-1934.378839	1	7.710952	18.832562	0.181686	0.818314	
129200	-1935.959653	1	6.954000	17.119338	0.157429	0.842571	
129300	-1937.462402	1	6.369328	18.673445	0.102869	0.897131	
129400	-1936.936890	1	6.878397	21.096276	0.112197	0.887803	
129500	-1935.821096	1	6.796116	19.387014	0.118652	0.881348	
129600	-1934.544785	1	7.378391	18.206350	0.168256	0.831744	
129700	-1934.457720	1	7.890811	18.631836	0.199943	0.800057	
129800	-1934.954736	1	8.020288	19.802614	0.188153	0.811847	
129900	-1935.273526	1	7.585865	20.491488	0.152136	0.847864	
130000	-1935.542062	1	7.540146	16.652261	0.224149	0.775851	
130100	-1936.308228	1	6.624956	18.674580	0.115810	0.884190	
130200	-1934.508051	1	7.947509	18.602322	0.205429	0.794571	
130300	-1935.390986	1	7.077871	19.954554	0.128818	0.871182	
130400	-1936.176480	1	7.279552	16.364701	0.206518	0.793482	
130500	-1934.832118	1	8.176682	18.354697	0.233253	0.766747	
130600	-1936.971885	1	8.762401	16.983269	0.373004	0.626996	
130700	-1935.307131	1	7.050436	17.652746	0.154472	0.845528	
130800	-1935.515162	1	8.222280	20.170755	0.197013	0.802987	
130900	-1934.950939	1	8.253161	18.596077	0.233658	0.766342	
131000	-1934.678178	1	7.272775	18.170001	0.161299	0.838701	
131100	-1935.473368	1	7.502285	20.664752	0.145988	0.854012	
131200	-1934.822247	1	7.957552	19.694487	0.185339	0.814661	
131300	-1935.706617	1	8.211550	20.420477	0.192499	0.807501	
131400	-1935.098925	1	7.108113	17.805601	0.155890	0.844110	
131500	-1936.056327	1	7.899329	16.282712	0.287500	0.712500	
131600	-1935.523207	1	7.838522	16.672310	0.258936	0.741064	
131700	-1935.129174	1	8.004161	20.086481	0.182833	0.817167	
131800	-1937.066590	1	8.417961	16.086274	0.382794	0.617206	
131900	-1935.851384	1	8.604859	18.158384	0.287490	0.712510	
132000	-1938.409240	1	8.971441	20.991112	0.240697	0.759303	
132100	-1938.008211	1	7.459581	22.442006	0.133503	0.866497	
132200	-1934.464243	1	7.484195	19.086049	0.161722	0.838278	
132300	-1936.023597	1	7.837366	21.131160	0.160923	0.839077	
132400	-1934.825164	1	7.481454	17.440482	0.193220	0.806780	
132500	-1934.777942	1	7.323405	17.755069	0.172745	0.827255	
132600	-1934.414012	1	7.814439	18.459540	0.197372	0.802628	
132700	-1935.278548	1	7.829532	16.892942	0.247927	0.752073	
132800	-1937.246380	1	6.456629	19.663811	0.100294	0.899706	
132900	-1934.405931	1	7.774097	18.890144	0.185413	0.814587	
133000	-1935.151670	1	8.349983	18.706820	0.239934	0.760066	
133100	-1934.457962	1	7.891130	18.618772	0.200260	0.799740	
133200	-1934.767768	1	7.440002	19.747046	0.150914	0.849086	
133300	-1936.344310	1	8.614701	20.041515	0.230384	0.769616	
133400	-1936.109422	1	6.716125	19.445987	0.114153	0.885847	
133500	-1935.486195	1	8.018304	20.489375	0.178530	0.821470	
133600	-1935.177999	1	7.601902	20.391139	0.153984	0.846016	
133700	-1934.849422	1	7.255365	17.792196	0.166815	0.833185	
133800	-1936.257819	1	8.600300	19.976780	0.230561	0.769439	
133900	-1935.730720	1	7.020034	17.183513	0.161107	0.838893	
134000	-1934.652517	1	7.245132	18.580936	0.153094	0.846906	
134100	-1935.103765	1	8.105729	17.416540	0.258870	0.741130	
134200	-1935.559282	1	7.013030	17.410835	0.156153	0.843847	
134300	-1934.422253	1	7.840795	18.657576	0.195253	0.804747	
134400	-1935.335798	1	8.325506	19.574257	0.215960	0.784040	
134500	-1934.435122	1	7.534631	19.065508	0.165381	0.834619	
134600	-1934.706931	1	8.027557	19.264837	0.198015	0.801985	
134700	-1935.279051	1	7.425146	16.961002	0.201568	0.798432	
134800	-1937.071107	1	7.669429	15.628034	0.293217	0.706783	
134900	-1935.619452	1	7.481322	16.617856	0.218957	0.781043	
135000	-1935.132383	1	7.026213	18.171592	0.144716	0.855284	
135100	-1934.423925	1	7.837422	18.503252	0.198324	0.801676	
135200	-1934.571007	1	7.425743	17.986951	0.175995	0.824005	
135300	-1934.388854	1	7.567314	18.397880	0.178852	0.821148	
135400	-1934.595234	1	7.299174	18.898644	0.152259	0.847741	
135500	-1935.976397	1	7.111348	20.711441	0.125307	0.874693	
135600	-1935.591129	1	8.415329	19.678711	0.221282	0.778718	
135700	-1935.163031	1	7.806626	20.331269	0.166891	0.833109	
135800	-1935.137388	1	8.245395	19.493340	0.211010	0.788990	
135900	-1935.437836	1	6.883259	18.513851	0.131689	0.868311	
136000	-1934.421030	1	7.587821	18.199257	0.184427	0.815573	
136100	-1934.646824	1	8.066213	18.675853	0.214076	0.785924	
136200	-1935.325369	1	7.151642	20.058436	0.131894	0.868106	
136300	-1935.292085	1	7.566207	20.506100	0.150887	0.849113	
136400	-1935.025659	1	8.149858	17.653764	0.254470	0.745530	
136500	-1934.547144	1	7.356517	18.294791	0.165133	0.834867	
136600	-1934.572676	1	7.354299	18.193378	0.166731	0.833269	
136700	-1934.615152	1	7.532387	19.558201	0.158705	0.841295	
136800	-1935.240589	1	7.086880	17.630582	0.157457	0.842543	
136900	-1936.919281	1	8.881676	17.671416	0.347822	0.652178	
137000	-1935.840008	1	6.767079	19.138623	0.119182	0.880818	
137100	-1934.384805	1	7.557151	18.809888	0.170856	0.829144	
137200	-1935.408301	1	7.261964	20.370218	0.135331	0.864669	
137300	-1937.192333	1	8.961691	19.479478	0.278286	0.721714	
137400	-1934.751832	1	7.181037	18.659922	0.147909	0.852091	
137500	-1935.122555	1	8.094538	17.366794	0.259617	0.740383	
137600	-1935.418579	1	6.926780	19.321804	0.126043	0.873957	
137700	-1935.585515	1	8.324176	17.273619	0.292912	0.707088	
137800	-1936.411392	1	7.599926	16.017590	0.260172	0.739828	
137900	-1935.248569	1	8.078716	20.120349	0.187516	0.812484	
138000	-1934.618812	1	7.987900	18.121696	0.221612	0.778388	
138100	-1934.510947	1	7.925080	18.326921	0.210164	0.789836	
138200	-1936.442632	1	8.131260	16.173826	0.329449	0.670551	
138300	-1934.703744	1	7.322201	19.398199	0.147664	0.852336	
138400	-1934.888582	1	7.775519	17.302418	0.226061	0.773939	
138500	-1934.973173	1	8.167767	17.819603	0.250199	0.749801	
138600	-1935.171879	1	7.432346	20.299534	0.145163	0.854837	
138700	-1935.825966	1	8.515759	19.646653	0.230674	0.769326	
138800	-1934.485864	1	7.470672	18.146657	0.176297	0.823703	
138900	-1934.791437	1	7.509026	19.852225	0.153921	0.846079	
139000	-1934.406859	1	7.811275	18.714856	0.191689	0.808311	
139100	-1935.176393	1	8.084005	17.274133	0.262306	0.737694	
139200	-1934.675641	1	7.404153	19.519635	0.151244	0.848756	
139300	-1936.062382	1	8.582860	19.743105	0.234346	0.765654	
139400	-1935.235738	1	8.268569	17.648620	0.268606	0.731394	
139500	-1935.309463	1	6.970267	19.327863	0.128331	0.871669	
139600	-1935.951188	1	8.106303	16.520812	0.303630	0.696370	
139700	-1935.367347	1	8.113017	17.089551	0.274326	0.725674	
139800	-1935.575152	1	7.421159	16.695008	0.209797	0.790203	
139900	-1934.430791	1	7.838831	18.817074	0.191835	0.808165	
140000	-1937.458523	1	6.675834	21.007228	0.103487	0.896513	
140100	-1934.657730	1	7.240556	18.660552	0.151691	0.848309	
140200	-1934.408727	1	7.707703	18.241367	0.193325	0.806675	
140300	-1934.656323	1	8.039447	18.213763	0.223938	0.776062	
140400	-1935.501357	1	8.068016	16.882020	0.278592	0.721408	
140500	-1934.703168	1	7.970791	17.836184	0.228607	0.771393	
140600	-1934.627903	1	7.408920	17.882320	0.176818	0.823182	
140700	-1934.732601	1	7.437615	17.632058	0.184673	0.815327	
140800	-1934.522477	1	7.454435	18.062639	0.176705	0.823295	
140900	-1934.995169	1	8.249363	18.179070	0.246345	0.753655	
141000	-1934.767711	1	7.896307	17.581340	0.229270	0.770730	
141100	-1934.645482	1	7.511979	19.601244	0.156917	0.843083	
141200	-1937.958282	1	6.382613	17.399497	0.116000	0.884000	
141300	-1934.372322	1	7.645360	18.830912	0.176857	0.823143	
141400	-1935.745605	1	7.734550	20.935951	0.156719	0.843281	
141500	-1934.793628	1	8.164644	18.647482	0.223782	0.776218	
141600	-1934.451137	1	7.698960	19.191577	0.174813	0.825187	
141700	-1934.392588	1	7.609443	18.314000	0.183780	0.816220	
141800	-1934.518113	1	7.484101	19.269840	0.159249	0.840751	
141900	-1936.461535	1	8.640570	20.098624	0.231355	0.768645	
142000	-1934.496630	1	7.767583	17.994139	0.204505	0.795495	
142100	-1934.925911	1	8.100227	17.702246	0.247026	0.752974	
142200	-1938.082527	1	8.274056	15.316454	0.422780	0.577220	
142300	-1936.461596	1	8.713226	19.756579	0.245818	0.754182	
142400	-1935.730523	1	7.164739	20.560418	0.128943	0.871057	
142500	-1935.834713	1	7.259631	16.643908	0.195263	0.804737	
142600	-1935.396040	1	6.965622	17.870775	0.145176	0.854824	
142700	-1936.421649	1	8.564951	20.322877	0.220590	0.779410	
142800	-1934.990995	1	7.766581	20.145122	0.166494	0.833506	
142900	-1934.507517	1	7.685586	17.914832	0.199198	0.800802	
143000	-1934.991829	1	7.575953	20.165176	0.154662	0.845338	
143100	-1934.531053	1	7.752985	19.378623	0.175731	0.824269	
143200	-1935.352355	1	7.983702	16.936192	0.265032	0.734968	
143300	-1936.275771	1	6.640546	18.409741	0.119171	0.880829	
143400	-1934.650648	1	7.991734	19.221604	0.196027	0.803973	
143500	-1934.984937	1	8.108855	19.648731	0.197258	0.802742	
143600	-1936.081273	1	8.584803	19.766440	0.233971	0.766029	
143700	-1936.653272	1	8.104444	16.008029	0.336677	0.663323	
143800	-1936.953856	1	7.826324	21.809877	0.155199	0.844801	
143900	-1935.594677	1	8.526732	18.378197	0.269605	0.730395	
144000	-1934.407023	1	7.514604	18.860220	0.167082	0.832918	
144100	-1935.489193	1	7.638309	20.713678	0.153162	0.846838	
144200	-1934.510005	1	7.500567	18.015051	0.181315	0.818685	
144300	-1935.727163	1	8.496503	19.550074	0.231246	0.768754	
144400	-1936.880936	1	8.761914	20.151627	0.240666	0.759334	
144500	-1935.403628	1	6.935036	19.341039	0.126316	0.873684	
144600	-1935.311209	1	8.396936	18.155297	0.263353	0.736647	
144700	-1934.621328	1	8.022434	18.282222	0.220363	0.779637	
144800	-1934.371216	1	7.711606	18.514195	0.187814	0.812186	
144900	-1937.912232	1	6.416123	20.400337	0.094737	0.905263	
145000	-1935.096120	1	8.095011	17.405667	0.258049	0.741951	
145100	-1935.201175	1	8.215747	17.538056	0.266933	0.733067	
145200	-1935.001299	1	7.093262	19.226584	0.136123	0.863877	
145300	-1934.430638	1	7.467212	18.440276	0.170609	0.829391	
145400	-1935.573634	1	6.901564	19.539722	0.122883	0.877117	
145500	-1934.956426	1	7.227699	17.671518	0.167074	0.832926	
145600	-1936.595304	1	6.560856	19.059040	0.109330	0.890670	
145700	-1934.854523	1	7.160586	19.154897	0.140759	0.859241	
145800	-1936.644260	1	7.315667	21.506724	0.130875	0.869125	
145900	-1935.587894	1	6.842767	18.324586	0.131511	0.868489	
146000	-1934.467122	1	7.759414	19.190203	0.179137	0.820863	
146100	-1934.994530	1	8.021023	17.416194	0.248983	0.751017	
146200	-1934.427530	1	7.848849	18.588424	0.197399	0.802601	
146300	-1935.322159	1	6.973024	17.996685	0.143797	0.856203	
146400	-1935.704280	1	7.738467	20.898747	0.157261	0.842739	
146500	-1937.290578	1	9.028240	18.952020	0.304787	0.695213	
146600	-1934.804576	1	7.876473	17.498053	0.230014	0.769986	
146700	-1937.091423	1	8.884595	19.837694	0.259819	0.740181	
146800	-1936.623374	1	8.710814	20.023797	0.239110	0.760890	
146900	-1938.264316	1	7.792877	22.598638	0.149003	0.850997	
147000	-1934.579442	1	7.310179	18.418348	0.159869	0.840131	
147100	-1934.665940	1	7.568534	17.622189	0.196266	0.803734	
147200	-1934.807379	1	8.109136	18.012667	0.237151	0.762849	
147300	-1935.375685	1	8.122431	20.202511	0.189387	0.810613	
147400	-1936.475100	1	6.854037	16.902281	0.154329	0.845671	
147500	-1934.451984	1	7.808854	18.207733	0.202792	0.797208	
147600	-1935.182129	1	7.901168	20.279743	0.173476	0.826524	
147700	-1935.881598	1	7.802322	21.029825	0.159783	0.840217	
147800	-1934.544537	1	7.982699	18.589679	0.208787	0.791213	
147900	-1935.725629	1	8.453553	19.753776	0.222900	0.777100	
148000	-1936.396269	1	7.947290	16.073214	0.307377	0.692623	
148100	-1935.667839	1	6.811873	18.411805	0.128718	0.871282	
148200	-1935.099590	1	7.912847	20.166776	0.175635	0.824365	
148300	-1934.812393	1	7.174827	18.240023	0.153446	0.846554	
148400	-1935.164399	1	7.707970	20.373063	0.160420	0.839580	
148500	-1934.956692	1	7.235169	19.691549	0.139612	0.860388	
148600	-1934.546853	1	7.346911	18.942679	0.154728	0.845272	
148700	-1934.841018	1	7.222869	19.413101	0.141656	0.858344	
148800	-1935.206515	1	7.429267	20.337003	0.144668	0.855332	
148900	-1935.619912	1	7.688913	20.832710	0.155008	0.844992	
149000	-1935.026204	1	8.018346	19.917926	0.186252	0.813748	
149100	-1935.544462	1	8.238302	17.117306	0.289379	0.710621	
149200	-1935.763970	1	8.377851	17.189262	0.304521	0.695479	
149300	-1934.823403	1	7.371301	17.581970	0.180313	0.819687	
149400	-1934.775841	1	7.615437	17.433731	0.205782	0.794218	
149500	-1936.080305	1	7.167213	20.898077	0.126954	0.873046	
149600	-1935.346719	1	8.415757	19.037007	0.236921	0.763079	
149700	-1934.548177	1	7.858464	17.983781	0.213169	0.786831	
149800	-1935.511114	1	6.972972	19.774296	0.124745	0.875255	
149900	-1935.138464	1	8.053089	20.017738	0.187219	0.812781	
150000	-1935.654306	1	7.199906	20.540060	0.130875	0.869125	
150100	-1935.868711	1	7.545152	21.036354	0.145488	0.854512	
150200	-1934.495168	1	7.764367	17.994890	0.204195	0.795805	
150300	-1935.006673	1	8.110607	19.684023	0.196773	0.803227	
150400	-1934.828280	1	8.164039	18.254168	0.235062	0.764938	
150500	-1934.790904	1	7.163275	18.834142	0.144605	0.855395	
150600	-1935.744685	1	8.154502	20.563053	0.186631	0.813369	
150700	-1935.965792	1	7.568701	21.122154	0.146134	0.853866	
150800	-1934.546573	1	7.537684	17.877725	0.187366	0.812634	
150900	-1934.503096	1	7.871330	19.096407	0.189050	0.810950	
151000	-1935.334490	1	7.376459	16.952977	0.197125	0.802875	
151100	-1935.585217	1	7.722458	16.589046	0.248200	0.751800	
151200	-1934.659250	1	7.595020	17.621184	0.198677	0.801323	
151300	-1936.523924	1	7.115245	21.195183	0.122796	0.877204	
151400	-1940.159754	1	9.229789	21.561022	0.250800	0.749200	
151500	-1934.677313	1	7.870687	17.709500	0.222471	0.777529	
151600	-1935.125396	1	7.625392	17.011196	0.220278	0.779722	
151700	-1936.338998	1	8.695809	17.595209	0.326326	0.673674	
151800	-1935.431529	1	8.463309	18.856138	0.246759	0.753241	
151900	-1934.505099	1	7.779053	19.282192	0.179066	0.820934	
152000	-1937.246073	1	6.900090	16.219458	0.174312	0.825688	
152100	-1934.476240	1	7.434490	18.294335	0.170798	0.829202	
152200	-1938.314635	1	8.964841	20.927904	0.241398	0.758602	
152300	-1936.892145	1	8.640457	20.604835	0.221379	0.778621	
152400	-1936.688642	1	6.773959	20.582149	0.109881	0.890119	
152500	-1937.850838	1	6.742103	21.498929	0.104498	0.895502	
152600	-1934.532689	1	7.956771	18.861864	0.200441	0.799559	
152700	-1935.058290	1	8.206264	19.476277	0.208160	0.791840	
152800	-1934.499591	1	7.527335	18.007090	0.183639	0.816361	
152900	-1936.379254	1	6.736957	17.425831	0.137048	0.862952	
153000	-1934.452934	1	7.442988	18.395598	0.169626	0.830374	
153100	-1938.259023	1	8.406431	22.120715	0.185719	0.814281	
153200	-1934.692036	1	7.220141	18.543323	0.151996	0.848004	
153300	-1937.712596	1	6.406194	20.070977	0.095837	0.904163	
153400	-1935.002191	1	7.249280	19.804427	0.139354	0.860646	
153500	-1935.462753	1	8.431325	19.308583	0.231274	0.768726	
153600	-1934.558942	1	7.928127	19.130220	0.192795	0.807205	
153700	-1935.137026	1	8.323144	18.203069	0.253444	0.746556	
153800	-1936.065616	1	8.691851	18.469596	0.284977	0.715023	
153900	-1937.648132	1	8.485943	15.796901	0.417964	0.582036	
154000	-1936.379645	1	8.650696	19.937659	0.235807	0.764193	
154100	-1936.361554	1	6.699752	19.841688	0.110634	0.889366	
154200	-1934.482571	1	7.918903	18.690983	0.200991	0.799009	
154300	-1934.378196	1	7.669345	18.874028	0.177874	0.822126	
154400	-1934.454211	1	7.490233	19.057889	0.162516	0.837484	
154500	-1934.571582	1	8.005742	18.693596	0.208332	0.791668	
154600	-1935.868609	1	7.415309	20.974990	0.139059	0.860941	
154700	-1934.688688	1	7.338705	19.406206	0.148565	0.851435	
154800	-1936.483123	1	8.684733	17.303423	0.341292	0.658708	
154900	-1935.601458	1	8.105726	16.832085	0.286219	0.713781	
155000	-1935.035281	1	7.070632	18.163522	0.147700	0.852300	
155100	-1935.740630	1	7.424026	20.868815	0.140248	0.859752	
155200	-1934.871837	1	7.560890	20.000385	0.155460	0.844540	
155300	-1934.934040	1	8.243955	18.665966	0.230778	0.769222	
155400	-1935.497648	1	8.355261	19.756296	0.214672	0.785328	
155500	-1934.389419	1	7.777430	18.565621	0.192034	0.807966	
155600	-1937.290909	1	8.172519	15.670686	0.373930	0.626070	
155700	-1935.334471	1	7.445954	16.890419	0.205837	0.794163	
155800	-1934.576216	1	7.323077	18.960406	0.152973	0.847027	
155900	-1934.704691	1	8.022556	17.976437	0.229423	0.770577	
156000	-1934.826988	1	8.049287	19.496520	0.195415	0.804585	
156100	-1935.220900	1	8.371919	18.320973	0.254598	0.745402	
156200	-1934.706291	1	7.228978	18.322216	0.155832	0.844168	
156300	-1934.553379	1	7.927048	18.139007	0.215324	0.784676	
156400	-1934.377033	1	7.740230	18.539063	0.189590	0.810410	
156500	-1934.773204	1	7.495608	19.812717	0.153539	0.846461	
156600	-1934.490786	1	7.739908	17.985033	0.202252	0.797748	
156700	-1934.509329	1	7.359492	18.640898	0.159813	0.840187	
156800	-1934.891326	1	7.632128	17.276185	0.212176	0.787824	
156900	-1935.811985	1	7.427514	20.934044	0.139976	0.860024	
157000	-1938.786564	1	7.266044	15.009194	0.270911	0.729089	
157100	-1935.076185	1	7.711192	17.061918	0.227694	0.772306	
157200	-1935.004556	1	8.238937	18.070912	0.248959	0.751041	
157300	-1935.237908	1	7.216139	20.081643	0.135149	0.864851	
157400	-1936.824111	1	7.656121	21.756471	0.146583	0.853417	
157500	-1935.176339	1	7.109694	19.707627	0.132537	0.867463	
157600	-1938.279019	1	6.910732	15.624922	0.194407	0.805593	
157700	-1934.660700	1	7.793619	17.657836	0.216394	0.783606	
157800	-1934.886193	1	7.352220	17.516304	0.180241	0.819759	
157900	-1935.781664	1	8.407455	20.014274	0.213848	0.786152	
158000	-1934.526540	1	7.883767	19.148923	0.189044	0.810956	
158100	-1938.540226	1	9.077358	20.722480	0.255353	0.744647	
158200	-1934.731551	1	7.580067	17.510968	0.200283	0.799717	
158300	-1934.802430	1	7.221787	18.017056	0.160289	0.839711	
158400	-1935.429492	1	8.380363	19.518578	0.221812	0.778188	
158500	-1934.396743	1	7.620422	18.284135	0.185266	0.814734	
158600	-1934.682403	1	7.893417	17.732376	0.224044	0.775956	
158700	-1936.008075	1	7.122783	16.702737	0.180868	0.819132	
158800	-1935.702863	1	6.914071	19.844599	0.121197	0.878803	
158900	-1935.965969	1	8.551764	19.725819	0.232003	0.767997	
159000	-1938.888836	1	6.342260	16.726570	0.122686	0.877314	
159100	-1935.604819	1	7.883993	20.738180	0.167325	0.832675	
159200	-1936.124325	1	8.622280	19.648166	0.240198	0.759802	
159300	-1934.995569	1	8.265440	18.897605	0.226547	0.773453	
159400	-1935.613017	1	8.433738	19.636960	0.223762	0.776238	
159500	-1935.061377	1	7.847335	20.180897	0.171203	0.828797	
159600	-1935.663950	1	6.970625	20.004975	0.122912	0.877088	
159700	-1934.427069	1	7.461388	18.755193	0.165027	0.834973	
159800	-1935.443214	1	7.437066	20.596444	0.142972	0.857028	
159900	-1934.743672	1	8.058973	17.995357	0.232532	0.767468	
160000	-1934.581618	1	7.381440	19.229860	0.153248	0.846752	
160100	-1934.572455	1	7.909238	18.024597	0.216837	0.783163	
160200	-1935.680673	1	8.369930	17.275855	0.298907	0.701093	
160300	-1934.538791	1	7.358160	18.329860	0.164657	0.835343	
160400	-1934.603123	1	7.928133	19.273361	0.190180	0.809820	
160500	-1938.279373	1	8.469237	15.401400	0.449973	0.550027	
160600	-1935.113542	1	8.095462	17.381416	0.259113	0.740887	
160700	-1934.554914	1	7.354768	18.266247	0.165496	0.834504	
160800	-1934.887254	1	7.267809	17.687769	0.169812	0.830188	
160900	-1935.013998	1	7.046797	18.651113	0.139752	0.860248	
161000	-1934.979525	1	7.346320	17.393180	0.182645	0.817355	
161100	-1934.491362	1	7.417021	18.999173	0.158506	0.841494	
