Options:
Model:                           MultiState
Tree File Name:                  Bird.trees
Data File Name:                  BirdTerritory.txt
Log File Name:                   BirdTerritory_covarionON_run1.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            3092223893
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   100
Iterations:                      200500
Burn in:                         500
MCMC ML Start:                   False
Schedule File:                   BirdTerritory_covarionON_run1.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     2
Base frequency (PI's):           None
Pis used in ancestral state estimation:      Yes
Character Symbols:               0,1
Using a covarion model:          True
Normalise Q Matrix:              False
Scale Tree:                      0.001000
Restrictions:
    q01                          None
    q10                          None
Prior Information:
    Prior Categories:            100
    Priors
        q01 - uniform 0.00 100.00 
        q10 - uniform 0.00 100.00 
        CVSwichRate - uniform 0.00 100.00 
Tree Information
     Trees:                      1
     Taxa:                       5669
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	q01	q10	Covar On to Off	 Covar Off to On	Root P(0)	Root P(1)	
58200	-1771.327186	1	12.747213	95.146956	18.496769	18.496769	0.002229	0.997771	
58300	-1771.670009	1	20.802336	57.547188	13.267068	13.267068	0.284224	0.715776	
58400	-1770.415209	1	15.274785	88.454347	16.190771	16.190771	0.007755	0.992245	
58500	-1770.158874	1	13.197646	84.431414	16.509080	16.509080	0.004733	0.995267	
58600	-1768.598565	1	23.036068	39.428828	10.073367	10.073367	0.568812	0.431188	
58700	-1770.232770	1	25.834901	43.709423	12.584041	12.584041	0.556150	0.443850	
58800	-1772.130197	1	28.064319	31.672120	7.645982	7.645982	0.675510	0.324490	
58900	-1768.828386	1	24.997070	41.194354	9.989757	9.989757	0.576387	0.423613	
59000	-1769.496651	1	25.926529	43.497506	9.687103	9.687103	0.568424	0.431576	
59100	-1770.407543	1	23.293623	49.859736	12.838979	12.838979	0.437384	0.562616	
59200	-1769.968943	1	24.532508	49.696355	11.659429	11.659429	0.482620	0.517380	
59300	-1770.631528	1	13.652973	79.046294	15.292664	15.292664	0.008682	0.991318	
59400	-1770.520999	1	22.361197	49.224801	13.016967	13.016967	0.415591	0.584409	
59500	-1769.723411	1	25.349550	47.723968	10.804933	10.804933	0.522326	0.477674	
59600	-1769.123943	1	26.270214	39.245044	9.965925	9.965925	0.604931	0.395069	
59700	-1770.212128	1	20.421439	38.191802	11.352518	11.352518	0.526016	0.473984	
59800	-1769.557193	1	24.048397	33.700432	11.277846	11.277846	0.637254	0.362746	
59900	-1770.280662	1	21.361904	43.482734	12.590123	12.590123	0.464720	0.535280	
60000	-1773.060133	1	27.706684	46.004398	7.962074	7.962074	0.569435	0.430565	
60100	-1769.339516	1	24.785412	31.211485	8.802632	8.802632	0.660554	0.339446	
60200	-1769.500711	1	23.077017	44.776747	12.031842	12.031842	0.499313	0.500687	
60300	-1771.716538	1	15.811142	79.443754	18.497301	18.497301	0.013008	0.986992	
60400	-1771.061359	1	15.552332	77.437379	16.747580	16.747580	0.015644	0.984356	
60500	-1771.864204	1	10.100522	89.786737	17.498206	17.498206	0.001091	0.998909	
60600	-1771.682381	1	14.658805	86.354087	19.734075	19.734075	0.006060	0.993940	
60700	-1772.032042	1	18.887588	31.355767	8.088438	8.088438	0.605298	0.394702	
60800	-1769.858482	1	25.283852	31.616337	8.059811	8.059811	0.656102	0.343898	
60900	-1769.878870	1	23.546505	40.679760	12.594754	12.594754	0.551455	0.448545	
61000	-1769.788298	1	20.797088	43.899965	10.598766	10.598766	0.470454	0.529546	
61100	-1770.529590	1	25.067557	42.119160	13.112563	13.112563	0.559121	0.440879	
61200	-1771.648720	1	24.739037	57.031727	12.771252	12.771252	0.403213	0.596787	
61300	-1771.765824	1	20.266538	32.901709	11.771587	11.771587	0.593558	0.406442	
61400	-1770.169196	1	24.474907	36.807458	7.590849	7.590849	0.607475	0.392525	
61500	-1768.601480	1	24.178872	34.945844	9.632459	9.632459	0.622917	0.377083	
61600	-1771.023386	1	21.586955	50.597282	13.426081	13.426081	0.368732	0.631268	
61700	-1769.509356	1	24.412000	45.949529	11.820969	11.820969	0.515278	0.484722	
61800	-1768.638661	1	23.162406	39.610480	10.515296	10.515296	0.566722	0.433278	
61900	-1769.773343	1	27.345765	38.863426	10.790533	10.790533	0.621333	0.378667	
62000	-1769.939696	1	21.775961	46.091000	12.192700	12.192700	0.448185	0.551815	
62100	-1770.455716	1	14.235802	84.036580	15.149112	15.149112	0.007918	0.992082	
62200	-1768.966326	1	21.770912	35.089945	9.476098	9.476098	0.597472	0.402528	
62300	-1770.740542	1	24.178407	27.183784	8.313858	8.313858	0.694978	0.305022	
62400	-1768.716778	1	22.831331	39.563255	9.533928	9.533928	0.567477	0.432523	
62500	-1770.095922	1	20.492636	45.159517	10.777459	10.777459	0.443046	0.556954	
62600	-1768.808669	1	22.272861	38.141299	10.460705	10.460705	0.569172	0.430828	
62700	-1769.178032	1	23.975802	43.046071	9.386518	9.386518	0.552379	0.447621	
62800	-1769.745825	1	20.911503	32.525570	8.791573	8.791573	0.615020	0.384980	
62900	-1768.764071	1	23.594129	41.981736	10.041433	10.041433	0.552773	0.447227	
63000	-1769.583486	1	21.409927	40.489743	11.524188	11.524188	0.517846	0.482154	
63100	-1771.883163	1	23.938901	59.045780	12.965436	12.965436	0.362233	0.637767	
63200	-1771.098306	1	24.331038	54.237742	12.833683	12.833683	0.418487	0.581513	
63300	-1774.433705	1	10.805041	72.208279	12.999026	12.999026	0.006092	0.993908	
63400	-1771.897037	1	14.139501	75.031461	13.733362	13.733362	0.017303	0.982697	
63500	-1771.350501	1	16.556009	85.121638	18.252332	18.252332	0.011777	0.988223	
63600	-1770.432986	1	13.775470	84.688154	17.924062	17.924062	0.005267	0.994733	
63700	-1769.378392	1	23.151402	45.634746	11.647310	11.647310	0.495358	0.504642	
63800	-1771.832327	1	20.481080	58.738120	12.239586	12.239586	0.286011	0.713989	
63900	-1771.184680	1	27.437462	50.195524	10.262474	10.262474	0.533538	0.466462	
64000	-1773.158573	1	20.596332	79.532260	14.341130	14.341130	0.079831	0.920169	
64100	-1772.028553	1	10.591487	94.216285	17.783295	17.783295	0.001095	0.998905	
64200	-1768.802914	1	24.525399	33.840998	9.893583	9.893583	0.637212	0.362788	
64300	-1770.510682	1	25.630698	43.887578	8.526912	8.526912	0.566430	0.433570	
64400	-1774.953071	1	29.254158	37.905409	14.413249	14.413249	0.688933	0.311067	
64500	-1770.750934	1	19.281861	40.628280	10.281587	10.281587	0.471637	0.528363	
64600	-1768.898557	1	22.394940	39.634336	9.320728	9.320728	0.562264	0.437736	
64700	-1772.267963	1	21.650994	58.297610	14.518719	14.518719	0.282297	0.717703	
64800	-1773.518179	1	16.191458	62.455187	13.766884	13.766884	0.114226	0.885774	
64900	-1768.592047	1	23.572640	37.051971	9.208879	9.208879	0.598641	0.401359	
65000	-1770.217893	1	26.858439	37.089417	8.352206	8.352206	0.622648	0.377352	
65100	-1770.204105	1	26.149999	37.093874	8.035859	8.035859	0.616702	0.383298	
65200	-1769.860741	1	24.960097	43.500204	12.450411	12.450411	0.545317	0.454683	
65300	-1768.852905	1	22.395579	35.433823	10.262363	10.262363	0.599578	0.400422	
65400	-1773.373505	1	15.893243	96.922984	20.577880	20.577880	0.005290	0.994710	
65500	-1771.143717	1	15.481533	79.206803	17.670845	17.670845	0.012615	0.987385	
65600	-1770.060518	1	25.092529	35.387011	12.016209	12.016209	0.633564	0.366436	
65700	-1773.128746	1	18.391042	56.166206	10.725982	10.725982	0.277028	0.722972	
65800	-1769.888627	1	23.509548	28.913357	9.341148	9.341148	0.676489	0.323511	
65900	-1769.130745	1	22.316087	39.273556	11.300442	11.300442	0.552826	0.447174	
66000	-1769.302449	1	21.882960	37.396995	11.151845	11.151845	0.567760	0.432240	
66100	-1770.622719	1	15.511596	84.884313	17.574808	17.574808	0.009182	0.990818	
66200	-1772.027742	1	20.116849	59.038233	13.615639	13.615639	0.249996	0.750004	
66300	-1769.337420	1	22.255910	42.647311	9.359579	9.359579	0.531715	0.468285	
66400	-1769.831567	1	25.104328	34.864494	11.682662	11.682662	0.638618	0.361382	
66500	-1773.098662	1	21.922947	46.294742	15.420970	15.420970	0.409475	0.590525	
66600	-1770.186692	1	25.865929	48.895516	11.730527	11.730527	0.512858	0.487142	
66700	-1769.648845	1	20.978573	42.719705	9.940571	9.940571	0.498552	0.501448	
66800	-1770.543518	1	20.127313	32.396926	8.204306	8.204306	0.609092	0.390908	
66900	-1768.991443	1	25.091199	41.660763	11.052389	11.052389	0.570410	0.429590	
67000	-1770.008338	1	21.632807	29.818097	9.304125	9.304125	0.649729	0.350271	
67100	-1771.270082	1	27.414161	34.325553	12.065321	12.065321	0.683159	0.316841	
67200	-1769.136873	1	21.581625	36.427200	8.931619	8.931619	0.583967	0.416033	
67300	-1769.004266	1	24.765937	35.585230	8.616248	8.616248	0.620408	0.379592	
67400	-1769.912807	1	26.809945	41.068019	11.669037	11.669037	0.595870	0.404130	
67500	-1769.748616	1	26.834476	39.928375	9.151199	9.151199	0.603165	0.396835	
67600	-1773.422103	1	17.999231	58.598897	15.197167	15.197167	0.173727	0.826273	
67700	-1769.140558	1	26.278369	36.270410	9.987456	9.987456	0.631453	0.368547	
67800	-1770.353523	1	24.743968	43.672391	13.037960	13.037960	0.537005	0.462995	
67900	-1770.409577	1	24.010956	46.546556	13.132311	13.132311	0.489581	0.510419	
68000	-1768.987595	1	25.408165	36.947615	10.762932	10.762932	0.618146	0.381854	
68100	-1769.084515	1	24.617739	32.015821	9.574211	9.574211	0.655077	0.344923	
68200	-1770.032523	1	25.270979	31.774349	11.006842	11.006842	0.673684	0.326316	
68300	-1768.843979	1	23.156511	42.487598	10.117355	10.117355	0.541308	0.458692	
68400	-1769.382829	1	26.081380	40.879464	9.329595	9.329595	0.589996	0.410004	
68500	-1772.408875	1	14.807360	81.025400	12.964737	12.964737	0.016406	0.983594	
68600	-1774.924520	1	9.643923	80.872035	21.006598	21.006598	0.001493	0.998507	
68700	-1771.125244	1	17.009138	90.188762	15.882466	15.882466	0.012142	0.987858	
68800	-1769.410739	1	22.084241	44.489191	9.963592	9.963592	0.504029	0.495971	
68900	-1769.626841	1	21.179395	35.590154	8.356152	8.356152	0.589353	0.410647	
69000	-1771.572140	1	23.821198	43.009700	14.177372	14.177372	0.520462	0.479538	
69100	-1769.355829	1	25.115233	44.190647	9.710139	9.710139	0.554710	0.445290	
69200	-1771.633098	1	27.794525	45.403504	13.019475	13.019475	0.566875	0.433125	
69300	-1769.155591	1	23.050214	31.523758	9.634489	9.634489	0.645705	0.354295	
69400	-1769.726166	1	22.683915	33.024723	11.125768	11.125768	0.628178	0.371822	
69500	-1768.985944	1	22.595716	42.500195	9.914156	9.914156	0.533843	0.466157	
69600	-1769.663705	1	21.577191	46.043488	11.092341	11.092341	0.459309	0.540691	
69700	-1769.158842	1	21.267467	37.187042	9.562382	9.562382	0.568943	0.431057	
69800	-1770.037704	1	26.536320	47.113079	11.108530	11.108530	0.541311	0.458689	
69900	-1770.406466	1	24.056023	52.432400	11.617906	11.617906	0.447022	0.552978	
70000	-1773.034608	1	19.032923	28.430534	9.524905	9.524905	0.638416	0.361584	
70100	-1769.220874	1	25.773294	39.274168	11.201781	11.201781	0.600388	0.399612	
70200	-1769.303614	1	22.097389	33.826258	10.525192	10.525192	0.612471	0.387529	
70300	-1769.028846	1	23.572483	40.121793	11.509695	11.509695	0.562978	0.437022	
70400	-1770.843347	1	12.548450	85.340378	14.888653	14.888653	0.004041	0.995959	
70500	-1770.858945	1	15.266798	82.709213	17.994516	17.994516	0.009397	0.990603	
70600	-1769.159494	1	26.315159	36.840875	9.577766	9.577766	0.625074	0.374926	
70700	-1769.098816	1	23.982077	38.969518	11.563239	11.563239	0.580663	0.419337	
70800	-1768.545753	1	23.449872	36.046699	9.976692	9.976692	0.605753	0.394247	
70900	-1771.476927	1	16.122204	91.914563	14.869543	14.869543	0.009534	0.990466	
71000	-1770.912810	1	15.549762	87.651474	18.278003	18.278003	0.007705	0.992295	
71100	-1769.676150	1	25.340486	37.911425	11.918566	11.918566	0.609107	0.390893	
71200	-1768.591877	1	22.906527	38.183731	10.176102	10.176102	0.578693	0.421307	
71300	-1772.696388	1	21.271576	41.932728	7.093712	7.093712	0.543381	0.456619	
71400	-1770.078984	1	24.166987	28.567682	8.480264	8.480264	0.680663	0.319337	
71500	-1769.305393	1	21.497088	38.551881	8.947267	8.947267	0.562285	0.437715	
71600	-1772.839744	1	22.767790	24.069951	8.845018	8.845018	0.725078	0.274922	
71700	-1770.511831	1	14.343945	88.917653	15.531079	15.531079	0.005920	0.994080	
71800	-1774.805892	1	24.022696	74.661072	12.957505	12.957505	0.253524	0.746476	
71900	-1772.257508	1	13.387656	71.772931	17.092144	17.092144	0.010825	0.989175	
72000	-1773.374087	1	23.721919	27.368344	12.181979	12.181979	0.719621	0.280379	
72100	-1770.017414	1	24.328411	37.660508	12.437704	12.437704	0.598153	0.401847	
72200	-1771.608525	1	20.629461	41.809229	7.800807	7.800807	0.527136	0.472864	
72300	-1769.334445	1	26.469293	41.116990	10.677180	10.677180	0.591375	0.408625	
72400	-1770.020308	1	20.775898	42.910548	9.412389	9.412389	0.498698	0.501302	
72500	-1769.979165	1	21.007994	42.490763	11.891661	11.891661	0.476571	0.523429	
72600	-1770.088058	1	22.422521	42.970468	8.535816	8.535816	0.538749	0.461251	
72700	-1769.108914	1	22.790011	44.283392	10.300203	10.300203	0.516199	0.483801	
72800	-1768.994662	1	25.816298	39.676257	9.761425	9.761425	0.597047	0.402953	
72900	-1769.503450	1	26.733898	38.911410	10.934300	10.934300	0.614374	0.385626	
73000	-1771.909169	1	27.091650	39.456094	13.430083	13.430083	0.620021	0.379979	
73100	-1769.830941	1	25.187534	48.596356	11.054248	11.054248	0.510376	0.489624	
73200	-1771.810233	1	21.149232	31.246853	6.554204	6.554204	0.629327	0.370673	
73300	-1770.184935	1	27.449741	39.115199	8.943436	8.943436	0.613675	0.386325	
73400	-1769.309186	1	21.889280	44.054959	10.892273	10.892273	0.492995	0.507005	
73500	-1768.714682	1	24.865429	40.327444	10.173735	10.173735	0.581874	0.418126	
73600	-1773.033306	1	21.882768	63.105977	15.151146	15.151146	0.244609	0.755391	
73700	-1769.203395	1	22.390634	32.211557	9.836083	9.836083	0.632712	0.367288	
73800	-1768.620307	1	23.116109	39.702234	9.828558	9.828558	0.568409	0.431591	
73900	-1769.293415	1	21.839759	37.959371	8.638255	8.638255	0.574123	0.425877	
74000	-1770.261619	1	23.312710	44.216643	13.068242	13.068242	0.501748	0.498252	
74100	-1769.135668	1	21.461948	35.707053	9.093643	9.093643	0.588877	0.411123	
74200	-1771.937014	1	22.295202	38.072971	13.892074	13.892074	0.554126	0.445874	
74300	-1773.436277	1	17.678156	39.617526	12.092138	12.092138	0.390843	0.609157	
74400	-1772.151288	1	26.057189	51.313268	13.999418	13.999418	0.474833	0.525167	
74500	-1768.758361	1	23.854856	33.981348	8.894196	8.894196	0.627594	0.372406	
74600	-1769.682613	1	24.997139	45.862384	11.978523	11.978523	0.525029	0.474971	
74700	-1771.654027	1	18.519337	37.466979	9.323039	9.323039	0.506784	0.493216	
74800	-1769.786908	1	21.931122	30.312668	8.262992	8.262992	0.645212	0.354788	
74900	-1769.036047	1	25.367292	33.857017	9.082707	9.082707	0.641616	0.358384	
75000	-1771.964966	1	26.096593	52.252422	9.320598	9.320598	0.511946	0.488054	
75100	-1771.965610	1	11.261947	76.174334	14.764121	14.764121	0.004328	0.995672	
75200	-1771.128508	1	15.164144	76.397880	16.711495	16.711495	0.014891	0.985109	
75300	-1768.669442	1	23.234240	36.453700	8.998803	8.998803	0.600891	0.399109	
75400	-1770.745000	1	15.062594	92.511723	16.211925	16.211925	0.005803	0.994197	
75500	-1770.981822	1	23.662398	48.151006	13.693952	13.693952	0.456764	0.543236	
75600	-1768.913339	1	22.441412	37.303025	10.786955	10.786955	0.579092	0.420908	
75700	-1769.389103	1	23.329116	36.444794	8.035326	8.035326	0.602540	0.397460	
75800	-1770.430024	1	23.348690	27.539745	8.686563	8.686563	0.686431	0.313569	
75900	-1769.248731	1	24.213028	35.168300	8.163957	8.163957	0.618972	0.381028	
76000	-1770.379516	1	13.698780	81.020825	16.979995	16.979995	0.006663	0.993337	
76100	-1772.238425	1	18.911553	77.350074	16.064560	16.064560	0.046200	0.953800	
76200	-1772.265803	1	18.784140	47.547831	13.337852	13.337852	0.306202	0.693798	
76300	-1769.653901	1	25.964461	42.015272	11.814550	11.814550	0.576299	0.423701	
76400	-1772.939542	1	23.189624	50.177589	15.405071	15.405071	0.399034	0.600966	
76500	-1769.849676	1	24.163816	31.786761	11.017447	11.017447	0.659407	0.340593	
76600	-1769.097677	1	22.426036	37.186538	11.101635	11.101635	0.578938	0.421062	
76700	-1770.724612	1	11.528199	84.414319	17.525173	17.525173	0.002440	0.997560	
76800	-1771.194016	1	15.427609	77.270852	17.160701	17.160701	0.014642	0.985358	
76900	-1768.677147	1	24.515684	39.999106	9.755140	9.755140	0.581931	0.418069	
77000	-1770.742423	1	28.154895	46.188085	10.847467	10.847467	0.567665	0.432335	
77100	-1772.668039	1	19.944005	77.431013	15.243347	15.243347	0.068853	0.931147	
77200	-1774.265284	1	24.042628	53.252259	16.229341	16.229341	0.379325	0.620675	
77300	-1770.894272	1	16.141097	80.789155	16.944419	16.944419	0.014788	0.985212	
77400	-1772.344871	1	14.595319	71.446041	17.167316	17.167316	0.016972	0.983028	
77500	-1771.284970	1	21.101280	29.452042	10.633754	10.633754	0.650406	0.349594	
77600	-1772.457227	1	18.696487	34.999944	11.317671	11.317671	0.526791	0.473209	
77700	-1768.660741	1	24.854834	37.256085	10.252657	10.252657	0.608861	0.391139	
77800	-1769.025177	1	22.233365	42.602065	10.508914	10.508914	0.520758	0.479242	
77900	-1768.971084	1	23.374335	32.011515	8.988973	8.988973	0.642001	0.357999	
78000	-1772.572014	1	18.107621	40.812833	11.896935	11.896935	0.394194	0.605806	
78100	-1770.637997	1	13.245945	89.100777	15.431826	15.431826	0.004008	0.995992	
78200	-1768.890844	1	22.900623	41.684445	9.678112	9.678112	0.548114	0.451886	
78300	-1768.760224	1	22.611597	40.735215	10.186523	10.186523	0.549367	0.450633	
78400	-1769.207083	1	25.809208	42.498801	9.980409	9.980409	0.574184	0.425816	
78500	-1770.371711	1	27.553612	39.037651	11.681078	11.681078	0.625527	0.374473	
78600	-1769.745943	1	23.577047	47.567746	12.081347	12.081347	0.479113	0.520887	
78700	-1770.969945	1	12.461701	92.185827	15.960948	15.960948	0.002435	0.997565	
78800	-1770.505682	1	14.314832	79.494253	16.541906	16.541906	0.009338	0.990662	
78900	-1772.827776	1	17.702434	66.543813	15.114061	15.114061	0.099567	0.900433	
79000	-1770.362603	1	14.129765	84.067194	15.358220	15.358220	0.007441	0.992559	
79100	-1773.142307	1	17.589024	96.600445	19.422564	19.422564	0.008383	0.991617	
79200	-1770.503522	1	15.709788	83.524047	16.684274	16.684274	0.011262	0.988738	
79300	-1770.950899	1	12.533361	81.264263	14.695035	14.695035	0.005295	0.994705	
79400	-1774.597740	1	18.546874	94.668708	13.135191	13.135191	0.021146	0.978854	
79500	-1769.649053	1	26.363615	43.082183	11.453006	11.453006	0.572153	0.427847	
79600	-1768.773938	1	24.509547	36.776926	8.952858	8.952858	0.609143	0.390857	
79700	-1771.797179	1	24.838321	32.172285	12.748998	12.748998	0.672818	0.327182	
79800	-1770.291253	1	21.137018	45.868696	9.542946	9.542946	0.474126	0.525874	
79900	-1770.688210	1	13.612258	93.161170	16.698410	16.698410	0.003370	0.996630	
80000	-1769.491479	1	22.710704	43.506369	12.035098	12.035098	0.505838	0.494162	
80100	-1772.373911	1	11.662597	97.702837	19.147228	19.147228	0.001441	0.998559	
80200	-1770.740527	1	15.024256	78.503758	15.417383	15.417383	0.014215	0.985785	
80300	-1774.275430	1	30.072277	26.505536	8.709502	8.709502	0.823617	0.176383	
80400	-1771.633683	1	19.868594	40.706610	12.914655	12.914655	0.452177	0.547823	
80500	-1769.817753	1	27.296211	39.969740	11.006505	11.006505	0.610947	0.389053	
80600	-1770.855760	1	16.685229	83.391712	16.615909	16.615909	0.015226	0.984774	
80700	-1770.326303	1	13.271519	89.650371	17.132838	17.132838	0.003528	0.996472	
80800	-1773.893515	1	8.949710	90.226597	15.454551	15.454551	0.000647	0.999353	
80900	-1771.050269	1	13.049168	83.600465	18.940699	18.940699	0.004247	0.995753	
81000	-1769.245832	1	25.123061	44.990162	10.626059	10.626059	0.543424	0.456576	
81100	-1769.476695	1	26.534276	36.354447	10.774667	10.774667	0.636779	0.363221	
81200	-1769.650353	1	25.674800	45.971571	11.465811	11.465811	0.537588	0.462412	
81300	-1770.559667	1	26.961713	40.794251	12.385227	12.385227	0.601168	0.398832	
81400	-1770.830768	1	28.739181	35.180659	9.317708	9.317708	0.665461	0.334539	
81500	-1770.622288	1	13.140369	79.198659	15.446209	15.446209	0.007002	0.992998	
81600	-1769.267900	1	22.869549	33.089234	10.593045	10.593045	0.629229	0.370771	
81700	-1769.180538	1	25.651232	40.957049	11.197765	11.197765	0.583278	0.416722	
81800	-1770.352604	1	23.109014	38.155231	12.791802	12.791802	0.572814	0.427186	
81900	-1771.860871	1	15.851636	81.340346	13.533912	13.533912	0.020376	0.979624	
82000	-1772.580756	1	18.711228	43.896507	13.291549	13.291549	0.349226	0.650774	
82100	-1771.002037	1	27.735545	49.025114	11.556141	11.556141	0.538768	0.461232	
82200	-1770.347075	1	21.640700	41.062927	12.691625	12.691625	0.504964	0.495036	
82300	-1771.785757	1	27.862165	35.551631	12.519824	12.519824	0.678402	0.321598	
82400	-1769.051754	1	21.563535	39.380318	9.871979	9.871979	0.548377	0.451623	
82500	-1769.192539	1	26.177314	39.919686	9.632666	9.632666	0.598281	0.401719	
82600	-1769.994788	1	23.505163	42.071591	8.323457	8.323457	0.560492	0.439508	
82700	-1769.981768	1	20.104947	39.468854	9.989417	9.989417	0.515515	0.484485	
82800	-1770.546557	1	14.388397	86.837029	18.129090	18.129090	0.005679	0.994321	
82900	-1770.373646	1	13.642656	90.425832	17.210282	17.210282	0.003834	0.996166	
83000	-1771.004835	1	25.811524	41.178540	13.287671	13.287671	0.580724	0.419276	
83100	-1769.730120	1	27.138852	34.507770	9.922276	9.922276	0.658215	0.341785	
83200	-1769.941937	1	20.968521	39.426457	11.646637	11.646637	0.519978	0.480022	
83300	-1768.870627	1	24.321431	38.268577	11.110483	11.110483	0.592992	0.407008	
83400	-1771.154086	1	25.264759	26.860520	8.517743	8.517743	0.712251	0.287749	
83500	-1769.785232	1	23.753644	30.025420	10.123048	10.123048	0.670679	0.329321	
83600	-1768.910371	1	24.491868	33.553120	10.125205	10.125205	0.640471	0.359529	
83700	-1769.156532	1	21.404398	39.769035	10.334887	10.334887	0.537356	0.462644	
83800	-1770.286713	1	24.480468	47.640094	12.818840	12.818840	0.490517	0.509483	
83900	-1768.972890	1	22.667522	43.024283	10.240376	10.240376	0.527044	0.472956	
84000	-1769.134188	1	25.098092	43.369271	11.142470	11.142470	0.554636	0.445364	
84100	-1770.741340	1	15.128762	86.974371	14.953255	14.953255	0.009164	0.990836	
84200	-1770.756673	1	15.236507	80.044501	17.161252	17.161252	0.011541	0.988459	
84300	-1771.365829	1	11.198563	89.190914	18.704507	18.704507	0.001714	0.998286	
84400	-1772.198211	1	12.627796	72.819395	17.343343	17.343343	0.007425	0.992575	
84500	-1771.651194	1	16.531243	76.423761	14.307709	14.307709	0.031778	0.968222	
84600	-1769.984300	1	22.428879	39.860570	8.065160	8.065160	0.567481	0.432519	
84700	-1770.627846	1	27.387812	45.723523	12.024395	12.024395	0.560245	0.439755	
84800	-1768.575743	1	24.624336	37.651223	9.956232	9.956232	0.602959	0.397041	
84900	-1768.890008	1	23.287286	41.394590	11.176114	11.176114	0.546997	0.453003	
85000	-1769.252620	1	26.354659	36.169628	9.321059	9.321059	0.630356	0.369644	
85100	-1769.458765	1	25.826975	43.980041	9.861626	9.861626	0.563245	0.436755	
85200	-1771.387327	1	15.894772	81.136412	14.069508	14.069508	0.019110	0.980890	
85300	-1771.005004	1	12.577660	85.369902	14.656823	14.656823	0.004185	0.995815	
85400	-1770.220212	1	24.495248	31.652796	7.469219	7.469219	0.647339	0.352661	
85500	-1771.891609	1	19.088803	48.165764	9.872750	9.872750	0.381023	0.618977	
85600	-1768.965818	1	25.551303	39.464095	9.490367	9.490367	0.596380	0.403620	
85700	-1769.576431	1	21.168037	41.572327	11.267820	11.267820	0.500707	0.499293	
85800	-1770.226537	1	23.573633	31.809885	11.425559	11.425559	0.653468	0.346532	
85900	-1768.619317	1	24.818201	37.556116	9.737027	9.737027	0.605630	0.394370	
86000	-1769.179306	1	22.025068	40.349781	11.244727	11.244727	0.535343	0.464657	
86100	-1771.328986	1	21.915546	26.821770	9.417213	9.417213	0.686095	0.313905	
86200	-1770.993189	1	22.462822	53.366948	10.477969	10.477969	0.419203	0.580797	
86300	-1769.149326	1	26.280491	37.492443	9.551696	9.551696	0.619030	0.380970	
86400	-1770.779488	1	24.220128	51.721196	12.955303	12.955303	0.439606	0.560394	
86500	-1771.305533	1	19.325462	46.747613	12.303786	12.303786	0.353875	0.646125	
86600	-1769.973437	1	23.159103	33.302952	7.430093	7.430093	0.625728	0.374272	
86700	-1769.682530	1	24.678736	29.864915	8.715261	8.715261	0.672883	0.327117	
86800	-1770.085381	1	26.245546	47.471363	11.613286	11.613286	0.531684	0.468316	
86900	-1771.205945	1	21.181375	41.260258	13.354576	13.354576	0.482645	0.517355	
87000	-1773.904010	1	31.698823	46.615523	9.822065	9.822065	0.597326	0.402674	
87100	-1768.675250	1	23.426071	38.742196	10.750857	10.750857	0.577905	0.422095	
87200	-1770.321887	1	24.199062	40.145437	12.961939	12.961939	0.567320	0.432680	
87300	-1769.170787	1	21.904777	38.661524	8.898506	8.898506	0.567158	0.432842	
87400	-1772.738214	1	21.787083	57.566304	15.170044	15.170044	0.282716	0.717284	
87500	-1769.619651	1	22.857242	33.647583	11.225019	11.225019	0.623388	0.376612	
87600	-1769.235366	1	24.561804	31.654733	9.878802	9.878802	0.659848	0.340152	
87700	-1770.073205	1	27.060638	41.669761	11.716931	11.716931	0.593265	0.406735	
87800	-1773.151330	1	24.881445	62.533210	11.220080	11.220080	0.389643	0.610357	
87900	-1768.925538	1	23.226357	39.088140	8.886670	8.886670	0.578798	0.421202	
88000	-1769.644058	1	24.508649	47.385844	11.720799	11.720799	0.503755	0.496245	
88100	-1769.488006	1	21.719085	31.490563	8.721461	8.721461	0.632812	0.367188	
88200	-1770.962021	1	14.808536	92.664736	15.566145	15.566145	0.005593	0.994407	
88300	-1769.489730	1	25.958084	44.909248	10.878212	10.878212	0.553350	0.446650	
88400	-1770.449051	1	25.181393	32.345057	11.655063	11.655063	0.669486	0.330514	
88500	-1768.571003	1	23.882583	39.771020	9.991543	9.991543	0.576375	0.423625	
88600	-1771.031443	1	26.544532	29.407125	8.029700	8.029700	0.689520	0.310480	
88700	-1769.001539	1	25.578909	39.126784	10.862902	10.862902	0.599509	0.400491	
88800	-1769.232546	1	24.268845	41.343722	11.799643	11.799643	0.559582	0.440418	
88900	-1769.068499	1	22.539488	40.930810	9.225955	9.225955	0.552949	0.447051	
89000	-1768.749372	1	24.211968	37.944267	9.031132	9.031132	0.597128	0.402872	
89100	-1770.310080	1	20.004881	43.869639	10.561512	10.561512	0.447314	0.552686	
89200	-1771.358156	1	19.149064	41.400929	11.842879	11.842879	0.429524	0.570476	
89300	-1769.306744	1	22.810263	31.375119	8.380781	8.380781	0.641999	0.358001	
89400	-1770.711717	1	27.363504	40.580253	12.309612	12.309612	0.608724	0.391276	
