Options:
Model:                           MultiState
Tree File Name:                  Bird.trees
Data File Name:                  BirdTerritory.txt
Log File Name:                   BirdTerritory_covarionON_run1.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            3092223893
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   100
Iterations:                      200500
Burn in:                         500
MCMC ML Start:                   False
Schedule File:                   BirdTerritory_covarionON_run1.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     2
Base frequency (PI's):           None
Pis used in ancestral state estimation:      Yes
Character Symbols:               0,1
Using a covarion model:          True
Normalise Q Matrix:              False
Scale Tree:                      0.001000
Restrictions:
    q01                          None
    q10                          None
Prior Information:
    Prior Categories:            100
    Priors
        q01 - uniform 0.00 100.00 
        q10 - uniform 0.00 100.00 
        CVSwichRate - uniform 0.00 100.00 
Tree Information
     Trees:                      1
     Taxa:                       5669
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	q01	q10	Covar On to Off	 Covar Off to On	Root P(0)	Root P(1)	
120800	-1771.666413	1	20.324406	56.440229	13.248230	13.248230	0.279274	0.720726	
120900	-1772.891028	1	17.192566	86.314491	19.859536	19.859536	0.012258	0.987742	
121000	-1770.699390	1	15.299238	89.261286	15.413974	15.413974	0.008047	0.991953	
121100	-1770.788461	1	14.803383	93.266608	17.514969	17.514969	0.004771	0.995229	
121200	-1771.057674	1	17.297066	84.737767	16.381535	16.381535	0.017072	0.982928	
121300	-1772.834567	1	21.375715	65.936108	14.535309	14.535309	0.219850	0.780150	
121400	-1770.231185	1	14.266224	85.887790	17.246982	17.246982	0.005997	0.994003	
121500	-1773.365300	1	15.609501	87.645562	21.120405	21.120405	0.007384	0.992616	
121600	-1773.515869	1	25.241574	57.829355	15.003390	15.003390	0.378093	0.621907	
121700	-1772.153235	1	23.739161	37.339864	14.059181	14.059181	0.591404	0.408596	
121800	-1769.006807	1	25.377518	42.006804	10.764928	10.764928	0.571592	0.428408	
121900	-1768.576071	1	24.598677	37.371779	10.016515	10.016515	0.605190	0.394810	
122000	-1771.642475	1	16.166606	79.987764	13.864680	13.864680	0.023330	0.976670	
122100	-1772.374219	1	25.318877	49.078333	14.579811	14.579811	0.478376	0.521624	
122200	-1770.120532	1	22.820308	49.356402	12.380813	12.380813	0.436557	0.563443	
122300	-1768.817806	1	22.961234	39.859170	9.287545	9.287545	0.567622	0.432378	
122400	-1769.677405	1	25.944414	41.716704	11.866328	11.866328	0.578802	0.421198	
122500	-1770.508388	1	11.897324	87.125239	17.164832	17.164832	0.002455	0.997545	
122600	-1771.827544	1	14.140065	84.593711	19.926035	19.926035	0.005639	0.994361	
122700	-1769.267942	1	22.311201	40.797610	11.581972	11.581972	0.533164	0.466836	
122800	-1769.156714	1	26.149339	39.631117	10.702577	10.702577	0.601041	0.398959	
122900	-1770.403672	1	25.820882	48.596395	12.332923	12.332923	0.510244	0.489756	
123000	-1771.612204	1	13.757180	74.085670	14.471542	14.471542	0.014285	0.985715	
123100	-1768.902159	1	23.870738	40.928313	11.277858	11.277858	0.560182	0.439818	
123200	-1769.569173	1	23.003887	45.003454	9.447571	9.447571	0.521786	0.478214	
123300	-1769.464868	1	23.572140	35.737756	11.615649	11.615649	0.609409	0.390591	
123400	-1770.692328	1	13.269400	77.860658	15.915844	15.915844	0.007624	0.992376	
123500	-1770.958796	1	22.557611	54.076909	12.902358	12.902358	0.370501	0.629499	
123600	-1768.727929	1	24.910255	38.161290	10.554766	10.554766	0.601169	0.398831	
123700	-1770.069253	1	27.965045	37.814087	9.773889	9.773889	0.633231	0.366769	
123800	-1768.834067	1	24.447150	42.535834	10.322167	10.322167	0.557468	0.442532	
123900	-1769.235534	1	25.420146	32.394258	9.664015	9.664015	0.659629	0.340371	
124000	-1769.188925	1	21.961803	40.453133	9.204477	9.204477	0.549113	0.450887	
124100	-1772.177309	1	21.737654	62.127639	12.505812	12.505812	0.291427	0.708573	
124200	-1770.142743	1	14.024750	84.459862	16.394741	16.394741	0.006361	0.993639	
124300	-1770.371717	1	13.025776	88.505252	17.655569	17.655569	0.003377	0.996623	
124400	-1773.168854	1	20.429843	86.371545	17.296405	17.296405	0.031574	0.968426	
124500	-1772.719196	1	17.035946	68.254976	13.843778	13.843778	0.086784	0.913216	
124600	-1772.014520	1	14.063483	77.648877	13.351076	13.351076	0.014844	0.985156	
124700	-1772.710164	1	17.257389	68.787090	15.863494	15.863494	0.062984	0.937016	
124800	-1769.572139	1	24.926602	32.676528	10.846700	10.846700	0.657632	0.342368	
124900	-1768.733413	1	22.328259	37.889771	9.517658	9.517658	0.576818	0.423182	
125000	-1770.256555	1	20.498825	43.207906	11.862202	11.862202	0.451214	0.548786	
125100	-1769.969880	1	25.736384	46.983238	11.921253	11.921253	0.526639	0.473361	
125200	-1769.683951	1	25.913836	35.634939	11.378170	11.378170	0.639383	0.360617	
125300	-1770.966435	1	23.655071	53.895782	12.880825	12.880825	0.403577	0.596423	
125400	-1769.694841	1	26.052913	36.284164	11.438288	11.438288	0.634333	0.365667	
125500	-1768.946960	1	25.170766	34.375133	9.021668	9.021668	0.635028	0.364972	
125600	-1770.068508	1	21.889293	29.399374	8.207524	8.207524	0.653628	0.346372	
125700	-1769.835753	1	20.440961	40.719644	9.724921	9.724921	0.511601	0.488399	
125800	-1772.291806	1	28.006253	27.941350	10.390289	10.390289	0.778747	0.221253	
125900	-1769.698431	1	25.803669	33.620544	10.972824	10.972824	0.658566	0.341434	
126000	-1770.670833	1	23.782551	53.080631	10.779289	10.779289	0.447921	0.552079	
126100	-1768.988362	1	24.928142	33.226344	8.998785	8.998785	0.643387	0.356613	
126200	-1769.975669	1	23.559081	46.473557	9.296548	9.296548	0.519589	0.480411	
126300	-1771.090845	1	20.624915	53.537888	11.703875	11.703875	0.339963	0.660037	
126400	-1771.916466	1	18.411117	82.448634	17.145110	17.145110	0.024689	0.975311	
126500	-1769.881505	1	26.004316	47.499249	11.000697	11.000697	0.531907	0.468093	
126600	-1769.347356	1	24.686842	33.036508	10.714731	10.714731	0.650182	0.349818	
126700	-1771.799046	1	20.506117	44.529755	13.865618	13.865618	0.403137	0.596863	
126800	-1770.542744	1	24.478992	47.842384	9.119899	9.119899	0.523667	0.476333	
126900	-1768.926395	1	22.378672	33.579813	8.914443	8.914443	0.618859	0.381141	
127000	-1769.793347	1	21.498221	42.095401	11.969162	11.969162	0.494619	0.505381	
127100	-1769.812798	1	26.027622	46.004236	11.574949	11.574949	0.541623	0.458377	
127200	-1768.952541	1	24.445650	39.447357	8.981485	8.981485	0.587257	0.412743	
127300	-1769.967839	1	23.650620	49.873724	11.848858	11.848858	0.459492	0.540508	
127400	-1771.919331	1	10.016050	89.088218	17.711107	17.711107	0.001093	0.998907	
127500	-1770.264250	1	14.657957	85.608758	15.862686	15.862686	0.007707	0.992293	
127600	-1771.058390	1	16.574561	82.787232	14.883769	14.883769	0.018679	0.981321	
127700	-1771.735798	1	17.357743	92.283184	18.004607	18.004607	0.010199	0.989801	
127800	-1772.274290	1	27.386591	55.290658	12.570646	12.570646	0.476084	0.523916	
127900	-1769.472285	1	22.809107	46.734196	10.454314	10.454314	0.490613	0.509387	
128000	-1768.823989	1	24.039619	34.460001	8.716333	8.716333	0.624541	0.375459	
128100	-1770.349575	1	20.905642	46.409419	9.804733	9.804733	0.457968	0.542032	
128200	-1769.269987	1	26.331248	35.661490	9.273966	9.273966	0.634465	0.365535	
128300	-1769.657322	1	21.364942	38.881597	8.580292	8.580292	0.559636	0.440364	
128400	-1769.771324	1	25.020443	48.311852	10.681566	10.681566	0.513528	0.486472	
128500	-1769.739623	1	24.921850	37.513707	12.053377	12.053377	0.607935	0.392065	
128600	-1770.040093	1	20.756788	39.007207	8.554403	8.554403	0.549104	0.450896	
128700	-1769.324181	1	26.066329	42.839308	10.897769	10.897769	0.571989	0.428011	
128800	-1771.799969	1	25.146714	53.053390	9.466775	9.466775	0.492267	0.507733	
128900	-1769.467481	1	25.718416	35.697415	11.193502	11.193502	0.635556	0.364444	
129000	-1769.519355	1	21.702485	40.756189	8.915529	8.915529	0.544468	0.455532	
129100	-1771.368055	1	24.073284	33.480303	6.721265	6.721265	0.627622	0.372378	
129200	-1771.798574	1	19.927545	53.496777	13.681126	13.681126	0.283164	0.716836	
129300	-1770.545956	1	19.502652	39.707573	9.722683	9.722683	0.499580	0.500420	
129400	-1769.412882	1	25.877179	38.302897	11.396436	11.396436	0.611205	0.388795	
129500	-1769.324025	1	21.364880	36.355459	10.556183	10.556183	0.574240	0.425760	
129600	-1769.348448	1	22.006307	31.847817	9.613146	9.613146	0.632479	0.367521	
129700	-1769.129082	1	22.837959	31.689152	8.717771	8.717771	0.640071	0.359929	
129800	-1768.556049	1	23.233802	38.027817	10.243558	10.243558	0.584040	0.415960	
129900	-1770.258872	1	26.443387	48.587059	10.671333	10.671333	0.531083	0.468917	
130000	-1770.830797	1	20.958702	51.980384	11.089380	11.089380	0.377185	0.622815	
130100	-1769.498182	1	21.859715	38.252698	8.417249	8.417249	0.572809	0.427191	
130200	-1769.110679	1	23.375355	43.650652	11.436037	11.436037	0.523078	0.476922	
130300	-1768.786446	1	24.907777	35.424086	9.121503	9.121503	0.623984	0.376016	
130400	-1769.751369	1	22.626833	39.768754	8.202517	8.202517	0.569695	0.430305	
130500	-1769.678435	1	25.773589	45.311770	9.837649	9.837649	0.552739	0.447261	
130600	-1770.397193	1	14.888529	89.333368	17.143539	17.143539	0.006112	0.993888	
130700	-1771.877817	1	14.943335	74.892218	17.830960	17.830960	0.013954	0.986046	
130800	-1772.811511	1	9.826265	94.671532	17.619128	17.619128	0.000812	0.999188	
130900	-1768.886215	1	22.559001	41.597071	9.902565	9.902565	0.542108	0.457892	
131000	-1771.284114	1	20.368920	44.535907	8.654587	8.654587	0.483035	0.516965	
131100	-1769.147544	1	23.644710	44.479683	9.943558	9.943558	0.531911	0.468089	
131200	-1769.668574	1	25.814481	34.140749	11.071392	11.071392	0.653312	0.346688	
131300	-1770.886354	1	19.288018	35.836380	10.029371	10.029371	0.543275	0.456725	
131400	-1771.693374	1	16.708142	90.569842	14.562179	14.562179	0.012741	0.987259	
131500	-1770.356186	1	22.390587	42.631977	8.267919	8.267919	0.543301	0.456699	
131600	-1770.090231	1	27.980072	40.268998	10.240379	10.240379	0.613408	0.386592	
131700	-1769.691140	1	24.405440	29.993447	9.814627	9.814627	0.676238	0.323762	
131800	-1769.109843	1	24.686072	36.321928	8.479881	8.479881	0.613665	0.386335	
131900	-1771.602598	1	24.882540	39.568195	7.181681	7.181681	0.591016	0.408984	
132000	-1770.833422	1	20.823777	52.028044	11.331805	11.331805	0.367553	0.632447	
132100	-1770.063659	1	24.055367	44.801351	12.814591	12.814591	0.512900	0.487100	
132200	-1769.436802	1	25.180823	45.958275	11.180775	11.180775	0.532364	0.467636	
132300	-1768.963550	1	23.943514	36.092032	8.490105	8.490105	0.609991	0.390009	
132400	-1771.516803	1	29.106452	40.138227	8.912418	8.912418	0.619062	0.380938	
132500	-1769.477058	1	24.704542	46.995868	10.660511	10.660511	0.520069	0.479931	
132600	-1770.691818	1	23.382789	49.510975	9.402704	9.402704	0.490725	0.509275	
132700	-1770.533568	1	23.171130	27.368282	8.523719	8.523719	0.685816	0.314184	
132800	-1769.093259	1	21.686250	38.734148	10.678367	10.678367	0.551792	0.448208	
132900	-1772.020534	1	20.178447	27.321106	8.907063	8.907063	0.663276	0.336724	
133000	-1768.896194	1	25.484026	40.541446	10.424978	10.424978	0.586157	0.413843	
133100	-1768.921684	1	24.101574	43.017343	9.961601	9.961601	0.550836	0.449164	
133200	-1769.187787	1	22.914080	31.462532	8.618622	8.618622	0.642561	0.357439	
133300	-1769.131772	1	25.426552	40.138710	11.259851	11.259851	0.588134	0.411866	
133400	-1770.519122	1	15.858862	86.964372	16.803245	16.803245	0.009579	0.990421	
133500	-1769.158638	1	26.273614	39.551533	10.490496	10.490496	0.602883	0.397117	
133600	-1770.527809	1	19.551460	37.270756	9.227777	9.227777	0.538483	0.461517	
133700	-1774.325093	1	32.963966	39.935953	11.342479	11.342479	0.711829	0.288171	
133800	-1769.688100	1	23.947995	48.749216	11.163698	11.163698	0.485710	0.514290	
133900	-1768.591230	1	24.713139	37.410470	9.909692	9.909692	0.605950	0.394050	
134000	-1769.152756	1	26.179472	37.222637	9.366360	9.366360	0.619911	0.380089	
134100	-1768.965989	1	22.206587	39.787839	9.330499	9.330499	0.558167	0.441833	
134200	-1768.587989	1	23.137752	36.873976	10.229904	10.229904	0.594066	0.405934	
134300	-1772.410354	1	13.072291	76.511260	19.282835	19.282835	0.006249	0.993751	
134400	-1771.900743	1	27.054613	54.365945	10.540648	10.540648	0.498174	0.501826	
134500	-1769.818008	1	23.818497	47.516538	12.223237	12.223237	0.483485	0.516515	
134600	-1769.917201	1	21.013622	46.135357	10.894784	10.894784	0.445268	0.554732	
134700	-1768.994717	1	23.435461	36.804780	11.172898	11.172898	0.596681	0.403319	
134800	-1770.025674	1	25.240700	46.218538	12.390897	12.390897	0.522875	0.477125	
134900	-1768.954396	1	24.715688	39.383989	11.225557	11.225557	0.586763	0.413237	
135000	-1772.166989	1	25.219809	30.496185	6.616471	6.616471	0.656415	0.343585	
135100	-1774.820028	1	24.564174	22.175246	7.792501	7.792501	0.761098	0.238902	
135200	-1770.149450	1	21.677761	31.495589	10.638612	10.638612	0.633246	0.366754	
135300	-1770.721971	1	24.511532	35.624144	7.194792	7.194792	0.615508	0.384492	
135400	-1769.568056	1	21.164773	35.828160	10.707055	10.707055	0.576360	0.423640	
135500	-1768.919119	1	24.218537	34.150635	8.608558	8.608558	0.628320	0.371680	
135600	-1769.698680	1	26.750410	42.245677	11.268651	11.268651	0.584377	0.415623	
135700	-1771.236557	1	17.193713	89.638985	15.576139	15.576139	0.013615	0.986385	
135800	-1771.379423	1	11.069898	87.148625	15.328079	15.328079	0.001910	0.998090	
135900	-1771.123817	1	14.097807	80.630654	14.158884	14.158884	0.010687	0.989313	
136000	-1770.310556	1	20.045669	41.498141	9.446832	9.446832	0.495963	0.504037	
136100	-1768.999477	1	23.155261	44.046095	10.507107	10.507107	0.523130	0.476870	
136200	-1770.055603	1	25.435666	45.817113	12.398653	12.398653	0.530019	0.469981	
136300	-1770.822222	1	13.778780	87.321278	18.785323	18.785323	0.004477	0.995523	
136400	-1772.749284	1	15.297309	72.668330	13.052355	13.052355	0.036836	0.963164	
136500	-1770.684193	1	14.555039	90.558678	18.117212	18.117212	0.004947	0.995053	
136600	-1770.554416	1	14.113983	88.220329	18.197419	18.197419	0.004834	0.995166	
136700	-1768.880960	1	23.260864	43.077514	10.678179	10.678179	0.533013	0.466987	
136800	-1770.932631	1	20.175327	41.130868	12.434171	12.434171	0.462742	0.537258	
136900	-1769.960158	1	20.302871	41.933227	10.641383	10.641383	0.480363	0.519637	
137000	-1770.833687	1	14.650551	93.555026	17.674288	17.674288	0.004458	0.995542	
137100	-1769.207672	1	23.885999	44.027415	11.615471	11.615471	0.526975	0.473025	
137200	-1769.141889	1	25.265700	33.767562	8.741740	8.741740	0.640075	0.359925	
137300	-1770.330003	1	25.044561	51.076421	10.800563	10.800563	0.489605	0.510395	
137400	-1768.819609	1	23.616257	42.477473	10.789114	10.789114	0.543794	0.456206	
137500	-1770.274830	1	20.451143	33.113345	10.231771	10.231771	0.599319	0.400681	
137600	-1769.622443	1	21.597460	41.732891	9.057041	9.057041	0.532047	0.467953	
137700	-1770.515038	1	26.443927	38.140716	8.008902	8.008902	0.610913	0.389087	
137800	-1773.413618	1	32.117273	36.582102	10.371465	10.371465	0.729290	0.270710	
137900	-1772.681390	1	21.929817	33.118412	13.368075	13.368075	0.616323	0.383677	
138000	-1770.716245	1	19.508260	41.588505	11.188817	11.188817	0.450921	0.549079	
138100	-1769.697020	1	23.798628	39.701016	12.345988	12.345988	0.567773	0.432227	
138200	-1770.880504	1	19.317246	43.471895	11.112868	11.112868	0.418556	0.581444	
138300	-1769.890007	1	23.065866	46.311635	12.500797	12.500797	0.476413	0.523587	
138400	-1773.524793	1	16.514528	86.300254	20.828075	20.828075	0.010058	0.989942	
138500	-1776.402467	1	25.846751	72.286114	16.254879	16.254879	0.258015	0.741985	
138600	-1770.298635	1	14.470577	88.146190	17.283186	17.283186	0.005657	0.994343	
138700	-1771.056660	1	16.238925	90.575964	17.850671	17.850671	0.008248	0.991752	
138800	-1771.729465	1	25.802329	40.110577	13.781378	13.781378	0.592428	0.407572	
138900	-1768.671176	1	24.988611	38.063454	10.213009	10.213009	0.602900	0.397100	
139000	-1769.994495	1	25.349245	33.608889	11.501178	11.501178	0.655566	0.344434	
139100	-1771.976327	1	19.866696	58.041738	11.969460	11.969460	0.279366	0.720634	
139200	-1771.289327	1	28.560147	48.150695	10.861136	10.861136	0.557144	0.442856	
139300	-1769.445834	1	25.548067	42.217416	11.700233	11.700233	0.569231	0.430769	
139400	-1769.918340	1	21.917418	40.025583	12.256954	12.256954	0.529177	0.470823	
139500	-1769.510694	1	25.221488	46.636316	10.773256	10.773256	0.529871	0.470129	
139600	-1770.254974	1	13.582165	87.502112	17.452728	17.452728	0.004333	0.995667	
139700	-1768.888380	1	24.791343	40.664243	9.461142	9.461142	0.579912	0.420088	
139800	-1771.067240	1	28.615630	44.078250	9.669399	9.669399	0.587942	0.412058	
139900	-1771.530574	1	19.113382	41.502317	8.830149	8.830149	0.479071	0.520929	
140000	-1769.414613	1	23.242778	37.245383	8.091365	8.091365	0.595574	0.404426	
140100	-1772.688387	1	13.919309	68.751154	14.930795	14.930795	0.022209	0.977791	
140200	-1771.285795	1	11.034479	84.380297	18.360034	18.360034	0.002011	0.997989	
140300	-1771.864741	1	26.855965	46.423792	13.690660	13.690660	0.541143	0.458857	
140400	-1769.620648	1	22.786894	45.194797	9.483417	9.483417	0.516084	0.483916	
140500	-1769.459952	1	24.461001	47.115692	11.115335	11.115335	0.511038	0.488962	
140600	-1768.977639	1	25.751740	35.809892	10.149310	10.149310	0.631117	0.368883	
140700	-1778.679316	1	15.811915	62.515811	9.163056	9.163056	0.212217	0.787783	
140800	-1770.946042	1	26.527962	50.715104	12.297160	12.297160	0.503062	0.496938	
140900	-1770.799074	1	14.346165	77.046766	16.025582	16.025582	0.011641	0.988359	
141000	-1769.014319	1	24.458896	35.197407	10.862212	10.862212	0.625247	0.374753	
141100	-1770.290207	1	24.412491	28.711738	9.976284	9.976284	0.692882	0.307118	
141200	-1773.262476	1	25.208238	59.116739	14.600320	14.600320	0.370143	0.629857	
141300	-1769.561073	1	24.653957	47.563284	10.733865	10.733865	0.513705	0.486295	
141400	-1773.493329	1	18.302442	70.268597	12.421041	12.421041	0.135127	0.864873	
141500	-1769.823131	1	25.174267	29.724534	9.226453	9.226453	0.683249	0.316751	
141600	-1769.465508	1	26.346230	41.265533	9.474109	9.474109	0.589291	0.410709	
141700	-1772.221775	1	18.852073	55.482552	13.427230	13.427230	0.242127	0.757873	
141800	-1769.344561	1	23.104523	40.575140	11.931003	11.931003	0.548278	0.451722	
141900	-1769.305580	1	25.241033	37.710248	8.549701	8.549701	0.607032	0.392968	
142000	-1772.887938	1	22.359393	66.312347	13.943606	13.943606	0.253109	0.746891	
142100	-1772.205328	1	11.021959	87.001197	14.339774	14.339774	0.002035	0.997965	
142200	-1770.601106	1	14.003039	91.582933	17.827394	17.827394	0.003984	0.996016	
142300	-1772.165062	1	12.805185	77.588024	19.250228	19.250228	0.005366	0.994634	
142400	-1770.773231	1	13.760345	79.302788	14.851231	14.851231	0.009374	0.990626	
142500	-1773.436734	1	23.454579	46.550684	15.673151	15.673151	0.453139	0.546861	
142600	-1770.140773	1	26.823051	41.793340	8.953320	8.953320	0.589312	0.410688	
142700	-1769.642437	1	22.000129	30.330874	8.718174	8.718174	0.646498	0.353502	
142800	-1769.966156	1	21.379854	44.970855	12.085379	12.085379	0.452113	0.547887	
142900	-1774.689986	1	33.456788	33.360478	10.391078	10.391078	0.823083	0.176917	
143000	-1771.315045	1	26.264031	37.769422	13.106674	13.106674	0.625974	0.374026	
143100	-1769.305696	1	22.963333	30.700509	9.253137	9.253137	0.652215	0.347785	
143200	-1770.748299	1	21.282350	48.414376	13.071056	13.071056	0.390058	0.609942	
143300	-1770.735711	1	20.273577	49.202623	10.923100	10.923100	0.386837	0.613163	
143400	-1772.971900	1	24.573922	47.424060	15.221130	15.221130	0.475673	0.524327	
143500	-1772.799302	1	18.148294	64.496807	13.329063	13.329063	0.163088	0.836912	
143600	-1773.587926	1	22.161973	43.875390	15.615841	15.615841	0.452457	0.547543	
143700	-1769.171261	1	23.656918	33.121851	10.592975	10.592975	0.637478	0.362522	
143800	-1770.180761	1	27.805280	37.372267	10.959641	10.959641	0.643032	0.356968	
143900	-1769.139723	1	22.190672	38.051072	11.151006	11.151006	0.565394	0.434606	
144000	-1770.530290	1	26.073672	43.240847	8.528234	8.528234	0.574179	0.425821	
144100	-1769.693315	1	25.759119	32.986877	10.785665	10.785665	0.664173	0.335827	
144200	-1772.459147	1	19.691294	84.672018	15.071382	15.071382	0.037882	0.962118	
144300	-1771.242605	1	19.951158	49.032773	10.125681	10.125681	0.395215	0.604785	
144400	-1769.212937	1	22.124528	38.686879	11.294920	11.294920	0.556205	0.443795	
144500	-1769.282299	1	23.404675	31.478865	10.037502	10.037502	0.650747	0.349253	
144600	-1772.251304	1	26.252216	38.779636	13.901124	13.901124	0.615642	0.384358	
144700	-1768.576651	1	23.859023	39.593936	10.369438	10.369438	0.576464	0.423536	
144800	-1774.146387	1	18.501498	77.488187	12.214222	12.214222	0.082528	0.917472	
144900	-1771.351458	1	23.729307	26.319164	9.594601	9.594601	0.712264	0.287736	
145000	-1769.471073	1	22.950589	31.748905	10.408448	10.408448	0.644205	0.355795	
145100	-1770.542622	1	24.091618	31.217405	7.195309	7.195309	0.647447	0.352553	
145200	-1771.644615	1	17.392434	90.275093	18.016517	18.016517	0.011389	0.988611	
145300	-1772.194175	1	18.360337	79.187559	17.252962	17.252962	0.030037	0.969963	
145400	-1770.980240	1	15.110308	81.348647	14.422680	14.422680	0.013854	0.986146	
145500	-1770.161194	1	13.599114	85.175842	16.123703	16.123703	0.005382	0.994618	
145600	-1771.210873	1	23.310852	43.543239	7.809185	7.809185	0.550653	0.449347	
145700	-1769.181555	1	23.088875	33.311269	10.593615	10.593615	0.629295	0.370705	
145800	-1769.667320	1	26.591573	33.812913	10.397844	10.397844	0.662739	0.337261	
145900	-1771.429423	1	16.726631	76.394738	15.176910	15.176910	0.029516	0.970484	
146000	-1769.621335	1	21.974647	46.762765	10.824971	10.824971	0.465817	0.534183	
146100	-1769.665136	1	24.035054	48.596467	11.136790	11.136790	0.489194	0.510806	
146200	-1769.744973	1	20.465063	38.251136	10.392230	10.392230	0.535362	0.464638	
146300	-1771.503521	1	15.534203	94.783847	18.570949	18.570949	0.005335	0.994665	
146400	-1773.042894	1	16.013649	88.055170	20.671719	20.671719	0.008102	0.991898	
146500	-1771.174628	1	15.534293	82.638323	18.387020	18.387020	0.010007	0.989993	
146600	-1772.841251	1	12.746915	94.687212	20.834973	20.834973	0.002397	0.997603	
146700	-1770.987456	1	17.102975	84.396523	15.777270	15.777270	0.017598	0.982402	
146800	-1773.730307	1	23.992021	34.407946	14.525673	14.525673	0.634956	0.365044	
146900	-1771.247661	1	25.819885	27.549274	10.019518	10.019518	0.730293	0.269707	
147000	-1769.286907	1	26.229894	34.452700	9.299984	9.299984	0.644846	0.355154	
147100	-1768.652496	1	24.408075	35.426544	9.215426	9.215426	0.619998	0.380002	
147200	-1769.388001	1	24.333311	32.618317	10.701980	10.701980	0.650683	0.349317	
147300	-1771.570209	1	27.727001	39.744361	12.889059	12.889059	0.624914	0.375086	
147400	-1769.858840	1	25.412938	37.401755	12.036041	12.036041	0.615603	0.384397	
147500	-1769.584562	1	25.029711	44.649657	11.962601	11.962601	0.537441	0.462559	
147600	-1770.214366	1	27.054801	36.363215	8.435591	8.435591	0.630243	0.369757	
147700	-1768.697117	1	24.342293	38.879366	9.326221	9.326221	0.590333	0.409667	
147800	-1769.616418	1	21.329458	37.768194	11.280113	11.280113	0.552484	0.447516	
147900	-1769.472945	1	21.172207	40.430817	11.041883	11.041883	0.517745	0.482255	
148000	-1771.740080	1	19.054799	42.548070	8.851584	8.851584	0.464241	0.535759	
148100	-1768.942377	1	25.777120	39.421978	9.888038	9.888038	0.598799	0.401201	
148200	-1769.119676	1	24.874515	41.958555	9.378270	9.378270	0.570791	0.429209	
148300	-1770.249257	1	20.262935	33.269472	8.425731	8.425731	0.601131	0.398869	
148400	-1768.739611	1	25.063450	38.249986	9.504278	9.504278	0.601940	0.398060	
148500	-1771.338350	1	14.160646	79.884826	18.669176	18.669176	0.007551	0.992449	
148600	-1772.234862	1	23.568722	61.611840	12.666351	12.666351	0.337920	0.662080	
148700	-1777.131595	1	8.886095	74.207608	20.476903	20.476903	0.001463	0.998537	
148800	-1770.963934	1	11.571659	83.018996	18.070413	18.070413	0.002639	0.997361	
148900	-1773.931661	1	8.571907	79.765390	16.710997	16.710997	0.000913	0.999087	
149000	-1770.680346	1	24.830223	52.236821	12.395672	12.395672	0.455748	0.544252	
149100	-1769.986601	1	21.395780	30.568917	9.603342	9.603342	0.639871	0.360129	
149200	-1770.402246	1	21.941503	50.134798	10.361227	10.361227	0.437889	0.562111	
149300	-1772.868742	1	17.961718	59.862473	14.052582	14.052582	0.180598	0.819402	
149400	-1770.110953	1	25.393950	49.662231	11.503003	11.503003	0.500352	0.499648	
149500	-1769.193911	1	21.645245	39.185936	9.155192	9.155192	0.556912	0.443088	
149600	-1769.527856	1	26.851372	36.641594	10.579504	10.579504	0.636648	0.363352	
149700	-1770.025112	1	21.218352	46.929618	11.747671	11.747671	0.427753	0.572247	
149800	-1772.108680	1	18.585496	90.394904	17.526165	17.526165	0.015855	0.984145	
149900	-1768.706187	1	23.468919	34.628375	8.908976	8.908976	0.618784	0.381216	
150000	-1770.949060	1	21.543455	50.669335	13.294342	13.294342	0.368599	0.631401	
150100	-1769.182334	1	22.262095	42.779583	9.708150	9.708150	0.527262	0.472738	
150200	-1768.879763	1	25.033624	41.964807	10.459758	10.459758	0.568899	0.431101	
150300	-1769.220520	1	22.551677	41.730970	9.174617	9.174617	0.546273	0.453727	
150400	-1768.668030	1	23.406882	36.095468	10.426369	10.426369	0.604449	0.395551	
150500	-1773.040944	1	23.476817	26.485560	11.478705	11.478705	0.723100	0.276900	
150600	-1770.244983	1	21.036061	30.912185	7.936632	7.936632	0.632286	0.367714	
150700	-1770.901871	1	15.333348	81.936832	17.908663	17.908663	0.010074	0.989926	
150800	-1770.894035	1	16.411219	80.212656	15.923421	15.923421	0.018455	0.981545	
150900	-1770.582124	1	15.652617	82.027112	15.564782	15.564782	0.013576	0.986424	
151000	-1770.626633	1	14.748579	79.507590	15.317625	15.317625	0.012282	0.987718	
151100	-1770.585112	1	14.249638	83.621941	14.894456	14.894456	0.008415	0.991585	
151200	-1770.265675	1	13.041023	87.713780	17.306291	17.306291	0.003580	0.996420	
151300	-1772.591269	1	16.119831	73.598815	18.042285	18.042285	0.021920	0.978080	
151400	-1772.173126	1	13.738509	71.042765	16.344876	16.344876	0.014040	0.985960	
151500	-1771.427070	1	25.018654	55.806423	11.008499	11.008499	0.447504	0.552496	
151600	-1774.100119	1	11.385661	98.275816	14.550280	14.550280	0.001249	0.998751	
151700	-1769.624856	1	21.848026	46.353720	10.603925	10.603925	0.470343	0.529657	
151800	-1769.197838	1	23.438286	40.657223	8.804405	8.804405	0.568513	0.431487	
151900	-1769.251037	1	21.164108	37.714285	9.407451	9.407451	0.562728	0.437272	
152000	-1770.560948	1	27.763436	44.361003	9.649305	9.649305	0.578744	0.421256	
