Default schedule
Rate	100.00
Rate Tried	% Accepted	Rates - Dev	Rates - Tried	Rates - Accepted	Sample Ave Acceptance	Total Ave Acceptance	
100	0.250000	0.485915	100	0.250000	0.250000	0.233076	
200	0.255000	0.485915	200	0.255000	0.255000	0.233095	
300	0.250000	0.485915	300	0.250000	0.250000	0.233100	
400	0.247500	0.485915	400	0.247500	0.247500	0.233105	
500	0.242000	0.485915	500	0.242000	0.242000	0.233096	
600	0.228333	0.485915	600	0.228333	0.228333	0.233043	
700	0.220000	0.485915	700	0.220000	0.220000	0.232998	
800	0.222500	0.485915	800	0.222500	0.222500	0.233003	
900	0.225556	0.485915	900	0.225556	0.225556	0.233015	
1000	0.234000	0.485915	1000	0.234000	0.234000	0.233070	
100	0.150000	0.485915	100	0.150000	0.150000	0.233011	
200	0.175000	0.485915	200	0.175000	0.175000	0.232987	
300	0.210000	0.485915	300	0.210000	0.210000	0.233021	
400	0.222500	0.485915	400	0.222500	0.222500	0.233040	
500	0.234000	0.485915	500	0.234000	0.234000	0.233074	
600	0.230000	0.485915	600	0.230000	0.230000	0.233057	
700	0.237143	0.485915	700	0.237143	0.237143	0.233091	
800	0.236250	0.485915	800	0.236250	0.236250	0.233088	
900	0.230000	0.485915	900	0.230000	0.230000	0.233051	
1000	0.222000	0.485915	1000	0.222000	0.222000	0.232991	
100	0.180000	0.485915	100	0.180000	0.180000	0.232953	
200	0.155000	0.485915	200	0.155000	0.155000	0.232880	
300	0.213333	0.485915	300	0.213333	0.213333	0.232949	
400	0.225000	0.485915	400	0.225000	0.225000	0.232968	
500	0.218000	0.485915	500	0.218000	0.218000	0.232938	
600	0.228333	0.485915	600	0.228333	0.228333	0.232971	
700	0.235714	0.485915	700	0.235714	0.235714	0.233005	
800	0.230000	0.485915	800	0.230000	0.230000	0.232974	
900	0.234444	0.485915	900	0.234444	0.234444	0.233000	
1000	0.239000	0.485915	1000	0.239000	0.239000	0.233034	
100	0.260000	0.485915	100	0.260000	0.260000	0.233053	
200	0.245000	0.485915	200	0.245000	0.245000	0.233051	
300	0.260000	0.485915	300	0.260000	0.260000	0.233091	
400	0.275000	0.485915	400	0.275000	0.275000	0.233153	
500	0.274000	0.485915	500	0.274000	0.274000	0.233179	
600	0.265000	0.485915	600	0.265000	0.265000	0.233169	
700	0.264286	0.485915	700	0.264286	0.264286	0.233188	
800	0.255000	0.485915	800	0.255000	0.255000	0.233158	
900	0.255556	0.485915	900	0.255556	0.255556	0.233177	
1000	0.262000	0.485915	1000	0.262000	0.262000	0.233238	
100	0.260000	0.485915	100	0.260000	0.260000	0.233257	
200	0.240000	0.485915	200	0.240000	0.240000	0.233247	
300	0.250000	0.485915	300	0.250000	0.250000	0.233273	
400	0.252500	0.485915	400	0.252500	0.252500	0.233292	
500	0.250000	0.485915	500	0.250000	0.250000	0.233297	
600	0.241667	0.485915	600	0.241667	0.241667	0.233273	
700	0.240000	0.485915	700	0.240000	0.240000	0.233271	
800	0.237500	0.485915	800	0.237500	0.237500	0.233262	
900	0.233333	0.485915	900	0.233333	0.233333	0.233238	
1000	0.235000	0.485915	1000	0.235000	0.235000	0.233250	
100	0.220000	0.485915	100	0.220000	0.220000	0.233241	
200	0.255000	0.485915	200	0.255000	0.255000	0.233280	
300	0.233333	0.485915	300	0.233333	0.233333	0.233250	
400	0.232500	0.485915	400	0.232500	0.232500	0.233248	
500	0.228000	0.485915	500	0.228000	0.228000	0.233232	
600	0.241667	0.485915	600	0.241667	0.241667	0.233285	
700	0.251429	0.485915	700	0.251429	0.251429	0.233339	
800	0.246250	0.485915	800	0.246250	0.246250	0.233322	
900	0.243333	0.485915	900	0.243333	0.243333	0.233313	
1000	0.242000	0.485915	1000	0.242000	0.242000	0.233311	
100	0.290000	0.485915	100	0.290000	0.290000	0.233350	
200	0.290000	0.485915	200	0.290000	0.290000	0.233390	
300	0.270000	0.485915	300	0.270000	0.270000	0.233387	
400	0.260000	0.485915	400	0.260000	0.260000	0.233385	
500	0.264000	0.485915	500	0.264000	0.264000	0.233417	
600	0.260000	0.485915	600	0.260000	0.260000	0.233422	
700	0.248571	0.485915	700	0.248571	0.248571	0.233385	
800	0.246250	0.485915	800	0.246250	0.246250	0.233382	
900	0.254444	0.485915	900	0.254444	0.254444	0.233442	
1000	0.256000	0.485915	1000	0.256000	0.256000	0.233467	
100	0.290000	0.485915	100	0.290000	0.290000	0.233506	
200	0.285000	0.485915	200	0.285000	0.285000	0.233538	
300	0.260000	0.485915	300	0.260000	0.260000	0.233522	
400	0.257500	0.485915	400	0.257500	0.257500	0.233533	
500	0.252000	0.485915	500	0.252000	0.252000	0.233531	
600	0.248333	0.485915	600	0.248333	0.248333	0.233529	
700	0.257143	0.485915	700	0.257143	0.257143	0.233581	
800	0.263750	0.485915	800	0.263750	0.263750	0.233634	
900	0.255556	0.485915	900	0.255556	0.255556	0.233604	
1000	0.257000	0.485915	1000	0.257000	0.257000	0.233629	
100	0.170000	0.485915	100	0.170000	0.170000	0.233585	
200	0.200000	0.485915	200	0.200000	0.200000	0.233583	
300	0.193333	0.485915	300	0.193333	0.193333	0.233546	
400	0.207500	0.485915	400	0.207500	0.207500	0.233557	
500	0.214000	0.485915	500	0.214000	0.214000	0.233562	
600	0.221667	0.485915	600	0.221667	0.221667	0.233580	
700	0.218571	0.485915	700	0.218571	0.218571	0.233557	
800	0.233750	0.485915	800	0.233750	0.233750	0.233629	
900	0.242222	0.485915	900	0.242222	0.242222	0.233681	
1000	0.242000	0.485915	1000	0.242000	0.242000	0.233685	
100	0.310000	0.485915	100	0.310000	0.310000	0.233737	
200	0.270000	0.485915	200	0.270000	0.270000	0.233735	
300	0.260000	0.485915	300	0.260000	0.260000	0.233739	
400	0.252500	0.485915	400	0.252500	0.252500	0.233737	
500	0.262000	0.485915	500	0.262000	0.262000	0.233781	
600	0.270000	0.485915	600	0.270000	0.270000	0.233833	
700	0.274286	0.485915	700	0.274286	0.274286	0.233878	
800	0.278750	0.485915	800	0.278750	0.278750	0.233929	
900	0.284444	0.485915	900	0.284444	0.284444	0.233994	
1000	0.283000	0.485915	1000	0.283000	0.283000	0.234019	
100	0.210000	0.485915	100	0.210000	0.210000	0.234002	
200	0.200000	0.485915	200	0.200000	0.200000	0.233973	
300	0.226667	0.485915	300	0.226667	0.226667	0.234004	
400	0.230000	0.485915	400	0.230000	0.230000	0.234008	
500	0.244000	0.485915	500	0.244000	0.244000	0.234052	
600	0.248333	0.485915	600	0.248333	0.248333	0.234076	
700	0.237143	0.485915	700	0.237143	0.237143	0.234033	
800	0.233750	0.485915	800	0.233750	0.233750	0.234017	
900	0.238889	0.485915	900	0.238889	0.238889	0.234048	
1000	0.235000	0.485915	1000	0.235000	0.235000	0.234025	
100	0.200000	0.485915	100	0.200000	0.200000	0.234002	
200	0.230000	0.485915	200	0.230000	0.230000	0.234020	
300	0.210000	0.485915	300	0.210000	0.210000	0.233977	
400	0.215000	0.485915	400	0.215000	0.215000	0.233974	
500	0.228000	0.485915	500	0.228000	0.228000	0.234005	
600	0.228333	0.485915	600	0.228333	0.228333	0.234002	
700	0.234286	0.485915	700	0.234286	0.234286	0.234026	
800	0.236250	0.485915	800	0.236250	0.236250	0.234037	
900	0.233333	0.485915	900	0.233333	0.233333	0.234021	
1000	0.225000	0.485915	1000	0.225000	0.225000	0.233965	
100	0.400000	0.485915	100	0.400000	0.400000	0.234076	
200	0.340000	0.485915	200	0.340000	0.340000	0.234106	
300	0.323333	0.485915	300	0.323333	0.323333	0.234143	
400	0.325000	0.485915	400	0.325000	0.325000	0.234207	
500	0.302000	0.485915	500	0.302000	0.302000	0.234191	
600	0.290000	0.485915	600	0.290000	0.290000	0.234188	
700	0.271429	0.485915	700	0.271429	0.271429	0.234139	
800	0.280000	0.485915	800	0.280000	0.280000	0.234209	
900	0.270000	0.485915	900	0.270000	0.270000	0.234180	
1000	0.266000	0.485915	1000	0.266000	0.266000	0.234177	
100	0.280000	0.485915	100	0.280000	0.280000	0.234208	
200	0.225000	0.485915	200	0.225000	0.225000	0.234165	
300	0.256667	0.485915	300	0.256667	0.256667	0.234222	
400	0.270000	0.485915	400	0.270000	0.270000	0.234272	
500	0.266000	0.485915	500	0.266000	0.266000	0.234282	
600	0.263333	0.485915	600	0.263333	0.263333	0.234293	
700	0.257143	0.485915	700	0.257143	0.257143	0.234283	
800	0.261250	0.485915	800	0.261250	0.261250	0.234320	
900	0.252222	0.485915	900	0.252222	0.252222	0.234284	
1000	0.243000	0.485915	1000	0.243000	0.243000	0.234235	
100	0.170000	0.485915	100	0.170000	0.170000	0.234193	
200	0.235000	0.485915	200	0.235000	0.235000	0.234236	
300	0.233333	0.485915	300	0.233333	0.233333	0.234234	
400	0.247500	0.485915	400	0.247500	0.247500	0.234270	
500	0.270000	0.485915	500	0.270000	0.270000	0.234353	
600	0.268333	0.485915	600	0.268333	0.268333	0.234369	
700	0.262857	0.485915	700	0.262857	0.262857	0.234367	
800	0.260000	0.485915	800	0.260000	0.260000	0.234370	
900	0.252222	0.485915	900	0.252222	0.252222	0.234341	
1000	0.253000	0.485915	1000	0.253000	0.253000	0.234358	
100	0.280000	0.485915	100	0.280000	0.280000	0.234388	
200	0.235000	0.485915	200	0.235000	0.235000	0.234359	
300	0.223333	0.485915	300	0.223333	0.223333	0.234336	
400	0.225000	0.485915	400	0.225000	0.225000	0.234334	
500	0.218000	0.485915	500	0.218000	0.218000	0.234305	
600	0.211667	0.485915	600	0.211667	0.211667	0.234269	
700	0.201429	0.485915	700	0.201429	0.201429	0.234208	
800	0.211250	0.485915	800	0.211250	0.211250	0.234238	
900	0.220000	0.485915	900	0.220000	0.220000	0.234274	
1000	0.227000	0.485915	1000	0.227000	0.227000	0.234310	
100	0.230000	0.485915	100	0.230000	0.230000	0.234307	
200	0.260000	0.485915	200	0.260000	0.260000	0.234343	
300	0.263333	0.485915	300	0.263333	0.263333	0.234367	
400	0.275000	0.485915	400	0.275000	0.275000	0.234416	
500	0.278000	0.485915	500	0.278000	0.278000	0.234452	
600	0.271667	0.485915	600	0.271667	0.271667	0.234455	
700	0.268571	0.485915	700	0.268571	0.268571	0.234465	
800	0.256250	0.485915	800	0.256250	0.256250	0.234424	
900	0.253333	0.485915	900	0.253333	0.253333	0.234421	
1000	0.247000	0.485915	1000	0.247000	0.247000	0.234392	
100	0.250000	0.485915	100	0.250000	0.250000	0.234402	
200	0.255000	0.485915	200	0.255000	0.255000	0.234419	
300	0.266667	0.485915	300	0.266667	0.266667	0.234454	
400	0.262500	0.485915	400	0.262500	0.262500	0.234464	
500	0.264000	0.485915	500	0.264000	0.264000	0.234487	
600	0.250000	0.485915	600	0.250000	0.250000	0.234452	
700	0.250000	0.485915	700	0.250000	0.250000	0.234462	
800	0.248750	0.485915	800	0.248750	0.248750	0.234466	
900	0.250000	0.485915	900	0.250000	0.250000	0.234482	
1000	0.247000	0.485915	1000	0.247000	0.247000	0.234473	
100	0.270000	0.485915	100	0.270000	0.270000	0.234496	
200	0.240000	0.485915	200	0.240000	0.240000	0.234480	
300	0.240000	0.485915	300	0.240000	0.240000	0.234483	
400	0.257500	0.485915	400	0.257500	0.257500	0.234532	
500	0.252000	0.485915	500	0.252000	0.252000	0.234529	
600	0.253333	0.485915	600	0.253333	0.253333	0.234545	
700	0.245714	0.485915	700	0.245714	0.245714	0.234523	
800	0.238750	0.485915	800	0.238750	0.238750	0.234495	
900	0.240000	0.485915	900	0.240000	0.240000	0.234505	
1000	0.242000	0.485915	1000	0.242000	0.242000	0.234521	
100	0.350000	0.485915	100	0.350000	0.350000	0.234594	
200	0.315000	0.485915	200	0.315000	0.315000	0.234623	
300	0.270000	0.485915	300	0.270000	0.270000	0.234588	
400	0.277500	0.485915	400	0.277500	0.277500	0.234630	
500	0.252000	0.485915	500	0.252000	0.252000	0.234576	
600	0.261667	0.485915	600	0.261667	0.261667	0.234624	
700	0.262857	0.485915	700	0.262857	0.262857	0.234647	
800	0.265000	0.485915	800	0.265000	0.265000	0.234675	
900	0.265556	0.485915	900	0.265556	0.265556	0.234698	
1000	0.256000	0.485915	1000	0.256000	0.256000	0.234657	
100	0.230000	0.485915	100	0.230000	0.230000	0.234654	
200	0.260000	0.485915	200	0.260000	0.260000	0.234689	
300	0.243333	0.485915	300	0.243333	0.243333	0.234673	
400	0.250000	0.485915	400	0.250000	0.250000	0.234695	
500	0.254000	0.485915	500	0.254000	0.254000	0.234718	
600	0.240000	0.485915	600	0.240000	0.240000	0.234677	
700	0.242857	0.485915	700	0.242857	0.242857	0.234693	
800	0.245000	0.485915	800	0.245000	0.245000	0.234709	
900	0.242222	0.485915	900	0.242222	0.242222	0.234700	
1000	0.239000	0.485915	1000	0.239000	0.239000	0.234684	
100	0.210000	0.485915	100	0.210000	0.210000	0.234669	
200	0.245000	0.485915	200	0.245000	0.245000	0.234697	
300	0.240000	0.485915	300	0.240000	0.240000	0.234694	
400	0.255000	0.485915	400	0.255000	0.255000	0.234735	
500	0.254000	0.485915	500	0.254000	0.254000	0.234745	
600	0.258333	0.485915	600	0.258333	0.258333	0.234773	
700	0.271429	0.485915	700	0.271429	0.271429	0.234845	
800	0.281250	0.485915	800	0.281250	0.281250	0.234917	
900	0.266667	0.485915	900	0.266667	0.266667	0.234864	
1000	0.271000	0.485915	1000	0.271000	0.271000	0.234911	
100	0.150000	0.485915	100	0.150000	0.150000	0.234858	
200	0.255000	0.485915	200	0.255000	0.255000	0.234936	
300	0.230000	0.485915	300	0.230000	0.230000	0.234902	
400	0.220000	0.485915	400	0.220000	0.220000	0.234874	
500	0.218000	0.485915	500	0.218000	0.218000	0.234858	
600	0.220000	0.485915	600	0.220000	0.220000	0.234855	
700	0.217143	0.485915	700	0.217143	0.217143	0.234834	
800	0.228750	0.485915	800	0.228750	0.228750	0.234880	
900	0.238889	0.485915	900	0.238889	0.238889	0.234933	
1000	0.233000	0.485915	1000	0.233000	0.233000	0.234899	
100	0.210000	0.485915	100	0.210000	0.210000	0.234884	
200	0.205000	0.485915	200	0.205000	0.205000	0.234862	
300	0.203333	0.485915	300	0.203333	0.203333	0.234840	
400	0.222500	0.485915	400	0.222500	0.222500	0.234868	
500	0.242000	0.485915	500	0.242000	0.242000	0.234921	
600	0.248333	0.485915	600	0.248333	0.248333	0.234949	
700	0.238571	0.485915	700	0.238571	0.238571	0.234915	
800	0.238750	0.485915	800	0.238750	0.238750	0.234918	
900	0.243333	0.485915	900	0.243333	0.243333	0.234946	
1000	0.253000	0.485915	1000	0.253000	0.253000	0.235011	
100	0.290000	0.485915	100	0.290000	0.290000	0.235045	
200	0.280000	0.485915	200	0.280000	0.280000	0.235066	
300	0.280000	0.485915	300	0.280000	0.280000	0.235094	
400	0.280000	0.485915	400	0.280000	0.280000	0.235122	
500	0.272000	0.485915	500	0.272000	0.272000	0.235125	
600	0.278333	0.485915	600	0.278333	0.278333	0.235171	
700	0.268571	0.485915	700	0.268571	0.268571	0.235155	
800	0.268750	0.485915	800	0.268750	0.268750	0.235177	
900	0.265556	0.485915	900	0.265556	0.265556	0.235180	
1000	0.262000	0.485915	1000	0.262000	0.262000	0.235176	
100	0.240000	0.485915	100	0.240000	0.240000	0.235179	
200	0.215000	0.485915	200	0.215000	0.215000	0.235152	
300	0.236667	0.485915	300	0.236667	0.236667	0.235179	
400	0.217500	0.485915	400	0.217500	0.217500	0.235133	
500	0.224000	0.485915	500	0.224000	0.224000	0.235142	
600	0.210000	0.485915	600	0.210000	0.210000	0.235084	
700	0.214286	0.485915	700	0.214286	0.214286	0.235087	
800	0.225000	0.485915	800	0.225000	0.225000	0.235127	
900	0.224444	0.485915	900	0.224444	0.224444	0.235118	
1000	0.225000	0.485915	1000	0.225000	0.225000	0.235114	
100	0.260000	0.485915	100	0.260000	0.260000	0.235130	
200	0.220000	0.485915	200	0.220000	0.220000	0.235096	
300	0.220000	0.485915	300	0.220000	0.220000	0.235087	
400	0.225000	0.485915	400	0.225000	0.225000	0.235090	
500	0.228000	0.485915	500	0.228000	0.228000	0.235093	
600	0.236667	0.485915	600	0.236667	0.236667	0.235120	
700	0.232857	0.485915	700	0.232857	0.232857	0.235105	
800	0.237500	0.485915	800	0.237500	0.237500	0.235126	
900	0.235556	0.485915	900	0.235556	0.235556	0.235117	
1000	0.239000	0.485915	1000	0.239000	0.239000	0.235138	
100	0.210000	0.485915	100	0.210000	0.210000	0.235123	
200	0.210000	0.485915	200	0.210000	0.210000	0.235108	
300	0.263333	0.485915	300	0.263333	0.263333	0.235189	
400	0.262500	0.485915	400	0.262500	0.262500	0.235204	
500	0.240000	0.485915	500	0.240000	0.240000	0.235153	
600	0.228333	0.485915	600	0.228333	0.228333	0.235113	
700	0.230000	0.485915	700	0.230000	0.230000	0.235116	
800	0.243750	0.485915	800	0.243750	0.243750	0.235180	
900	0.250000	0.485915	900	0.250000	0.250000	0.235219	
1000	0.250000	0.485915	1000	0.250000	0.250000	0.235227	
100	0.190000	0.485915	100	0.190000	0.190000	0.235200	
200	0.230000	0.485915	200	0.230000	0.230000	0.235221	
300	0.263333	0.485915	300	0.263333	0.263333	0.235278	
400	0.245000	0.485915	400	0.245000	0.245000	0.235251	
500	0.256000	0.485915	500	0.256000	0.256000	0.235290	
600	0.261667	0.485915	600	0.261667	0.261667	0.235323	
700	0.265714	0.485915	700	0.265714	0.265714	0.235356	
800	0.263750	0.485915	800	0.263750	0.263750	0.235364	
900	0.257778	0.485915	900	0.257778	0.257778	0.235349	
1000	0.258000	0.485915	1000	0.258000	0.258000	0.235364	
100	0.210000	0.485915	100	0.210000	0.210000	0.235349	
200	0.235000	0.485915	200	0.235000	0.235000	0.235363	
300	0.226667	0.485915	300	0.226667	0.226667	0.235348	
400	0.212500	0.485915	400	0.212500	0.212500	0.235309	
500	0.242000	0.485915	500	0.242000	0.242000	0.235384	
600	0.250000	0.485915	600	0.250000	0.250000	0.235416	
700	0.244286	0.485915	700	0.244286	0.244286	0.235401	
800	0.240000	0.485915	800	0.240000	0.240000	0.235386	
900	0.230000	0.485915	900	0.230000	0.230000	0.235335	
1000	0.225000	0.485915	1000	0.225000	0.225000	0.235302	
100	0.280000	0.485915	100	0.280000	0.280000	0.235329	
200	0.260000	0.485915	200	0.260000	0.260000	0.235332	
300	0.240000	0.485915	300	0.240000	0.240000	0.235311	
400	0.247500	0.485915	400	0.247500	0.247500	0.235331	
500	0.236000	0.485915	500	0.236000	0.236000	0.235304	
600	0.226667	0.485915	600	0.226667	0.226667	0.235271	
700	0.227143	0.485915	700	0.227143	0.227143	0.235268	
800	0.232500	0.485915	800	0.232500	0.232500	0.235289	
900	0.233333	0.485915	900	0.233333	0.233333	0.235292	
1000	0.244000	0.485915	1000	0.244000	0.244000	0.235354	
100	0.270000	0.485915	100	0.270000	0.270000	0.235374	
200	0.225000	0.485915	200	0.225000	0.225000	0.235341	
300	0.260000	0.485915	300	0.260000	0.260000	0.235397	
400	0.267500	0.485915	400	0.267500	0.267500	0.235430	
500	0.262000	0.485915	500	0.262000	0.262000	0.235432	
600	0.263333	0.485915	600	0.263333	0.263333	0.235453	
700	0.264286	0.485915	700	0.264286	0.264286	0.235473	
800	0.256250	0.485915	800	0.256250	0.256250	0.235452	
900	0.260000	0.485915	900	0.260000	0.260000	0.235484	
1000	0.266000	0.485915	1000	0.266000	0.266000	0.235534	
100	0.270000	0.485915	100	0.270000	0.270000	0.235554	
200	0.260000	0.485915	200	0.260000	0.260000	0.235563	
300	0.276667	0.485915	300	0.276667	0.276667	0.235606	
400	0.267500	0.485915	400	0.267500	0.267500	0.235609	
500	0.266000	0.485915	500	0.266000	0.266000	0.235623	
600	0.251667	0.485915	600	0.251667	0.251667	0.235591	
700	0.241429	0.485915	700	0.241429	0.241429	0.235558	
800	0.241250	0.485915	800	0.241250	0.241250	0.235561	
900	0.236667	0.485915	900	0.236667	0.236667	0.235540	
1000	0.243000	0.485915	1000	0.243000	0.243000	0.235578	
100	0.200000	0.485915	100	0.200000	0.200000	0.235557	
200	0.210000	0.485915	200	0.210000	0.210000	0.235548	
300	0.206667	0.485915	300	0.206667	0.206667	0.235527	
400	0.202500	0.485915	400	0.202500	0.202500	0.235500	
500	0.208000	0.485915	500	0.208000	0.208000	0.235497	
600	0.216667	0.485915	600	0.216667	0.216667	0.235511	
700	0.217143	0.485915	700	0.217143	0.217143	0.235502	
800	0.210000	0.485915	800	0.210000	0.210000	0.235458	
900	0.211111	0.485915	900	0.211111	0.211111	0.235449	
1000	0.216000	0.485915	1000	0.216000	0.216000	0.235464	
100	0.190000	0.485915	100	0.190000	0.190000	0.235437	
200	0.190000	0.485915	200	0.190000	0.190000	0.235411	
300	0.226667	0.485915	300	0.226667	0.226667	0.235448	
400	0.222500	0.485915	400	0.222500	0.222500	0.235434	
500	0.222000	0.485915	500	0.222000	0.222000	0.235425	
600	0.221667	0.485915	600	0.221667	0.221667	0.235416	
700	0.232857	0.485915	700	0.232857	0.232857	0.235453	
800	0.227500	0.485915	800	0.227500	0.227500	0.235427	
900	0.232222	0.485915	900	0.232222	0.232222	0.235447	
1000	0.235000	0.485915	1000	0.235000	0.235000	0.235461	
100	0.270000	0.485915	100	0.270000	0.270000	0.235481	
200	0.230000	0.485915	200	0.230000	0.230000	0.235455	
300	0.216667	0.485915	300	0.216667	0.216667	0.235429	
400	0.202500	0.485915	400	0.202500	0.202500	0.235385	
500	0.212000	0.485915	500	0.212000	0.212000	0.235393	
600	0.228333	0.485915	600	0.228333	0.228333	0.235436	
700	0.225714	0.485915	700	0.225714	0.225714	0.235422	
800	0.221250	0.485915	800	0.221250	0.221250	0.235396	
900	0.220000	0.485915	900	0.220000	0.220000	0.235381	
1000	0.229000	0.485915	1000	0.229000	0.229000	0.235424	
100	0.200000	0.485915	100	0.200000	0.200000	0.235404	
200	0.200000	0.485915	200	0.200000	0.200000	0.235383	
300	0.230000	0.485915	300	0.230000	0.230000	0.235415	
400	0.207500	0.485915	400	0.207500	0.207500	0.235360	
500	0.208000	0.485915	500	0.208000	0.208000	0.235345	
600	0.210000	0.485915	600	0.210000	0.210000	0.235337	
700	0.217143	0.485915	700	0.217143	0.217143	0.235351	
800	0.220000	0.485915	800	0.220000	0.220000	0.235353	
900	0.215556	0.485915	900	0.215556	0.215556	0.235322	
1000	0.226000	0.485915	1000	0.226000	0.226000	0.235370	
100	0.180000	0.485915	100	0.180000	0.180000	0.235338	
200	0.215000	0.485915	200	0.215000	0.215000	0.235347	
300	0.200000	0.485915	300	0.200000	0.200000	0.235310	
400	0.217500	0.485915	400	0.217500	0.217500	0.235329	
500	0.236000	0.485915	500	0.236000	0.236000	0.235372	
600	0.231667	0.485915	600	0.231667	0.231667	0.235357	
700	0.227143	0.485915	700	0.227143	0.227143	0.235337	
800	0.225000	0.485915	800	0.225000	0.225000	0.235323	
900	0.225556	0.485915	900	0.225556	0.225556	0.235320	
1000	0.219000	0.485915	1000	0.219000	0.219000	0.235277	
100	0.180000	0.485915	100	0.180000	0.180000	0.235246	
200	0.200000	0.485915	200	0.200000	0.200000	0.235237	
300	0.190000	0.485915	300	0.190000	0.190000	0.235200	
400	0.197500	0.485915	400	0.197500	0.197500	0.235191	
500	0.198000	0.485915	500	0.198000	0.198000	0.235171	
600	0.191667	0.485915	600	0.191667	0.191667	0.235129	
700	0.215714	0.485915	700	0.215714	0.215714	0.235200	
800	0.213750	0.485915	800	0.213750	0.213750	0.235180	
900	0.211111	0.485915	900	0.211111	0.211111	0.235154	
1000	0.225000	0.485915	1000	0.225000	0.225000	0.235219	
100	0.210000	0.485915	100	0.210000	0.210000	0.235205	
200	0.260000	0.485915	200	0.260000	0.260000	0.235247	
300	0.256667	0.485915	300	0.256667	0.256667	0.235255	
400	0.242500	0.485915	400	0.242500	0.242500	0.235235	
500	0.258000	0.485915	500	0.258000	0.258000	0.235283	
600	0.251667	0.485915	600	0.251667	0.251667	0.235275	
700	0.248571	0.485915	700	0.248571	0.248571	0.235272	
800	0.245000	0.485915	800	0.245000	0.245000	0.235263	
900	0.254444	0.485915	900	0.254444	0.254444	0.235316	
1000	0.260000	0.485915	1000	0.260000	0.260000	0.235358	
100	0.270000	0.485915	100	0.270000	0.270000	0.235378	
200	0.275000	0.485915	200	0.275000	0.275000	0.235403	
300	0.286667	0.485915	300	0.286667	0.286667	0.235445	
400	0.272500	0.485915	400	0.272500	0.272500	0.235442	
500	0.262000	0.485915	500	0.262000	0.262000	0.235433	
600	0.253333	0.485915	600	0.253333	0.253333	0.235419	
700	0.248571	0.485915	700	0.248571	0.248571	0.235410	
800	0.248750	0.485915	800	0.248750	0.248750	0.235418	
900	0.257778	0.485915	900	0.257778	0.257778	0.235471	
1000	0.256000	0.485915	1000	0.256000	0.256000	0.235474	
100	0.240000	0.485915	100	0.240000	0.240000	0.235476	
200	0.240000	0.485915	200	0.240000	0.240000	0.235479	
300	0.260000	0.485915	300	0.260000	0.260000	0.235515	
400	0.275000	0.485915	400	0.275000	0.275000	0.235562	
500	0.266000	0.485915	500	0.266000	0.266000	0.235559	
600	0.265000	0.485915	600	0.265000	0.265000	0.235572	
700	0.271429	0.485915	700	0.271429	0.271429	0.235614	
800	0.266250	0.485915	800	0.266250	0.266250	0.235610	
900	0.261111	0.485915	900	0.261111	0.261111	0.235602	
1000	0.261000	0.485915	1000	0.261000	0.261000	0.235615	
100	0.260000	0.485915	100	0.260000	0.260000	0.235629	
200	0.250000	0.485915	200	0.250000	0.250000	0.235631	
300	0.250000	0.485915	300	0.250000	0.250000	0.235639	
400	0.245000	0.485915	400	0.245000	0.245000	0.235636	
500	0.236000	0.485915	500	0.236000	0.236000	0.235616	
600	0.235000	0.485915	600	0.235000	0.235000	0.235613	
700	0.237143	0.485915	700	0.237143	0.237143	0.235621	
800	0.227500	0.485915	800	0.227500	0.227500	0.235579	
900	0.231111	0.485915	900	0.231111	0.231111	0.235593	
1000	0.235000	0.485915	1000	0.235000	0.235000	0.235612	
100	0.190000	0.485915	100	0.190000	0.190000	0.235587	
200	0.215000	0.485915	200	0.215000	0.215000	0.235589	
300	0.226667	0.485915	300	0.226667	0.226667	0.235597	
400	0.237500	0.485915	400	0.237500	0.237500	0.235616	
500	0.236000	0.485915	500	0.236000	0.236000	0.235613	
600	0.245000	0.485915	600	0.245000	0.245000	0.235643	
700	0.254286	0.485915	700	0.254286	0.254286	0.235684	
800	0.242500	0.485915	800	0.242500	0.242500	0.235642	
900	0.234444	0.485915	900	0.234444	0.234444	0.235606	
1000	0.235000	0.485915	1000	0.235000	0.235000	0.235609	
100	0.220000	0.485915	100	0.220000	0.220000	0.235600	
200	0.235000	0.485915	200	0.235000	0.235000	0.235608	
300	0.243333	0.485915	300	0.243333	0.243333	0.235621	
400	0.235000	0.485915	400	0.235000	0.235000	0.235607	
500	0.238000	0.485915	500	0.238000	0.238000	0.235615	
600	0.236667	0.485915	600	0.236667	0.236667	0.235612	
700	0.251429	0.485915	700	0.251429	0.251429	0.235669	
800	0.261250	0.485915	800	0.261250	0.261250	0.235721	
900	0.257778	0.485915	900	0.257778	0.257778	0.235718	
1000	0.258000	0.485915	1000	0.258000	0.258000	0.235731	
100	0.300000	0.485915	100	0.300000	0.300000	0.235766	
200	0.275000	0.485915	200	0.275000	0.275000	0.235774	
300	0.313333	0.485915	300	0.313333	0.313333	0.235858	
400	0.302500	0.485915	400	0.302500	0.302500	0.235877	
500	0.270000	0.485915	500	0.270000	0.270000	0.235824	
600	0.256667	0.485915	600	0.256667	0.256667	0.235799	
700	0.237143	0.485915	700	0.237143	0.237143	0.235736	
800	0.238750	0.485915	800	0.238750	0.238750	0.235744	
900	0.245556	0.485915	900	0.245556	0.245556	0.235779	
1000	0.249000	0.485915	1000	0.249000	0.249000	0.235803	
100	0.240000	0.485915	100	0.240000	0.240000	0.235805	
