Options:
Model:                           MultiState
Tree File Name:                  Artiodactyl.trees
Data File Name:                  Artiodactyl.txt
Log File Name:                   Artiodactyl_multistate_run2.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            1977399206
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      20005000
Burn in:                         5000
MCMC ML Start:                   False
Schedule File:                   Artiodactyl_multistate_run2.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     2
Base frequency (PI's):           None
Pis used in ancestral state estimation:      Yes
Character Symbols:               D,G
Using a covarion model:          False
Normalise Q Matrix:              False
Restrictions:
    qDG                          None
    qGD                          None
Prior Information:
    Prior Categories:            100
    Priors
        qDG - exp 10.00 
        qGD - exp 10.00 
Tree Information
     Trees:                      500
     Taxa:                       17
     Sites:                      1
     States:                     2
Iteration	Lh	Tree No	qDG	qGD	Root P(D)	Root P(G)	
413000	-8.603159	415	14.693880	6.658318	0.421917	0.578083	
414000	-8.708289	3	3.260138	12.466501	0.089135	0.910865	
415000	-7.834833	65	8.756669	5.457838	0.285581	0.714419	
416000	-8.875797	365	8.229344	2.269430	0.335284	0.664716	
417000	-10.895242	11	32.992702	13.002858	0.490580	0.509420	
418000	-8.362624	5	11.138856	2.991755	0.407690	0.592310	
419000	-9.232069	451	16.586184	3.828036	0.423498	0.576502	
420000	-8.277878	311	9.582606	6.370079	0.352013	0.647987	
421000	-7.578208	377	3.414637	5.191569	0.093663	0.906337	
422000	-7.542864	299	7.273303	4.297425	0.335286	0.664714	
423000	-7.352166	278	10.399873	11.736902	0.369436	0.630564	
424000	-8.470588	77	2.401483	3.536269	0.074155	0.925845	
425000	-7.878000	26	5.120041	3.653723	0.176801	0.823199	
426000	-8.011297	55	11.807071	6.660780	0.350252	0.649748	
427000	-7.283939	12	9.112637	4.115974	0.332146	0.667854	
428000	-9.804032	180	22.749315	8.662309	0.460590	0.539410	
429000	-7.409093	407	9.781822	7.960581	0.408984	0.591016	
430000	-10.032579	393	2.232804	0.528575	0.095495	0.904505	
431000	-9.112769	250	20.030830	20.470746	0.481050	0.518950	
432000	-7.938169	38	11.054661	6.556368	0.401899	0.598101	
433000	-8.317792	236	3.702593	5.535964	0.135336	0.864664	
434000	-7.737139	313	2.736942	3.509632	0.038091	0.961909	
435000	-8.361217	319	5.752186	0.873023	0.581597	0.418403	
436000	-7.882365	105	6.919025	5.453198	0.192589	0.807411	
437000	-7.824811	222	9.124669	9.176411	0.284946	0.715054	
438000	-7.771108	9	7.551602	4.966480	0.273427	0.726573	
439000	-7.633403	400	10.495679	14.878462	0.260063	0.739937	
440000	-7.607632	319	7.927140	3.254175	0.401670	0.598330	
441000	-8.410868	65	5.917307	1.831761	0.262940	0.737060	
442000	-8.346335	161	4.834096	9.774659	0.240957	0.759043	
443000	-9.893831	7	1.267710	10.661659	0.037055	0.962945	
444000	-7.973482	209	6.126250	10.076490	0.204831	0.795169	
445000	-8.874554	68	7.421038	16.372566	0.304190	0.695810	
446000	-7.617633	313	3.450137	6.208725	0.062246	0.937754	
447000	-8.868205	464	2.037611	6.743170	0.023411	0.976589	
448000	-8.462166	28	10.450495	14.495056	0.356206	0.643794	
449000	-8.438375	160	4.667766	6.667765	0.133660	0.866340	
450000	-9.708202	419	23.996804	35.888712	0.497977	0.502023	
451000	-7.878230	89	4.633074	2.357560	0.224571	0.775429	
452000	-8.378552	184	12.370289	9.364130	0.435984	0.564016	
453000	-8.191287	188	6.009741	7.649435	0.249270	0.750730	
454000	-7.440213	348	6.337225	5.597455	0.181831	0.818169	
455000	-7.991408	272	10.783742	9.614157	0.386597	0.613403	
456000	-7.600991	47	9.903922	5.463523	0.294300	0.705700	
457000	-8.766639	301	4.400114	2.569034	0.158419	0.841581	
458000	-7.958244	68	6.049439	7.921687	0.204124	0.795876	
459000	-9.060041	459	1.487659	2.522629	0.025030	0.974970	
460000	-7.732585	390	2.731507	4.539262	0.090749	0.909251	
461000	-7.936245	78	4.477504	2.862400	0.121672	0.878328	
462000	-8.093184	72	6.908351	11.633672	0.345435	0.654565	
463000	-7.966247	206	8.110303	4.558578	0.322027	0.677973	
464000	-8.680074	24	2.507040	1.839309	0.084547	0.915453	
465000	-7.566169	350	3.657675	5.322101	0.157860	0.842140	
466000	-8.270337	223	6.639352	12.898387	0.244396	0.755604	
467000	-7.942358	109	8.682567	9.771642	0.368130	0.631870	
468000	-8.668648	62	1.902617	1.983634	0.037763	0.962237	
469000	-7.206311	40	8.480933	4.757857	0.289125	0.710875	
470000	-7.573843	293	7.376919	6.499006	0.326887	0.673113	
471000	-7.636285	429	11.306770	4.814022	0.367378	0.632622	
472000	-8.199074	325	12.300434	6.173138	0.445803	0.554197	
473000	-8.598561	56	0.708553	2.192536	0.002770	0.997230	
474000	-7.202214	40	4.888810	6.578354	0.165943	0.834057	
475000	-7.987784	486	12.996534	11.332581	0.398299	0.601701	
476000	-7.937771	66	13.302049	5.639393	0.357022	0.642978	
477000	-7.552439	47	5.418382	3.655506	0.150930	0.849070	
478000	-8.015332	452	8.630350	9.938508	0.324044	0.675956	
479000	-8.120070	178	3.431476	1.607020	0.238734	0.761266	
480000	-7.275732	348	2.803460	5.362464	0.051401	0.948599	
481000	-7.275674	407	9.168142	5.414167	0.383252	0.616748	
482000	-8.021354	164	8.366146	13.402596	0.371641	0.628359	
483000	-8.209612	20	13.616624	4.725975	0.385519	0.614481	
484000	-9.608534	284	5.135026	0.710114	0.370628	0.629372	
485000	-10.035381	27	1.239384	9.198434	0.036840	0.963160	
486000	-8.084607	332	1.929164	6.657944	0.035519	0.964481	
487000	-7.472556	25	7.479111	5.240608	0.251233	0.748767	
488000	-7.818059	346	13.825895	8.278096	0.406728	0.593272	
489000	-8.974438	142	1.602942	2.065702	0.049639	0.950361	
490000	-8.023837	378	11.497594	2.078314	0.496376	0.503624	
491000	-7.845784	233	9.318883	11.837134	0.290075	0.709925	
492000	-8.260393	225	11.532793	3.287489	0.432408	0.567592	
493000	-7.394448	66	5.247798	5.871756	0.143800	0.856200	
494000	-10.346224	347	0.232942	4.110775	0.000497	0.999503	
495000	-7.787020	270	4.001502	8.495825	0.151388	0.848612	
496000	-7.062426	428	6.094358	8.473065	0.180695	0.819305	
497000	-8.587582	384	12.929091	3.840680	0.402625	0.597375	
498000	-7.301869	500	7.761858	9.000725	0.237373	0.762627	
499000	-8.686801	172	18.083126	14.712291	0.448229	0.551771	
500000	-8.989184	8	8.226339	0.990088	0.540248	0.459752	
501000	-8.220502	399	9.514266	5.867876	0.302278	0.697722	
502000	-8.117212	25	1.970653	2.801557	0.028961	0.971039	
503000	-7.711297	306	11.252174	10.171161	0.300673	0.699327	
504000	-8.037398	178	8.549399	14.934548	0.379054	0.620946	
505000	-7.973011	6	6.205821	4.526708	0.190089	0.809911	
506000	-7.690860	64	6.088168	6.396386	0.181979	0.818021	
507000	-8.206838	326	1.486256	7.020187	0.015435	0.984565	
508000	-9.414558	271	1.463176	1.218965	0.019112	0.980888	
509000	-7.924816	196	16.957673	13.153754	0.420992	0.579008	
510000	-7.702964	94	7.490984	6.032909	0.225211	0.774789	
511000	-7.289806	447	8.812794	7.628720	0.210247	0.789753	
512000	-7.635132	369	3.598082	7.121419	0.104968	0.895032	
513000	-8.844512	132	15.384542	3.366880	0.431089	0.568911	
514000	-8.840965	449	15.221836	5.987955	0.410360	0.589640	
515000	-8.323782	168	12.398343	6.764672	0.431648	0.568352	
516000	-8.543988	22	1.341535	6.253981	0.009339	0.990661	
517000	-8.987158	5	0.496543	3.881513	0.002029	0.997971	
518000	-8.663769	466	6.010005	1.768084	0.209525	0.790475	
519000	-8.940205	202	1.728872	6.278670	0.038144	0.961856	
520000	-10.489527	80	21.967541	7.833773	0.444308	0.555692	
521000	-8.054440	328	8.440521	9.046521	0.318764	0.681236	
522000	-7.916723	71	7.659373	6.138417	0.313879	0.686121	
523000	-7.957081	420	12.343553	6.336602	0.362216	0.637784	
524000	-7.944396	57	6.749803	11.392709	0.174839	0.825161	
525000	-7.813522	109	3.769262	5.357335	0.142680	0.857320	
526000	-7.643870	369	3.881739	7.513205	0.119819	0.880181	
527000	-7.761609	146	8.870978	6.859089	0.303652	0.696348	
528000	-8.192849	313	14.033421	3.156111	0.358662	0.641338	
529000	-7.971391	264	4.292181	4.011152	0.151461	0.848539	
530000	-7.872048	396	4.238698	5.025372	0.206218	0.793782	
531000	-8.543906	304	10.713447	5.982703	0.389878	0.610122	
532000	-10.721382	327	13.753178	0.544368	0.726874	0.273126	
533000	-8.285325	325	4.961535	3.993745	0.256594	0.743406	
534000	-7.072080	12	6.056306	3.393453	0.234862	0.765138	
535000	-7.949308	468	4.979867	4.162657	0.192049	0.807951	
536000	-7.525119	138	7.905263	9.061774	0.287323	0.712677	
537000	-8.064478	94	15.314432	13.978846	0.408577	0.591423	
538000	-10.740114	164	0.129433	3.056136	0.000200	0.999800	
539000	-7.958315	234	10.157114	5.597921	0.346816	0.653184	
540000	-7.712927	109	4.094221	3.929764	0.154897	0.845103	
541000	-8.426919	416	2.037803	4.896349	0.069093	0.930907	
542000	-8.023931	481	3.818504	5.745552	0.218517	0.781483	
543000	-7.903495	384	5.016758	3.520675	0.172313	0.827687	
544000	-9.151637	354	1.832089	3.528027	0.068067	0.931933	
545000	-7.723748	424	4.123222	3.855538	0.166372	0.833628	
546000	-8.197265	228	3.439108	3.676535	0.110963	0.889037	
547000	-8.142701	339	3.568806	4.088392	0.182798	0.817202	
548000	-8.033628	473	10.737279	8.449560	0.324735	0.675265	
549000	-7.789300	51	10.817047	8.020370	0.393416	0.606584	
550000	-7.712489	310	1.891326	4.569267	0.024487	0.975513	
551000	-7.677198	293	7.193848	8.320957	0.331958	0.668042	
552000	-8.395977	254	4.906221	2.953052	0.215224	0.784776	
553000	-8.721068	38	8.351800	1.851958	0.427622	0.572378	
554000	-7.581092	319	5.837667	3.955958	0.293746	0.706254	
555000	-7.643227	203	11.315175	8.484761	0.368688	0.631312	
556000	-9.062480	466	20.877975	13.214955	0.470252	0.529748	
557000	-8.062902	419	9.327459	8.659405	0.375241	0.624759	
558000	-8.119974	196	11.275890	16.665716	0.368631	0.631369	
559000	-8.199749	309	7.988241	3.980887	0.270176	0.729824	
560000	-10.647613	137	4.429236	21.078507	0.282840	0.717160	
561000	-8.297540	179	5.615252	5.042861	0.196759	0.803241	
562000	-8.625695	322	0.990702	6.281043	0.013184	0.986816	
563000	-8.537580	452	6.620373	13.946268	0.290110	0.709890	
564000	-8.609693	104	6.012498	13.622063	0.218773	0.781227	
565000	-8.210974	40	17.774285	5.666990	0.436112	0.563888	
566000	-8.308790	118	6.639524	11.401800	0.311889	0.688111	
567000	-7.780717	111	5.583865	5.431306	0.185877	0.814123	
568000	-7.453399	93	7.882135	8.662067	0.274012	0.725988	
569000	-7.627842	332	8.360657	5.580390	0.276253	0.723747	
570000	-9.024655	72	7.332869	0.701330	0.547805	0.452195	
571000	-7.944299	32	4.743330	2.798925	0.205355	0.794645	
572000	-8.204972	477	4.706110	2.909484	0.215651	0.784349	
573000	-7.747683	334	5.263053	4.618812	0.151146	0.848854	
574000	-8.848230	270	24.472977	23.603615	0.491888	0.508112	
575000	-7.865470	489	2.718869	4.499282	0.076908	0.923092	
576000	-7.996806	186	4.073354	2.477953	0.195651	0.804349	
577000	-10.591519	102	16.476544	1.387532	0.557430	0.442570	
578000	-7.837403	397	4.675969	5.615736	0.168279	0.831721	
579000	-7.862958	182	7.070609	5.180129	0.341037	0.658963	
580000	-8.639474	48	8.796374	15.277018	0.329090	0.670910	
581000	-8.281016	39	11.721224	3.268961	0.408901	0.591099	
582000	-7.746600	383	4.401574	6.308749	0.169986	0.830014	
583000	-8.502030	339	17.508331	12.068453	0.485107	0.514893	
584000	-7.893561	416	10.486898	6.871117	0.416817	0.583183	
585000	-10.173551	286	14.431223	0.569083	0.871865	0.128135	
586000	-9.140612	349	21.030728	30.189871	0.480528	0.519472	
587000	-9.199062	450	6.172179	1.160357	0.389611	0.610389	
588000	-7.907969	60	4.440467	6.253403	0.199759	0.800241	
589000	-7.998906	173	3.773257	2.771601	0.111225	0.888775	
590000	-8.243091	409	6.471700	11.174924	0.318377	0.681623	
591000	-8.127289	232	3.507804	1.311021	0.132331	0.867669	
592000	-8.383883	468	5.000856	10.124886	0.208556	0.791444	
593000	-7.952285	13	7.655289	6.536305	0.249046	0.750954	
594000	-10.266262	415	16.898915	41.256077	0.494814	0.505186	
595000	-7.788397	258	6.538725	3.973909	0.211737	0.788263	
596000	-8.203710	275	6.566714	2.238459	0.368280	0.631720	
597000	-8.369114	450	5.943751	6.160790	0.201661	0.798339	
598000	-7.974312	328	6.310996	4.084536	0.216771	0.783229	
599000	-10.402371	48	0.293707	8.911883	0.000902	0.999098	
600000	-7.757755	274	3.932046	4.718660	0.091033	0.908967	
601000	-8.002569	424	9.316181	10.795344	0.369038	0.630962	
602000	-8.057622	66	11.528322	3.591203	0.327070	0.672930	
603000	-8.372067	117	2.309696	6.122723	0.069535	0.930465	
604000	-7.727419	46	11.875506	4.977790	0.297133	0.702867	
605000	-7.987636	18	3.838287	12.761075	0.081523	0.918477	
606000	-8.765948	209	4.785786	1.496014	0.209965	0.790035	
607000	-8.068963	202	7.341624	3.051394	0.414768	0.585232	
608000	-9.435532	329	7.936222	0.336546	0.834884	0.165116	
609000	-8.628888	392	14.906457	8.140414	0.396716	0.603284	
610000	-7.977921	339	11.439109	5.855315	0.446291	0.553709	
611000	-8.105639	348	11.606866	5.434282	0.328785	0.671215	
612000	-7.934062	368	3.722856	2.685609	0.079751	0.920249	
613000	-8.526914	39	2.306104	8.306342	0.052856	0.947144	
614000	-8.358950	437	2.301305	4.398633	0.053894	0.946106	
615000	-7.608408	491	7.834246	5.454746	0.295033	0.704967	
616000	-7.991024	348	4.277793	12.015707	0.142157	0.857843	
617000	-8.119979	120	4.876749	2.259407	0.293809	0.706191	
618000	-6.885035	428	5.636430	4.508542	0.149121	0.850879	
619000	-7.485246	225	9.047840	7.114782	0.369720	0.630280	
620000	-8.539053	11	10.003132	13.348488	0.378383	0.621617	
621000	-7.561055	389	11.295178	11.953798	0.273146	0.726854	
622000	-9.122205	461	11.541308	1.296298	0.616939	0.383061	
623000	-7.653959	219	11.567287	6.850995	0.388165	0.611835	
624000	-7.442783	82	8.062578	8.947170	0.332676	0.667324	
625000	-8.048204	135	15.511703	14.078812	0.457082	0.542918	
626000	-7.215633	283	7.040045	6.370846	0.220793	0.779207	
627000	-8.079300	265	15.326208	6.850436	0.437239	0.562761	
628000	-8.123667	173	11.530515	6.148191	0.366233	0.633767	
629000	-8.574642	474	18.393452	6.767703	0.448883	0.551117	
630000	-8.852539	76	2.211690	9.953109	0.047538	0.952462	
631000	-7.921756	242	1.699598	5.814048	0.020430	0.979570	
632000	-8.366467	342	4.378272	12.398429	0.221441	0.778559	
633000	-7.664045	367	5.393800	6.531226	0.183426	0.816574	
634000	-9.570769	432	11.575886	0.097584	0.980966	0.019034	
635000	-8.120217	1	13.654871	12.794054	0.385173	0.614827	
636000	-8.104169	7	6.420721	3.236438	0.248786	0.751214	
637000	-8.702262	182	3.940459	10.411154	0.252617	0.747383	
638000	-8.695558	172	6.794397	1.526488	0.350711	0.649289	
639000	-8.077034	394	4.263344	10.918979	0.129804	0.870196	
640000	-7.738418	46	2.774445	4.173759	0.033033	0.966967	
641000	-7.693969	199	7.265887	9.069170	0.345832	0.654168	
642000	-7.992206	45	11.623487	6.398959	0.359299	0.640701	
643000	-7.541880	446	8.165175	4.039781	0.299243	0.700757	
644000	-8.035659	440	10.951082	6.965594	0.380349	0.619651	
645000	-8.924065	22	11.271174	20.871046	0.360297	0.639703	
646000	-8.095630	460	14.898463	16.844179	0.443791	0.556209	
647000	-8.807930	178	12.738245	24.382504	0.459192	0.540808	
648000	-7.975690	13	8.588943	7.515364	0.278631	0.721369	
649000	-7.824634	190	13.230614	5.330337	0.366178	0.633822	
650000	-8.209047	249	10.612616	11.002533	0.355263	0.644737	
651000	-7.607187	469	5.817778	7.611928	0.146780	0.853220	
652000	-9.543335	53	0.333829	3.818055	0.000709	0.999291	
653000	-7.504375	428	1.483204	3.319117	0.013105	0.986895	
654000	-8.250545	168	12.461457	8.801935	0.439729	0.560271	
655000	-7.587040	257	6.875389	6.890389	0.270193	0.729807	
656000	-8.419490	211	14.145863	4.646328	0.466104	0.533896	
657000	-7.826958	223	6.294798	8.987188	0.206060	0.793940	
658000	-7.974050	29	4.202915	5.615053	0.118013	0.881987	
659000	-9.552517	272	10.844966	0.095418	0.958959	0.041041	
660000	-7.899536	376	7.513773	6.420206	0.234338	0.765662	
661000	-7.962865	409	9.008678	3.108683	0.392674	0.607326	
662000	-8.635311	219	4.057546	12.232060	0.125326	0.874674	
663000	-7.892301	157	7.389606	2.884305	0.423902	0.576098	
664000	-10.307892	245	2.052328	0.621893	0.119620	0.880380	
665000	-8.417108	492	2.773687	4.379275	0.111058	0.888942	
666000	-9.078563	48	14.980538	21.701861	0.445949	0.554051	
667000	-9.350544	291	19.416492	5.092888	0.440043	0.559957	
668000	-9.446175	440	2.501564	1.264380	0.091751	0.908249	
669000	-7.445854	12	5.996067	9.551022	0.254717	0.745283	
670000	-8.233220	107	2.498900	7.327432	0.075766	0.924234	
671000	-7.552424	56	5.687137	7.074833	0.172489	0.827511	
672000	-9.404276	106	5.857500	17.954442	0.270112	0.729888	
673000	-9.142843	431	3.492199	14.812029	0.129553	0.870447	
674000	-9.434713	428	6.884594	0.071894	0.945923	0.054077	
675000	-8.805778	125	13.604566	5.612860	0.422549	0.577451	
676000	-7.481896	121	9.727366	5.773893	0.374238	0.625762	
677000	-7.691609	141	8.607664	5.034066	0.158028	0.841972	
678000	-7.930797	43	12.645398	6.770088	0.452633	0.547367	
679000	-7.875602	131	5.994293	5.689685	0.173879	0.826121	
680000	-8.413950	329	3.736595	8.764408	0.164846	0.835154	
681000	-7.267886	30	6.348640	3.693217	0.265291	0.734709	
682000	-8.787893	134	0.923016	2.686379	0.008767	0.991233	
683000	-8.567419	278	15.569212	2.711558	0.439061	0.560939	
684000	-9.024174	372	5.213486	1.877786	0.219189	0.780811	
685000	-7.854303	367	4.938393	3.756119	0.156531	0.843469	
686000	-8.943892	176	20.366642	13.007007	0.437156	0.562844	
687000	-8.225738	420	8.892519	2.023908	0.454642	0.545358	
688000	-7.906984	277	6.594115	6.661314	0.260581	0.739419	
689000	-7.883104	78	3.686591	7.259709	0.084346	0.915654	
690000	-7.943421	395	7.532605	8.363594	0.254705	0.745295	
691000	-9.580759	167	0.273617	4.159136	0.000747	0.999253	
692000	-7.840117	225	13.228228	9.977532	0.440041	0.559959	
693000	-7.899761	84	2.623505	4.135637	0.058007	0.941993	
694000	-8.641452	330	7.175746	12.972389	0.309226	0.690774	
695000	-9.020162	461	17.813959	22.866075	0.468875	0.531125	
696000	-8.425353	251	8.736387	13.623631	0.325349	0.674651	
697000	-7.647158	159	4.090857	4.280769	0.129644	0.870356	
698000	-8.560755	274	3.273893	1.660040	0.095977	0.904023	
699000	-8.455806	121	7.978163	0.870137	0.610581	0.389419	
700000	-7.962528	309	6.708923	5.940334	0.219445	0.780555	
701000	-7.673686	255	7.040004	4.107710	0.254554	0.745446	
702000	-9.242934	391	8.912890	0.881019	0.589659	0.410341	
703000	-7.195084	400	4.735817	9.426313	0.078202	0.921798	
704000	-7.739499	478	9.148768	6.825346	0.329115	0.670885	
705000	-8.974981	324	7.648341	14.640329	0.398629	0.601371	
706000	-7.677293	374	6.372828	4.810064	0.296940	0.703060	
707000	-7.770088	126	9.930891	8.429699	0.348193	0.651807	
708000	-8.194711	187	5.592096	12.327461	0.170150	0.829850	
709000	-8.088370	430	3.442615	5.612487	0.182169	0.817831	
710000	-9.299547	236	28.057217	14.518100	0.489924	0.510076	
711000	-8.175049	248	4.675075	7.518147	0.136516	0.863484	
712000	-7.614274	293	5.821539	5.127108	0.263219	0.736781	
713000	-7.526959	139	4.575929	5.073196	0.165591	0.834409	
714000	-7.780023	223	4.973332	4.291786	0.142185	0.857815	
715000	-7.903615	6	6.734688	8.896729	0.213233	0.786767	
716000	-8.278775	162	6.236589	7.618661	0.224583	0.775417	
717000	-12.252712	401	1.692729	20.797190	0.072932	0.927068	
718000	-8.837597	55	11.826826	2.174048	0.429871	0.570129	
719000	-8.501506	127	4.102942	10.630311	0.136866	0.863134	
720000	-8.120927	173	11.984700	10.124437	0.385601	0.614399	
721000	-7.582864	138	4.687171	2.689435	0.143361	0.856639	
722000	-9.653819	179	1.810102	9.915461	0.035177	0.964823	
723000	-7.674180	125	6.011805	2.852170	0.243782	0.756218	
724000	-8.242898	245	9.470341	14.504679	0.368943	0.631057	
725000	-7.986545	270	15.587421	8.766088	0.435662	0.564338	
726000	-8.606689	270	0.974298	2.696472	0.009307	0.990693	
727000	-9.134629	489	26.587116	21.844221	0.492724	0.507276	
728000	-8.046965	370	4.117560	5.872205	0.151252	0.848748	
729000	-7.894538	380	11.019012	7.630254	0.321965	0.678035	
730000	-8.649575	413	12.594941	4.911541	0.370749	0.629251	
731000	-8.045188	208	11.265480	12.365817	0.438672	0.561328	
732000	-8.093027	117	4.109229	3.072059	0.164830	0.835170	
733000	-7.275282	12	2.187540	4.228896	0.046063	0.953937	
734000	-9.070864	497	7.243465	19.349124	0.384475	0.615525	
735000	-7.496182	40	3.850832	8.090748	0.128990	0.871010	
736000	-7.910984	378	3.714225	5.465280	0.091578	0.908422	
737000	-7.556654	460	12.186661	6.536904	0.390091	0.609909	
738000	-9.230014	46	9.801553	0.875385	0.496916	0.503084	
739000	-8.346938	413	10.134299	12.057520	0.349070	0.650930	
740000	-7.518219	348	6.561410	5.016911	0.187450	0.812550	
741000	-7.971615	294	10.849268	11.125411	0.420952	0.579048	
742000	-7.960536	312	5.217479	3.255382	0.152637	0.847363	
743000	-7.221951	30	7.392915	4.992076	0.298054	0.701946	
744000	-7.963255	143	6.319830	9.001143	0.312717	0.687283	
745000	-8.626234	259	6.358744	12.825695	0.223089	0.776911	
746000	-8.145850	353	4.090793	7.164932	0.103763	0.896237	
747000	-8.602850	273	2.241855	3.608403	0.052148	0.947852	
748000	-8.403024	362	5.001521	7.707450	0.221975	0.778025	
749000	-9.868319	186	1.955370	12.638633	0.058005	0.941995	
750000	-7.632625	306	8.108318	9.394805	0.220145	0.779855	
751000	-7.876253	100	6.665913	8.936568	0.249104	0.750896	
752000	-8.180666	363	8.632684	8.255910	0.339048	0.660952	
753000	-9.360163	347	5.050754	14.136404	0.274942	0.725058	
754000	-8.130849	171	3.160753	6.542214	0.105143	0.894857	
755000	-7.518378	336	5.483445	5.605355	0.215573	0.784427	
756000	-8.257610	440	3.995830	4.368093	0.142792	0.857208	
757000	-7.806740	476	3.529684	4.739837	0.051562	0.948438	
758000	-7.508674	421	4.317172	6.275059	0.157966	0.842034	
759000	-8.096092	485	10.117757	10.386109	0.384631	0.615369	
760000	-7.987248	117	11.418732	4.708314	0.414134	0.585866	
761000	-9.643936	366	11.671147	24.526982	0.449124	0.550876	
762000	-8.041635	281	2.417050	7.345766	0.034849	0.965151	
763000	-8.183453	28	9.621723	5.729353	0.298127	0.701873	
764000	-9.855274	74	8.764433	24.655864	0.422043	0.577957	
765000	-9.072825	250	15.230353	5.006772	0.422068	0.577932	
766000	-8.018496	156	3.727642	1.977501	0.126789	0.873211	
767000	-8.582472	340	12.802226	9.421680	0.436040	0.563960	
768000	-7.853887	462	5.545399	7.696211	0.163370	0.836630	
769000	-7.870491	458	6.829002	11.003913	0.260394	0.739606	
770000	-9.479738	393	1.441721	10.252596	0.031067	0.968933	
771000	-8.020703	20	12.195369	12.384613	0.387042	0.612958	
772000	-8.509253	458	1.355358	6.169796	0.017255	0.982745	
773000	-7.781821	360	4.868128	9.485703	0.106403	0.893597	
774000	-7.726715	336	6.037037	3.081305	0.273140	0.726860	
775000	-7.879293	296	1.846807	4.642387	0.035432	0.964568	
776000	-9.194929	235	2.239485	1.787182	0.101287	0.898713	
777000	-7.576667	49	6.836007	11.225314	0.194228	0.805772	
778000	-8.240856	358	12.423665	6.149392	0.391246	0.608754	
779000	-7.593789	36	5.588362	4.368680	0.201928	0.798072	
