Options:
Model:                           MultiState
Tree File Name:                  Artiodactyl.trees
Data File Name:                  Artiodactyl.txt
Log File Name:                   Artiodactyl_reduction_run1.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            2519532377
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      20005000
Burn in:                         5000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Zero Rates:                      Yes
Schedule File:                   Artiodactyl_reduction_run1.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     2
Base frequency (PI's):           None
Pis used in ancestral state estimation:      Yes
Character Symbols:               D,G
Using a covarion model:          False
Normalise Q Matrix:              False
Restrictions:
    qDG                          RJ MCMC
    qGD                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - Hyper Prior exp (0.00,100.00) 
Tree Information
     Trees:                      500
     Taxa:                       17
     Sites:                      1
     States:                     2
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	qDG	qGD	Root P(D)	Root P(G)	RJRates - Mean	
9659000	-12.507827	231	1	1	'Z 0 	0.000000	3.649717	0.000000	1.000000	80.864213	
9660000	-9.317467	381	1	0	'0 0 	21.587274	21.587274	0.487130	0.512870	95.677875	
9661000	-7.531835	357	1	0	'0 0 	10.257285	10.257285	0.263905	0.736095	95.378095	
9662000	-8.452858	481	1	0	'0 0 	2.129030	2.129030	0.087074	0.912926	98.945643	
9663000	-9.713402	499	1	0	'0 0 	29.058293	29.058293	0.493385	0.506615	90.942206	
9664000	-9.416493	420	1	0	'0 0 	1.317422	1.317422	0.014189	0.985811	79.589130	
9665000	-7.677019	379	1	0	'0 0 	6.788785	6.788785	0.234951	0.765049	65.792506	
9666000	-7.149457	12	1	0	'0 0 	7.617179	7.617179	0.297011	0.702989	64.173103	
9667000	-10.974298	133	1	1	'0 Z 	10.181485	0.000000	1.000000	0.000000	75.559626	
9668000	-7.126514	40	1	0	'0 0 	5.510536	5.510536	0.186003	0.813997	83.554504	
9669000	-9.595236	137	1	0	'0 0 	32.534263	32.534263	0.497838	0.502162	66.410358	
9670000	-7.431647	195	1	0	'0 0 	7.371111	7.371111	0.219958	0.780042	55.809082	
9671000	-10.086101	54	1	0	'0 0 	56.905939	56.905939	0.499997	0.500003	53.679379	
9672000	-7.941516	203	1	0	'0 0 	12.434270	12.434270	0.398009	0.601991	44.611868	
9673000	-8.015885	286	1	0	'0 0 	10.645886	10.645886	0.328158	0.671842	50.349404	
9674000	-7.714578	384	1	0	'0 0 	6.141683	6.141683	0.219142	0.780858	74.814387	
9675000	-7.675023	488	1	0	'0 0 	4.796272	4.796272	0.230199	0.769801	70.080409	
9676000	-8.377965	342	1	0	'0 0 	24.396016	24.396016	0.493859	0.506141	65.934157	
9677000	-8.185306	222	1	0	'0 0 	3.059419	3.059419	0.058698	0.941302	83.007446	
9678000	-7.227793	82	1	0	'0 0 	6.733562	6.733562	0.275379	0.724621	68.655022	
9679000	-7.942945	360	1	0	'0 0 	14.072177	14.072177	0.356832	0.643168	74.538373	
9680000	-8.731380	325	1	0	'0 0 	19.944126	19.944126	0.491644	0.508356	50.805121	
9681000	-10.075830	384	1	0	'0 0 	57.567412	57.567412	0.499964	0.500036	44.505289	
9682000	-8.620141	251	1	0	'0 0 	17.099816	17.099816	0.445188	0.554812	52.586112	
9683000	-8.646887	370	1	0	'0 0 	17.594193	17.594193	0.473256	0.526744	35.336174	
9684000	-8.356421	91	1	0	'0 0 	8.354774	8.354774	0.381470	0.618530	32.936284	
9685000	-7.895991	455	1	0	'0 0 	8.221931	8.221931	0.351835	0.648165	35.507836	
9686000	-8.307392	489	1	0	'0 0 	15.678552	15.678552	0.460176	0.539824	26.116125	
9687000	-8.920086	431	1	0	'0 0 	1.288259	1.288259	0.011190	0.988810	34.255084	
9688000	-7.481087	134	1	0	'0 0 	8.460354	8.460354	0.335123	0.664877	47.424758	
9689000	-8.597600	267	1	0	'0 0 	17.582280	17.582280	0.456821	0.543179	54.879756	
9690000	-8.470242	362	1	0	'0 0 	10.966634	10.966634	0.401702	0.598298	34.059710	
9691000	-7.887186	174	1	0	'0 0 	15.084702	15.084702	0.422526	0.577474	37.609980	
9692000	-8.542443	437	1	0	'0 0 	19.760257	19.760257	0.475925	0.524075	46.522127	
9693000	-8.750750	4	1	0	'0 0 	18.715068	18.715068	0.445615	0.554385	53.034849	
9694000	-9.329905	321	1	0	'0 0 	35.221319	35.221319	0.499827	0.500173	62.516808	
9695000	-7.861970	37	1	0	'0 0 	7.170185	7.170185	0.241550	0.758450	46.414310	
9696000	-7.771445	157	1	0	'0 0 	9.051713	9.051713	0.394310	0.605690	45.107637	
9697000	-7.585492	232	1	0	'0 0 	9.397276	9.397276	0.323259	0.676741	31.533440	
9698000	-8.155565	374	1	0	'0 0 	2.890106	2.890106	0.104712	0.895288	25.871701	
9699000	-8.307378	374	1	0	'0 0 	14.243549	14.243549	0.465300	0.534700	79.009134	
9700000	-7.541933	342	1	0	'0 0 	3.297766	3.297766	0.101138	0.898862	79.177653	
9701000	-7.463131	181	1	0	'0 0 	8.436305	8.436305	0.250131	0.749869	72.671264	
9702000	-9.656157	422	1	0	'0 0 	2.975202	2.975202	0.181288	0.818712	82.490404	
9703000	-9.892314	219	1	0	'0 0 	45.764144	45.764144	0.497872	0.502128	94.761250	
9704000	-7.851883	3	1	0	'0 0 	10.759480	10.759480	0.329748	0.670252	92.128087	
9705000	-7.879973	250	1	0	'0 0 	8.406665	8.406665	0.323719	0.676281	97.837028	
9706000	-8.014339	28	1	0	'0 0 	5.366244	5.366244	0.152209	0.847791	97.096357	
9707000	-8.465607	148	1	0	'0 0 	10.968531	10.968531	0.400399	0.599601	97.639153	
9708000	-8.970495	266	1	0	'0 0 	17.139747	17.139747	0.481281	0.518719	96.689384	
9709000	-7.335673	342	1	0	'0 0 	10.494692	10.494692	0.391793	0.608207	85.972165	
9710000	-7.882483	197	1	0	'0 0 	7.255585	7.255585	0.297269	0.702731	97.291895	
9711000	-9.502257	128	1	0	'0 0 	21.560337	21.560337	0.443960	0.556040	96.876585	
9712000	-8.086197	203	1	0	'0 0 	2.322668	2.322668	0.049472	0.950528	90.917059	
9713000	-10.489868	449	1	0	'0 0 	93.418252	93.418252	0.500000	0.500000	92.093119	
9714000	-7.187220	114	1	0	'0 0 	6.690548	6.690548	0.209746	0.790254	89.279076	
9715000	-10.222290	368	1	0	'0 0 	62.539919	62.539919	0.499941	0.500059	74.914806	
9716000	-7.550905	482	1	0	'0 0 	8.539730	8.539730	0.307349	0.692651	58.332651	
9717000	-7.713683	115	1	0	'0 0 	6.407142	6.407142	0.247959	0.752041	62.707071	
9718000	-8.013501	291	1	0	'0 0 	10.826740	10.826740	0.360517	0.639483	33.143815	
9719000	-8.176626	19	1	0	'0 0 	7.554123	7.554123	0.266876	0.733124	22.454663	
9720000	-8.090872	184	1	0	'0 0 	3.383267	3.383267	0.130614	0.869386	50.585189	
9721000	-7.719335	243	1	0	'0 0 	2.933458	2.933458	0.128344	0.871656	59.730879	
9722000	-7.624928	167	1	0	'0 0 	10.006191	10.006191	0.342874	0.657126	33.946317	
9723000	-7.887392	29	1	0	'0 0 	6.507957	6.507957	0.212082	0.787918	15.320217	
9724000	-9.010980	426	1	0	'0 0 	26.562812	26.562812	0.490207	0.509793	13.312985	
9725000	-7.632091	300	1	0	'0 0 	6.251934	6.251934	0.291995	0.708005	11.120341	
9726000	-7.625038	478	1	0	'0 0 	4.152256	4.152256	0.132691	0.867309	3.609911	
9727000	-7.615198	269	1	0	'0 0 	7.526126	7.526126	0.203086	0.796914	5.881282	
9728000	-7.511815	169	1	0	'0 0 	6.461407	6.461407	0.294035	0.705965	16.320480	
9729000	-7.971276	455	1	0	'0 0 	11.175269	11.175269	0.413028	0.586972	15.268413	
9730000	-7.948774	316	1	0	'0 0 	2.960492	2.960492	0.052262	0.947738	7.481952	
9731000	-7.308695	189	1	0	'0 0 	3.569099	3.569099	0.147032	0.852968	5.763918	
9732000	-7.845446	239	1	0	'0 0 	4.091465	4.091465	0.169976	0.830024	27.002460	
9733000	-7.405787	357	1	0	'0 0 	6.233842	6.233842	0.137753	0.862247	31.743759	
9734000	-6.976114	12	1	0	'0 0 	5.378876	5.378876	0.200828	0.799172	32.025028	
9735000	-7.696770	126	1	0	'0 0 	3.942555	3.942555	0.120511	0.879489	3.688264	
9736000	-8.484299	457	1	0	'0 0 	16.859155	16.859155	0.435260	0.564740	27.257570	
9737000	-7.968012	67	1	0	'0 0 	3.487562	3.487562	0.099456	0.900544	30.669654	
9738000	-8.923455	424	1	0	'0 0 	22.062514	22.062514	0.485117	0.514883	41.849413	
9739000	-7.473480	63	1	0	'0 0 	10.192960	10.192960	0.266002	0.733998	49.064567	
9740000	-7.993255	56	1	0	'0 0 	2.082369	2.082369	0.030315	0.969685	58.569621	
9741000	-7.725401	52	1	0	'0 0 	6.920101	6.920101	0.274063	0.725937	66.528157	
9742000	-7.245375	278	1	0	'0 0 	10.351008	10.351008	0.360012	0.639988	45.727749	
9743000	-7.550569	489	1	0	'0 0 	7.828756	7.828756	0.320389	0.679611	44.688398	
9744000	-9.039510	366	1	0	'0 0 	17.618492	17.618492	0.464800	0.535200	40.929827	
9745000	-8.519711	54	1	0	'0 0 	17.219263	17.219263	0.480547	0.519453	45.512967	
9746000	-9.492564	145	1	0	'0 0 	26.686242	26.686242	0.494115	0.505885	63.163423	
9747000	-8.228006	500	1	0	'0 0 	18.779836	18.779836	0.450035	0.549965	64.104087	
9748000	-7.836701	39	1	0	'0 0 	9.718761	9.718761	0.343741	0.656259	69.821850	
9749000	-8.853492	183	1	0	'0 0 	17.261848	17.261848	0.428137	0.571863	63.772051	
9750000	-7.604353	48	1	0	'0 0 	6.170850	6.170850	0.183979	0.816021	42.229416	
9751000	-8.843546	258	1	0	'0 0 	21.509071	21.509071	0.480377	0.519623	20.255471	
9752000	-10.616115	87	1	0	'0 0 	1.161859	1.161859	0.012400	0.987600	37.439607	
9753000	-8.540581	215	1	0	'0 0 	19.191277	19.191277	0.464270	0.535730	48.768156	
9754000	-9.718983	388	1	0	'0 0 	36.758768	36.758768	0.499497	0.500503	49.867308	
9755000	-8.464174	41	1	0	'0 0 	16.732043	16.732043	0.457784	0.542216	53.167241	
9756000	-9.810491	127	1	0	'0 0 	43.943835	43.943835	0.499244	0.500756	61.642066	
9757000	-8.339773	180	1	0	'0 0 	12.727768	12.727768	0.400248	0.599752	61.667989	
9758000	-9.460298	105	1	0	'0 0 	23.879716	23.879716	0.478582	0.521418	38.706351	
9759000	-7.543994	139	1	0	'0 0 	7.444798	7.444798	0.295310	0.704690	40.819266	
9760000	-9.175769	236	1	0	'0 0 	29.976228	29.976228	0.497505	0.502495	60.906679	
9761000	-10.320748	270	1	0	'0 0 	73.974931	73.974931	0.499999	0.500001	60.372640	
9762000	-8.421780	454	1	0	'0 0 	11.887861	11.887861	0.449745	0.550255	62.368225	
9763000	-8.136587	110	1	0	'0 0 	3.898725	3.898725	0.163999	0.836001	53.572909	
9764000	-10.262536	446	1	0	'0 0 	59.690468	59.690468	0.499826	0.500174	67.265859	
9765000	-7.681326	106	1	0	'0 0 	5.780069	5.780069	0.188596	0.811404	84.454596	
9766000	-7.417778	93	1	0	'0 0 	4.062600	4.062600	0.106851	0.893149	99.105737	
9767000	-8.723273	62	1	0	'0 0 	18.414096	18.414096	0.468263	0.531737	96.476641	
9768000	-8.205270	308	1	0	'0 0 	9.362258	9.362258	0.323259	0.676741	88.696200	
9769000	-8.850984	15	1	0	'0 0 	13.307577	13.307577	0.403620	0.596380	85.647084	
9770000	-8.050262	126	1	0	'0 0 	11.785321	11.785321	0.399539	0.600461	77.518556	
9771000	-10.381650	48	1	0	'0 0 	69.407541	69.407541	0.499982	0.500018	78.793731	
9772000	-7.907293	417	1	0	'0 0 	8.741161	8.741161	0.252209	0.747791	75.789671	
9773000	-7.997123	244	1	0	'0 0 	9.239791	9.239791	0.319003	0.680997	65.684591	
9774000	-8.868343	336	1	0	'0 0 	22.523142	22.523142	0.485414	0.514586	61.224877	
9775000	-9.931715	310	1	0	'0 0 	35.067386	35.067386	0.495084	0.504916	78.870059	
9776000	-8.283660	442	1	0	'0 0 	11.214637	11.214637	0.419289	0.580711	70.273839	
9777000	-8.156596	136	1	0	'0 0 	13.898083	13.898083	0.413534	0.586466	57.525650	
9778000	-8.561733	220	1	0	'0 0 	16.834103	16.834103	0.457352	0.542648	51.371286	
9779000	-8.196219	205	1	0	'0 0 	12.807269	12.807269	0.424230	0.575770	52.289778	
9780000	-7.940887	375	1	0	'0 0 	9.345668	9.345668	0.291802	0.708198	74.304409	
9781000	-7.571629	139	1	0	'0 0 	7.871277	7.871277	0.311179	0.688821	80.884945	
9782000	-7.780284	52	1	0	'0 0 	7.603070	7.603070	0.300334	0.699666	63.961703	
9783000	-7.504869	130	1	0	'0 0 	7.854945	7.854945	0.290626	0.709374	66.799720	
9784000	-9.223010	392	1	0	'0 0 	21.257039	21.257039	0.473350	0.526650	61.169914	
9785000	-8.145883	475	1	0	'0 0 	14.887791	14.887791	0.422413	0.577587	59.255608	
9786000	-7.570830	491	1	0	'0 0 	5.549190	5.549190	0.206969	0.793031	64.932486	
9787000	-7.870956	22	1	0	'0 0 	5.233317	5.233317	0.111411	0.888589	53.872795	
9788000	-8.454671	292	1	0	'0 0 	2.987337	2.987337	0.058975	0.941025	33.741752	
9789000	-7.793464	111	1	0	'0 0 	10.174343	10.174343	0.343709	0.656291	35.229707	
9790000	-8.902795	487	1	0	'0 0 	20.545148	20.545148	0.488256	0.511744	41.519689	
9791000	-7.245397	342	1	0	'0 0 	4.912044	4.912044	0.184340	0.815660	51.896065	
9792000	-9.759611	10	1	0	'0 0 	0.846296	0.846296	0.011016	0.988984	56.564538	
9793000	-7.925754	473	1	0	'0 0 	8.839802	8.839802	0.282260	0.717740	53.946770	
9794000	-8.354435	117	1	0	'0 0 	15.737228	15.737228	0.470691	0.529309	56.936560	
9795000	-7.234557	59	1	0	'0 0 	5.986756	5.986756	0.203015	0.796985	59.863776	
9796000	-8.118144	443	1	0	'0 0 	3.345224	3.345224	0.167595	0.832405	79.006897	
9797000	-8.870426	464	1	0	'0 0 	17.082085	17.082085	0.423836	0.576164	87.302171	
9798000	-7.762189	42	1	0	'0 0 	5.071358	5.071358	0.198781	0.801219	63.772210	
9799000	-8.859593	143	1	0	'0 0 	21.013287	21.013287	0.490290	0.509710	58.186525	
9800000	-7.864214	96	1	0	'0 0 	2.835621	2.835621	0.054805	0.945195	68.550334	
9801000	-10.343422	358	1	0	'0 0 	47.340256	47.340256	0.499805	0.500195	46.786498	
9802000	-7.563661	378	1	0	'0 0 	8.672806	8.672806	0.292338	0.707662	48.003000	
9803000	-10.263548	45	1	0	'0 0 	71.247364	71.247364	0.499948	0.500052	55.835193	
9804000	-7.563431	421	1	0	'0 0 	9.685622	9.685622	0.364372	0.635628	59.927732	
9805000	-8.090951	307	1	0	'0 0 	12.433209	12.433209	0.416811	0.583189	64.372836	
9806000	-9.363821	153	1	0	'0 0 	24.827124	24.827124	0.494977	0.505023	67.248992	
9807000	-7.808844	143	1	0	'0 0 	7.644554	7.644554	0.349265	0.650735	49.025183	
9808000	-8.387525	35	1	0	'0 0 	3.420356	3.420356	0.098339	0.901661	53.726632	
9809000	-9.901003	15	1	0	'0 0 	29.164770	29.164770	0.493415	0.506585	51.898686	
9810000	-8.053443	378	1	0	'0 0 	15.721448	15.721448	0.426453	0.573547	98.165638	
9811000	-7.239904	178	1	0	'0 0 	7.499662	7.499662	0.323590	0.676410	93.096402	
9812000	-8.760095	409	1	0	'0 0 	16.464188	16.464188	0.470977	0.529023	87.342190	
9813000	-9.925368	249	1	0	'0 0 	50.823973	50.823973	0.499383	0.500617	77.388276	
9814000	-9.976648	370	1	0	'0 0 	50.564447	50.564447	0.499940	0.500060	68.059388	
9815000	-8.091806	497	1	0	'0 0 	15.314082	15.314082	0.459446	0.540554	77.699754	
9816000	-7.734413	491	1	0	'0 0 	3.220591	3.220591	0.092155	0.907845	80.020858	
9817000	-8.513527	144	1	0	'0 0 	12.262791	12.262791	0.437415	0.562585	66.234133	
9818000	-8.338870	499	1	0	'0 0 	11.221639	11.221639	0.379086	0.620914	76.632595	
9819000	-7.795851	194	1	0	'0 0 	12.317758	12.317758	0.361093	0.638907	54.844112	
9820000	-9.173925	72	1	0	'0 0 	29.158022	29.158022	0.498228	0.501772	44.492020	
9821000	-8.214183	328	1	0	'0 0 	10.429774	10.429774	0.373343	0.626657	41.685885	
9822000	-7.779310	462	1	0	'0 0 	6.847927	6.847927	0.206738	0.793262	61.232645	
9823000	-8.305994	202	1	0	'0 0 	16.021969	16.021969	0.459985	0.540015	67.983374	
9824000	-8.902093	265	1	0	'0 0 	26.692937	26.692937	0.494296	0.505704	78.351714	
9825000	-8.124416	483	1	0	'0 0 	11.687366	11.687366	0.347648	0.652352	82.806957	
9826000	-8.152094	439	1	0	'0 0 	19.124600	19.124600	0.470860	0.529140	93.461107	
9827000	-8.536807	256	1	0	'0 0 	15.381865	15.381865	0.452747	0.547253	91.944866	
9828000	-9.478603	20	1	0	'0 0 	31.493653	31.493653	0.495503	0.504497	99.723307	
9829000	-7.831268	374	1	0	'0 0 	8.879612	8.879612	0.384196	0.615804	93.162281	
9830000	-8.127822	253	1	0	'0 0 	10.683700	10.683700	0.335393	0.664607	91.705588	
9831000	-10.275038	316	1	0	'0 0 	69.109476	69.109476	0.499974	0.500026	69.033344	
9832000	-9.610815	258	1	0	'0 0 	34.878514	34.878514	0.498212	0.501788	72.047567	
9833000	-7.573090	491	1	0	'0 0 	4.544997	4.544997	0.158028	0.841972	85.976772	
9834000	-9.871536	174	1	0	'0 0 	56.155282	56.155282	0.499808	0.500192	94.156488	
9835000	-10.833093	260	1	1	'0 Z 	4.377313	0.000000	1.000000	0.000000	87.128740	
9836000	-9.332886	90	1	0	'0 0 	26.789182	26.789182	0.493900	0.506100	99.362986	
9837000	-9.457601	170	1	0	'0 0 	29.534907	29.534907	0.494999	0.505001	74.601364	
9838000	-7.882383	105	1	0	'0 0 	7.477148	7.477148	0.219915	0.780085	64.925412	
9839000	-8.143627	153	1	0	'0 0 	10.032658	10.032658	0.386906	0.613094	88.991986	
9840000	-8.811559	459	1	0	'0 0 	16.880690	16.880690	0.471572	0.528428	94.735620	
9841000	-9.476320	276	1	0	'0 0 	23.577047	23.577047	0.477699	0.522301	75.118058	
9842000	-7.409884	112	1	0	'0 0 	4.810699	4.810699	0.146164	0.853836	97.167675	
9843000	-8.449235	64	1	0	'0 0 	17.138972	17.138972	0.438199	0.561801	96.515587	
9844000	-9.689791	53	1	0	'0 0 	33.859696	33.859696	0.495533	0.504467	97.843634	
9845000	-8.069206	159	1	0	'0 0 	11.468182	11.468182	0.388150	0.611850	70.245502	
9846000	-7.685389	383	1	0	'0 0 	7.481737	7.481737	0.305533	0.694467	51.084257	
9847000	-8.498144	174	1	0	'0 0 	23.156939	23.156939	0.477343	0.522657	60.361665	
9848000	-8.097521	396	1	0	'0 0 	3.205394	3.205394	0.161925	0.838075	48.982936	
9849000	-7.453282	96	1	0	'0 0 	8.572599	8.572599	0.283525	0.716475	39.939098	
9850000	-7.783098	487	1	0	'0 0 	4.486102	4.486102	0.178194	0.821806	48.266529	
9851000	-9.179723	474	1	0	'0 0 	27.664216	27.664216	0.491214	0.508786	48.158465	
9852000	-8.075160	253	1	0	'0 0 	9.791698	9.791698	0.312293	0.687707	44.571200	
9853000	-7.885757	94	1	0	'0 0 	11.834294	11.834294	0.353523	0.646477	26.597308	
9854000	-7.859419	211	1	0	'0 0 	5.261947	5.261947	0.244129	0.755871	49.318670	
9855000	-8.050012	353	1	0	'0 0 	8.850962	8.850962	0.281276	0.718724	64.595268	
9856000	-9.215756	15	1	0	'0 0 	17.716384	17.716384	0.454730	0.545270	88.727512	
9857000	-8.538761	343	1	0	'0 0 	3.123821	3.123821	0.170669	0.829331	71.505993	
9858000	-8.283295	157	1	0	'0 0 	14.582753	14.582753	0.464528	0.535472	71.607182	
9859000	-7.168780	500	1	0	'0 0 	5.495785	5.495785	0.141969	0.858031	76.450767	
9860000	-7.862836	396	1	0	'0 0 	8.146363	8.146363	0.359937	0.640063	67.857933	
9861000	-9.621448	414	1	0	'0 0 	26.321172	26.321172	0.492738	0.507262	74.496985	
9862000	-7.763741	115	1	0	'0 0 	9.080229	9.080229	0.339343	0.660657	77.632684	
9863000	-7.892926	120	1	0	'0 0 	7.563736	7.563736	0.359075	0.640925	91.137214	
9864000	-8.752649	28	1	0	'0 0 	2.368540	2.368540	0.038276	0.961724	85.239023	
9865000	-8.016293	347	1	0	'0 0 	6.537727	6.537727	0.283448	0.716552	69.644366	
9866000	-8.242411	223	1	0	'0 0 	2.757226	2.757226	0.051631	0.948369	55.815665	
9867000	-10.137309	191	1	0	'0 0 	42.668621	42.668621	0.494069	0.505931	61.691985	
9868000	-7.519995	12	1	0	'0 0 	2.245310	2.245310	0.049879	0.950121	67.537023	
9869000	-7.365789	407	1	0	'0 0 	7.351064	7.351064	0.352024	0.647976	68.555914	
9870000	-9.436323	89	1	0	'0 0 	33.480437	33.480437	0.497595	0.502405	66.175986	
9871000	-7.887605	487	1	0	'0 0 	9.636890	9.636890	0.383788	0.616212	86.187822	
9872000	-7.235986	320	1	0	'0 0 	5.251752	5.251752	0.159590	0.840410	95.853785	
9873000	-9.197826	366	1	0	'0 0 	19.582737	19.582737	0.474453	0.525547	80.319956	
9874000	-7.832986	482	1	0	'0 0 	2.850423	2.850423	0.068312	0.931688	72.109169	
9875000	-8.498069	387	1	0	'0 0 	10.468676	10.468676	0.323069	0.676931	82.991608	
9876000	-7.889626	142	1	0	'0 0 	6.008643	6.008643	0.307523	0.692477	92.794799	
9877000	-7.418065	47	1	0	'0 0 	6.021852	6.021852	0.176721	0.823279	93.905566	
9878000	-7.497391	242	1	0	'0 0 	5.882067	5.882067	0.171558	0.828442	89.214478	
9879000	-9.066400	96	1	0	'0 0 	30.060994	30.060994	0.492977	0.507023	96.225524	
9880000	-7.502644	47	1	0	'0 0 	8.147199	8.147199	0.259181	0.740819	92.163170	
9881000	-9.233452	384	1	0	'0 0 	27.521363	27.521363	0.493742	0.506258	93.261309	
9882000	-10.260032	383	1	0	'0 0 	48.064287	48.064287	0.499897	0.500103	83.738545	
9883000	-7.842045	2	1	0	'0 0 	9.396714	9.396714	0.375866	0.624134	87.795184	
9884000	-9.137393	364	1	0	'0 0 	25.695048	25.695048	0.474489	0.525511	85.086760	
9885000	-8.043327	289	1	0	'0 0 	7.234264	7.234264	0.284507	0.715493	73.120925	
9886000	-7.402052	82	1	0	'0 0 	8.337610	8.337610	0.336033	0.663967	47.966194	
9887000	-7.878608	426	1	0	'0 0 	5.427117	5.427117	0.178255	0.821745	45.644806	
9888000	-9.007864	85	1	0	'0 0 	20.167149	20.167149	0.461515	0.538485	45.470845	
9889000	-7.405950	360	1	0	'0 0 	6.972308	6.972308	0.172604	0.827396	56.932075	
9890000	-8.463716	197	1	0	'0 0 	12.484680	12.484680	0.429337	0.570663	56.305809	
9891000	-9.353127	451	1	0	'0 0 	32.030216	32.030216	0.496320	0.503680	63.447595	
9892000	-7.860187	68	1	0	'0 0 	6.840766	6.840766	0.233847	0.766153	72.153779	
9893000	-8.225037	264	1	0	'0 0 	17.708538	17.708538	0.473681	0.526319	73.098423	
9894000	-9.087461	101	1	0	'0 0 	27.823159	27.823159	0.493485	0.506515	71.727958	
9895000	-9.981642	79	1	0	'0 0 	57.784620	57.784620	0.499783	0.500217	66.575700	
9896000	-8.445955	87	1	0	'0 0 	4.019172	4.019172	0.107416	0.892584	68.670344	
9897000	-8.321279	354	1	0	'0 0 	11.470623	11.470623	0.462687	0.537313	81.400756	
9898000	-7.896164	455	1	0	'0 0 	8.574244	8.574244	0.361060	0.638940	84.902520	
9899000	-7.565287	290	1	0	'0 0 	5.634060	5.634060	0.193229	0.806771	90.354924	
9900000	-9.064029	327	1	0	'0 0 	1.730181	1.730181	0.027771	0.972229	90.965334	
9901000	-7.863267	7	1	0	'0 0 	5.154611	5.154611	0.202398	0.797602	97.465859	
9902000	-8.053575	7	1	0	'0 0 	9.436390	9.436390	0.371195	0.628805	93.438871	
9903000	-9.284625	472	1	0	'0 0 	28.170229	28.170229	0.494138	0.505862	94.224257	
9904000	-10.407113	7	1	0	'0 0 	90.989712	90.989712	0.500000	0.500000	82.981617	
9905000	-9.190942	12	1	1	'0 Z 	7.014152	0.000000	1.000000	0.000000	75.506989	
9906000	-7.423492	360	1	0	'0 0 	7.636980	7.636980	0.194533	0.805467	81.233972	
9907000	-8.022371	26	1	0	'0 0 	13.385264	13.385264	0.427683	0.572317	91.096523	
9908000	-7.234598	59	1	0	'0 0 	5.725833	5.725833	0.191444	0.808556	96.890366	
9909000	-7.701087	67	1	0	'0 0 	5.414480	5.414480	0.189019	0.810981	86.400314	
9910000	-7.891059	382	1	0	'0 0 	6.757746	6.757746	0.239605	0.760395	75.721439	
9911000	-8.347228	382	1	0	'0 0 	13.589304	13.589304	0.422630	0.577370	77.367145	
9912000	-7.864247	297	1	0	'0 0 	6.383220	6.383220	0.298123	0.701877	75.191281	
9913000	-7.613858	167	1	0	'0 0 	9.856904	9.856904	0.338776	0.661224	75.853649	
9914000	-9.274515	55	1	0	'0 0 	24.353689	24.353689	0.481685	0.518315	67.665022	
9915000	-9.894335	233	1	0	'0 0 	47.593308	47.593308	0.498585	0.501415	64.130305	
9916000	-7.608065	233	1	0	'0 0 	9.189128	9.189128	0.275747	0.724253	84.602875	
9917000	-7.945161	193	1	0	'0 0 	9.282625	9.282625	0.340662	0.659338	88.057473	
9918000	-8.743817	215	1	0	'0 0 	2.217498	2.217498	0.060454	0.939546	78.574081	
9919000	-7.974437	448	1	0	'0 0 	9.353923	9.353923	0.392599	0.607401	95.247186	
9920000	-8.842597	164	1	0	'0 0 	28.839075	28.839075	0.497478	0.502522	89.252611	
9921000	-8.014315	132	1	0	'0 0 	15.259316	15.259316	0.429430	0.570570	93.998542	
9922000	-7.798698	457	1	0	'0 0 	8.505826	8.505826	0.277427	0.722573	97.034449	
9923000	-7.409121	46	1	0	'0 0 	5.362117	5.362117	0.112760	0.887240	97.308428	
9924000	-10.108581	144	1	0	'0 0 	53.148721	53.148721	0.499983	0.500017	98.869403	
9925000	-8.601022	254	1	0	'0 0 	13.946838	13.946838	0.449867	0.550133	94.318085	
9926000	-7.748074	117	1	0	'0 0 	6.858276	6.858276	0.300073	0.699927	81.950492	
9927000	-10.280888	82	1	0	'0 0 	51.365269	51.365269	0.499954	0.500046	69.881285	
9928000	-8.453186	87	1	0	'0 0 	14.817575	14.817575	0.411445	0.588555	56.272817	
9929000	-8.352101	87	1	0	'0 0 	13.328378	13.328378	0.389813	0.610187	42.231141	
9930000	-8.111172	127	1	0	'0 0 	3.314474	3.314474	0.076208	0.923792	46.789523	
9931000	-7.403659	360	1	0	'0 0 	6.771539	6.771539	0.165867	0.834133	49.619775	
9932000	-7.803101	126	1	0	'0 0 	3.402317	3.402317	0.094920	0.905080	70.167373	
9933000	-7.654425	169	1	0	'0 0 	8.578070	8.578070	0.368988	0.631012	71.391592	
9934000	-8.265910	196	1	0	'0 0 	19.247689	19.247689	0.450639	0.549361	58.721578	
9935000	-7.672862	474	1	0	'0 0 	7.743978	7.743978	0.293234	0.706766	67.158618	
9936000	-9.139110	447	1	0	'0 0 	1.464973	1.464973	0.009945	0.990055	71.540274	
9937000	-8.150230	282	1	0	'0 0 	10.677215	10.677215	0.405978	0.594022	75.055961	
9938000	-7.387017	225	1	0	'0 0 	5.694760	5.694760	0.258224	0.741776	66.108879	
